@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(6.82-7.18]\'',0.833333,'\'(2.96-3.2]\'',5.4,Iris-virginica
'\'(6.46-6.82]\'',0.958333,'\'(2.96-3.2]\'',5.6,Iris-virginica
'\'(6.82-7.18]\'',0.916667,'\'(2.96-3.2]\'',5.1,Iris-virginica
'\'(5.74-6.1]\'',0.75,'\'(2.48-2.72]\'',5.1,Iris-virginica
'\'(6.46-6.82]\'',0.916667,'\'(2.96-3.2]\'',5.9,Iris-virginica
'\'(6.46-6.82]\'',1,'\'(3.2-3.44]\'',5.7,Iris-virginica
'\'(6.46-6.82]\'',0.916667,'\'(2.96-3.2]\'',5.2,Iris-virginica
'\'(6.1-6.46]\'',0.75,'\'(2.48-2.72]\'',5,Iris-virginica
'\'(6.46-6.82]\'',0.791667,'\'(2.96-3.2]\'',5.2,Iris-virginica
'\'(6.1-6.46]\'',0.916667,'\'(3.2-3.44]\'',5.4,Iris-virginica
'\'(5.74-6.1]\'',0.708333,'\'(2.96-3.2]\'',5.1,Iris-virginica
