@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,-1.360443,3.2,1.6,Iris-setosa
0.041667,-1.24026,3.1,1.6,Iris-setosa
0.125,-0.519159,3.4,1.5,Iris-setosa
0,-0.759526,4.1,1.5,Iris-setosa
0.041667,-0.398976,4.2,1.4,Iris-setosa
0,-1.120076,3.1,1.5,Iris-setosa
0.041667,-0.999893,3.2,1.2,Iris-setosa
0.041667,-0.398976,3.5,1.3,Iris-setosa
0,-1.120076,3.1,1.5,Iris-setosa
0.041667,-1.720993,3,1.3,Iris-setosa
0.041667,-0.87971,3.4,1.5,Iris-setosa
0.083333,-0.999893,3.5,1.3,Iris-setosa
0.083333,-1.60081,2.3,1.3,Iris-setosa
0.041667,-1.720993,3.2,1.3,Iris-setosa
0.208333,-0.999893,3.5,1.6,Iris-setosa
0.125,-0.87971,3.8,1.9,Iris-setosa
0.083333,-1.24026,3,1.4,Iris-setosa
0.041667,-0.87971,3.8,1.6,Iris-setosa
0.041667,-1.480626,3.2,1.4,Iris-setosa
0.041667,-0.639343,3.7,1.5,Iris-setosa
0.041667,-0.999893,3.3,1.4,Iris-setosa
0.541667,1.403775,3.2,4.7,Iris-versicolor
0.583333,0.682674,3.2,4.5,Iris-versicolor
0.583333,1.283591,3.1,4.9,Iris-versicolor
0.5,-0.398976,2.3,4,Iris-versicolor
0.583333,0.802858,2.8,4.6,Iris-versicolor
0.5,-0.158609,2.8,4.5,Iris-versicolor
0.625,0.562491,3.3,4.7,Iris-versicolor
0.375,-1.120076,2.4,3.3,Iris-versicolor
0.5,0.923041,2.9,4.6,Iris-versicolor
0.541667,-0.759526,2.7,3.9,Iris-versicolor
0.375,-0.999893,2,3.5,Iris-versicolor
0.583333,0.081757,3,4.2,Iris-versicolor
0.375,0.201941,2.2,4,Iris-versicolor
0.541667,0.322124,2.9,4.7,Iris-versicolor
0.5,-0.278793,2.9,3.6,Iris-versicolor
0.541667,1.043224,3.1,4.4,Iris-versicolor
0.583333,-0.278793,3,4.5,Iris-versicolor
0.375,-0.038426,2.7,4.1,Iris-versicolor
0.583333,0.442308,2.2,4.5,Iris-versicolor
0.416667,-0.278793,2.5,3.9,Iris-versicolor
0.708333,0.081757,3.2,4.8,Iris-versicolor
0.5,0.322124,2.8,4,Iris-versicolor
0.583333,0.562491,2.5,4.9,Iris-versicolor
0.458333,0.322124,2.8,4.7,Iris-versicolor
0.5,0.682674,2.9,4.3,Iris-versicolor
0.541667,0.923041,3,4.4,Iris-versicolor
0.541667,1.163408,2.8,4.8,Iris-versicolor
0.666667,1.043224,3,5,Iris-versicolor
0.583333,0.201941,2.9,4.5,Iris-versicolor
0.375,-0.158609,2.6,3.5,Iris-versicolor
0.416667,-0.398976,2.4,3.8,Iris-versicolor
0.375,-0.398976,2.4,3.7,Iris-versicolor
0.458333,-0.038426,2.7,3.9,Iris-versicolor
0.625,0.201941,2.7,5.1,Iris-versicolor
0.583333,-0.519159,3,4.5,Iris-versicolor
0.625,0.201941,3.4,4.5,Iris-versicolor
0.583333,1.043224,3.1,4.7,Iris-versicolor
0.5,0.562491,2.3,4.4,Iris-versicolor
0.5,-0.278793,3,4.1,Iris-versicolor
0.5,-0.398976,2.5,4,Iris-versicolor
0.458333,-0.398976,2.6,4.4,Iris-versicolor
0.541667,0.322124,3,4.6,Iris-versicolor
0.458333,-0.038426,2.6,4,Iris-versicolor
0.375,-0.999893,2.3,3.3,Iris-versicolor
0.5,-0.278793,2.7,4.2,Iris-versicolor
0.458333,-0.158609,3,4.2,Iris-versicolor
0.5,-0.158609,2.9,4.2,Iris-versicolor
0.5,0.442308,2.9,4.3,Iris-versicolor
0.416667,-0.87971,2.5,3,Iris-versicolor
0.5,-0.158609,2.8,4.1,Iris-versicolor
1,0.562491,3.3,6,Iris-virginica
0.75,-0.038426,2.7,5.1,Iris-virginica
0.833333,1.523958,3,5.9,Iris-virginica
0.708333,0.562491,2.9,5.6,Iris-virginica
0.875,0.802858,3,5.8,Iris-virginica
0.833333,2.124875,3,6.6,Iris-virginica
0.666667,-1.120076,2.5,4.5,Iris-virginica
0.708333,1.764325,2.9,6.3,Iris-virginica
0.708333,1.043224,2.5,5.8,Iris-virginica
1,1.644141,3.6,6.1,Iris-virginica
0.791667,0.802858,3.2,5.1,Iris-virginica
0.75,0.682674,2.7,5.3,Iris-virginica
0.833333,1.163408,3,5.5,Iris-virginica
0.791667,-0.158609,2.5,5,Iris-virginica
0.958333,-0.038426,2.8,5.1,Iris-virginica
0.916667,0.682674,3.2,5.3,Iris-virginica
0.708333,0.802858,3,5.5,Iris-virginica
0.875,2.245058,3.8,6.7,Iris-virginica
0.916667,2.245058,2.6,6.9,Iris-virginica
0.583333,0.201941,2.2,5,Iris-virginica
0.916667,1.283591,3.2,5.7,Iris-virginica
0.791667,-0.278793,2.8,4.9,Iris-virginica
0.791667,2.245058,2.8,6.7,Iris-virginica
0.708333,0.562491,2.7,4.9,Iris-virginica
0.833333,1.043224,3.3,5.7,Iris-virginica
0.708333,1.644141,3.2,6,Iris-virginica
0.708333,0.442308,2.8,4.8,Iris-virginica
0.708333,0.322124,3,4.9,Iris-virginica
0.833333,0.682674,2.8,5.6,Iris-virginica
0.625,1.644141,3,5.8,Iris-virginica
0.75,1.884508,2.8,6.1,Iris-virginica
0.791667,2.485425,3.8,6.4,Iris-virginica
0.875,0.682674,2.8,5.6,Iris-virginica
0.583333,0.562491,2.8,5.1,Iris-virginica
0.541667,0.322124,2.6,5.6,Iris-virginica
0.916667,2.245058,3,6.1,Iris-virginica
0.958333,0.562491,3.4,5.6,Iris-virginica
0.708333,0.682674,3.1,5.5,Iris-virginica
0.708333,0.201941,3,4.8,Iris-virginica
0.833333,1.283591,3.1,5.4,Iris-virginica
0.958333,1.043224,3.1,5.6,Iris-virginica
0.916667,1.283591,3.1,5.1,Iris-virginica
?,-0.038426,?,5.1,Iris-virginica
0.916667,1.163408,3.2,5.9,Iris-virginica
1,1.043224,3.3,5.7,Iris-virginica
0.916667,?,3,5.2,Iris-virginica
0.75,?,2.5,5,Iris-virginica
0.791667,0.802858,3,5.2,Iris-virginica
0.916667,?,3.4,5.4,Iris-virginica
0.708333,0.081757,3,5.1,Iris-virginica
