@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' {'\'(-inf-0.229167]\'','\'(0.229167-0.3125]\'','\'(0.3125-0.354167]\'','\'(0.354167-0.395833]\'','\'(0.395833-0.4375]\'','\'(0.4375-0.479167]\'','\'(0.479167-0.520833]\'','\'(0.520833-0.604167]\'','\'(0.604167-0.729167]\'','\'(0.729167-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.416667,'\'(-inf-0.229167]\'',5.5,3.8,Iris-versicolor
0.375,'\'(-inf-0.229167]\'',5.5,3.7,Iris-versicolor
0.458333,'\'(0.229167-0.3125]\'',5.8,3.9,Iris-versicolor
0.625,'\'(0.229167-0.3125]\'',6,5.1,Iris-versicolor
0.583333,'\'(0.395833-0.4375]\'',5.4,4.5,Iris-versicolor
0.625,'\'(0.520833-0.604167]\'',6,4.5,Iris-versicolor
0.583333,'\'(0.4375-0.479167]\'',6.7,4.7,Iris-versicolor
0.5,'\'(-inf-0.229167]\'',6.3,4.4,Iris-versicolor
0.5,'\'(0.395833-0.4375]\'',5.6,4.1,Iris-versicolor
0.5,'\'(-inf-0.229167]\'',5.5,4,Iris-versicolor
0.458333,'\'(0.229167-0.3125]\'',5.5,4.4,Iris-versicolor
0.541667,'\'(0.395833-0.4375]\'',6.1,4.6,Iris-versicolor
0.458333,'\'(0.229167-0.3125]\'',5.8,4,Iris-versicolor
0.375,'\'(-inf-0.229167]\'',5,3.3,Iris-versicolor
0.5,'\'(0.229167-0.3125]\'',5.6,4.2,Iris-versicolor
0.458333,'\'(0.395833-0.4375]\'',5.7,4.2,Iris-versicolor
0.5,'\'(0.354167-0.395833]\'',5.7,4.2,Iris-versicolor
0.5,'\'(0.354167-0.395833]\'',6.2,4.3,Iris-versicolor
0.416667,'\'(-inf-0.229167]\'',5.1,3,Iris-versicolor
0.5,'\'(0.3125-0.354167]\'',5.7,4.1,Iris-versicolor
1,'\'(0.520833-0.604167]\'',6.3,6,Iris-virginica
0.75,'\'(0.229167-0.3125]\'',5.8,5.1,Iris-virginica
0.833333,'\'(0.395833-0.4375]\'',7.1,5.9,Iris-virginica
0.708333,'\'(0.354167-0.395833]\'',6.3,5.6,Iris-virginica
0.875,'\'(0.395833-0.4375]\'',6.5,5.8,Iris-virginica
0.833333,'\'(0.395833-0.4375]\'',7.6,6.6,Iris-virginica
0.666667,'\'(-inf-0.229167]\'',4.9,4.5,Iris-virginica
0.708333,'\'(0.354167-0.395833]\'',7.3,6.3,Iris-virginica
0.708333,'\'(-inf-0.229167]\'',6.7,5.8,Iris-virginica
1,'\'(0.604167-0.729167]\'',7.2,6.1,Iris-virginica
0.791667,'\'(0.479167-0.520833]\'',6.5,5.1,Iris-virginica
0.75,'\'(0.229167-0.3125]\'',6.4,5.3,Iris-virginica
0.833333,'\'(0.395833-0.4375]\'',6.8,5.5,Iris-virginica
0.791667,'\'(-inf-0.229167]\'',5.7,5,Iris-virginica
0.958333,'\'(0.3125-0.354167]\'',5.8,5.1,Iris-virginica
0.916667,'\'(0.479167-0.520833]\'',6.4,5.3,Iris-virginica
0.708333,'\'(0.395833-0.4375]\'',6.5,5.5,Iris-virginica
0.875,'\'(0.729167-inf)\'',7.7,6.7,Iris-virginica
0.916667,'\'(0.229167-0.3125]\'',7.7,6.9,Iris-virginica
0.583333,'\'(-inf-0.229167]\'',6,5,Iris-virginica
0.916667,'\'(0.479167-0.520833]\'',6.9,5.7,Iris-virginica
0.791667,'\'(0.3125-0.354167]\'',5.6,4.9,Iris-virginica
0.791667,'\'(0.3125-0.354167]\'',7.7,6.7,Iris-virginica
0.708333,'\'(0.229167-0.3125]\'',6.3,4.9,Iris-virginica
0.833333,'\'(0.520833-0.604167]\'',6.7,5.7,Iris-virginica
0.708333,'\'(0.479167-0.520833]\'',7.2,6,Iris-virginica
0.708333,'\'(0.3125-0.354167]\'',6.2,4.8,Iris-virginica
0.708333,'\'(0.395833-0.4375]\'',6.1,4.9,Iris-virginica
0.833333,'\'(0.3125-0.354167]\'',6.4,5.6,Iris-virginica
0.625,'\'(0.395833-0.4375]\'',7.2,5.8,Iris-virginica
0.75,'\'(0.3125-0.354167]\'',7.4,6.1,Iris-virginica
0.791667,'\'(0.729167-inf)\'',7.9,6.4,Iris-virginica
0.875,'\'(0.3125-0.354167]\'',6.4,5.6,Iris-virginica
0.583333,'\'(0.3125-0.354167]\'',6.3,5.1,Iris-virginica
0.541667,'\'(0.229167-0.3125]\'',6.1,5.6,Iris-virginica
0.916667,'\'(0.395833-0.4375]\'',7.7,6.1,Iris-virginica
0.958333,'\'(0.520833-0.604167]\'',6.3,5.6,Iris-virginica
0.708333,'\'(0.4375-0.479167]\'',6.4,5.5,Iris-virginica
0.708333,'\'(0.395833-0.4375]\'',6,4.8,Iris-virginica
0.833333,'\'(0.4375-0.479167]\'',6.9,5.4,Iris-virginica
0.958333,'\'(0.4375-0.479167]\'',6.7,5.6,Iris-virginica
0.916667,'\'(0.4375-0.479167]\'',6.9,5.1,Iris-virginica
0.75,'\'(0.229167-0.3125]\'',5.8,5.1,Iris-virginica
0.916667,'\'(0.479167-0.520833]\'',6.8,5.9,Iris-virginica
1,'\'(0.520833-0.604167]\'',6.7,5.7,Iris-virginica
0.916667,'\'(0.395833-0.4375]\'',6.7,5.2,Iris-virginica
0.75,'\'(-inf-0.229167]\'',6.3,5,Iris-virginica
0.791667,'\'(0.395833-0.4375]\'',6.5,5.2,Iris-virginica
0.916667,'\'(0.520833-0.604167]\'',6.2,5.4,Iris-virginica
0.708333,'\'(0.395833-0.4375]\'',5.9,5.1,Iris-virginica
