@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' {'\'(-inf--1.877331]\'','\'(-1.877331--1.323818]\'','\'(-1.323818--0.770305]\'','\'(-0.770305--0.216793]\'','\'(-0.216793-0.33672]\'','\'(0.33672-0.890233]\'','\'(0.890233-1.443746]\'','\'(1.443746-1.997259]\'','\'(1.997259-2.550771]\'','\'(2.550771-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.132781,'\'(-1.877331--1.323818]\'',5.5,4,Iris-versicolor
0.394849,'\'(-0.770305--0.216793]\'',6.5,4.6,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',5.7,4.5,Iris-versicolor
0.525883,'\'(0.33672-0.890233]\'',6.3,4.7,Iris-versicolor
-0.260321,'\'(-1.877331--1.323818]\'',4.9,3.3,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',6.6,4.6,Iris-versicolor
0.263815,'\'(-1.323818--0.770305]\'',5.2,3.9,Iris-versicolor
-0.260321,'\'(-inf--1.877331]\'',5,3.5,Iris-versicolor
0.394849,'\'(-0.216793-0.33672]\'',5.9,4.2,Iris-versicolor
-0.260321,'\'(-inf--1.877331]\'',6,4,Iris-versicolor
0.263815,'\'(-0.770305--0.216793]\'',6.1,4.7,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',5.6,3.6,Iris-versicolor
0.263815,'\'(-0.216793-0.33672]\'',6.7,4.4,Iris-versicolor
0.394849,'\'(-0.216793-0.33672]\'',5.6,4.5,Iris-versicolor
-0.260321,'\'(-1.323818--0.770305]\'',5.8,4.1,Iris-versicolor
0.394849,'\'(-inf--1.877331]\'',6.2,4.5,Iris-versicolor
-0.129287,'\'(-1.323818--0.770305]\'',5.6,3.9,Iris-versicolor
0.787951,'\'(-0.216793-0.33672]\'',5.9,4.8,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',6.1,4,Iris-versicolor
0.394849,'\'(-1.323818--0.770305]\'',6.3,4.9,Iris-versicolor
0.001747,'\'(-0.770305--0.216793]\'',6.1,4.7,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',6.4,4.3,Iris-versicolor
0.263815,'\'(-0.216793-0.33672]\'',6.6,4.4,Iris-versicolor
0.263815,'\'(-0.770305--0.216793]\'',6.8,4.8,Iris-versicolor
0.656917,'\'(-0.216793-0.33672]\'',6.7,5,Iris-versicolor
0.394849,'\'(-0.770305--0.216793]\'',6,4.5,Iris-versicolor
-0.260321,'\'(-1.323818--0.770305]\'',5.7,3.5,Iris-versicolor
-0.129287,'\'(-1.877331--1.323818]\'',5.5,3.8,Iris-versicolor
-0.260321,'\'(-1.877331--1.323818]\'',5.5,3.7,Iris-versicolor
0.001747,'\'(-1.323818--0.770305]\'',5.8,3.9,Iris-versicolor
0.525883,'\'(-1.323818--0.770305]\'',6,5.1,Iris-versicolor
0.394849,'\'(-0.216793-0.33672]\'',5.4,4.5,Iris-versicolor
0.525883,'\'(0.33672-0.890233]\'',6,4.5,Iris-versicolor
0.394849,'\'(-0.216793-0.33672]\'',6.7,4.7,Iris-versicolor
0.132781,'\'(-1.877331--1.323818]\'',6.3,4.4,Iris-versicolor
0.132781,'\'(-0.216793-0.33672]\'',5.6,4.1,Iris-versicolor
0.132781,'\'(-1.323818--0.770305]\'',5.5,4,Iris-versicolor
0.001747,'\'(-1.323818--0.770305]\'',5.5,4.4,Iris-versicolor
0.263815,'\'(-0.216793-0.33672]\'',6.1,4.6,Iris-versicolor
0.001747,'\'(-1.323818--0.770305]\'',5.8,4,Iris-versicolor
-0.260321,'\'(-1.877331--1.323818]\'',5,3.3,Iris-versicolor
0.132781,'\'(-1.323818--0.770305]\'',5.6,4.2,Iris-versicolor
0.001747,'\'(-0.216793-0.33672]\'',5.7,4.2,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',5.7,4.2,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',6.2,4.3,Iris-versicolor
-0.129287,'\'(-1.323818--0.770305]\'',5.1,3,Iris-versicolor
0.132781,'\'(-0.770305--0.216793]\'',5.7,4.1,Iris-versicolor
1.705189,'\'(0.33672-0.890233]\'',6.3,6,Iris-virginica
0.918985,'\'(-1.323818--0.770305]\'',5.8,5.1,Iris-virginica
1.181053,'\'(-0.216793-0.33672]\'',7.1,5.9,Iris-virginica
0.787951,'\'(-0.770305--0.216793]\'',6.3,5.6,Iris-virginica
1.312087,'\'(-0.216793-0.33672]\'',6.5,5.8,Iris-virginica
1.181053,'\'(-0.216793-0.33672]\'',7.6,6.6,Iris-virginica
0.656917,'\'(-1.323818--0.770305]\'',4.9,4.5,Iris-virginica
0.787951,'\'(-0.770305--0.216793]\'',7.3,6.3,Iris-virginica
0.787951,'\'(-1.323818--0.770305]\'',6.7,5.8,Iris-virginica
1.705189,'\'(0.890233-1.443746]\'',7.2,6.1,Iris-virginica
1.050019,'\'(-0.216793-0.33672]\'',6.5,5.1,Iris-virginica
0.918985,'\'(-1.323818--0.770305]\'',6.4,5.3,Iris-virginica
1.181053,'\'(-0.216793-0.33672]\'',6.8,5.5,Iris-virginica
1.050019,'\'(-1.323818--0.770305]\'',5.7,5,Iris-virginica
1.574155,'\'(-0.770305--0.216793]\'',5.8,5.1,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',6.4,5.3,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',6.5,5.5,Iris-virginica
1.312087,'\'(1.443746-1.997259]\'',7.7,6.7,Iris-virginica
1.443121,'\'(-1.323818--0.770305]\'',7.7,6.9,Iris-virginica
0.394849,'\'(-inf--1.877331]\'',6,5,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',6.9,5.7,Iris-virginica
1.050019,'\'(-0.770305--0.216793]\'',5.6,4.9,Iris-virginica
1.050019,'\'(-0.770305--0.216793]\'',7.7,6.7,Iris-virginica
0.787951,'\'(-1.323818--0.770305]\'',6.3,4.9,Iris-virginica
1.181053,'\'(0.33672-0.890233]\'',6.7,5.7,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',7.2,6,Iris-virginica
0.787951,'\'(-0.770305--0.216793]\'',6.2,4.8,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',6.1,4.9,Iris-virginica
1.181053,'\'(-0.770305--0.216793]\'',6.4,5.6,Iris-virginica
0.525883,'\'(-0.216793-0.33672]\'',7.2,5.8,Iris-virginica
0.918985,'\'(-0.770305--0.216793]\'',7.4,6.1,Iris-virginica
1.050019,'\'(1.443746-1.997259]\'',7.9,6.4,Iris-virginica
1.312087,'\'(-0.770305--0.216793]\'',6.4,5.6,Iris-virginica
0.394849,'\'(-0.770305--0.216793]\'',6.3,5.1,Iris-virginica
0.263815,'\'(-1.323818--0.770305]\'',6.1,5.6,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',7.7,6.1,Iris-virginica
1.574155,'\'(0.33672-0.890233]\'',6.3,5.6,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',6.4,5.5,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',6,4.8,Iris-virginica
1.181053,'\'(-0.216793-0.33672]\'',6.9,5.4,Iris-virginica
1.574155,'\'(-0.216793-0.33672]\'',6.7,5.6,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',6.9,5.1,Iris-virginica
0.918985,'\'(-1.323818--0.770305]\'',5.8,5.1,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',6.8,5.9,Iris-virginica
1.705189,'\'(0.33672-0.890233]\'',6.7,5.7,Iris-virginica
1.443121,'\'(-0.216793-0.33672]\'',6.7,5.2,Iris-virginica
0.918985,'\'(-1.323818--0.770305]\'',6.3,5,Iris-virginica
1.050019,'\'(-0.216793-0.33672]\'',6.5,5.2,Iris-virginica
1.443121,'\'(0.33672-0.890233]\'',6.2,5.4,Iris-virginica
0.787951,'\'(-0.216793-0.33672]\'',5.9,5.1,Iris-virginica
