@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
1.759119,0.787951,'\'(2.85-2.95]\'',6.3,Iris-virginica
1.034539,0.787951,'\'(-inf-2.55]\'',5.8,Iris-virginica
1.638355,1.705189,'\'(3.45-3.75]\'',6.1,Iris-virginica
0.793012,1.050019,'\'(3.15-3.25]\'',5.1,Iris-virginica
0.672249,0.918985,'\'(2.55-2.75]\'',5.3,Iris-virginica
1.155302,1.181053,'\'(2.95-3.05]\'',5.5,Iris-virginica
-0.173094,1.050019,'\'(-inf-2.55]\'',5,Iris-virginica
-0.052331,1.574155,'\'(2.75-2.85]\'',5.1,Iris-virginica
0.672249,1.443121,'\'(3.15-3.25]\'',5.3,Iris-virginica
0.793012,0.787951,'\'(2.95-3.05]\'',5.5,Iris-virginica
2.242172,1.312087,'\'(3.75-inf)\'',6.7,Iris-virginica
2.242172,1.443121,'\'(2.55-2.75]\'',6.9,Iris-virginica
0.189196,0.394849,'\'(-inf-2.55]\'',5,Iris-virginica
1.276066,1.443121,'\'(3.15-3.25]\'',5.7,Iris-virginica
-0.293857,1.050019,'\'(2.75-2.85]\'',4.9,Iris-virginica
2.242172,1.050019,'\'(2.75-2.85]\'',6.7,Iris-virginica
0.551486,0.787951,'\'(2.55-2.75]\'',4.9,Iris-virginica
1.034539,1.181053,'\'(3.25-3.45]\'',5.7,Iris-virginica
1.638355,0.787951,'\'(3.15-3.25]\'',6,Iris-virginica
0.430722,0.787951,'\'(2.75-2.85]\'',4.8,Iris-virginica
0.309959,0.787951,'\'(2.95-3.05]\'',4.9,Iris-virginica
0.672249,1.181053,'\'(2.75-2.85]\'',5.6,Iris-virginica
1.638355,0.525883,'\'(2.95-3.05]\'',5.8,Iris-virginica
1.879882,0.918985,'\'(2.75-2.85]\'',6.1,Iris-virginica
2.483699,1.050019,'\'(3.75-inf)\'',6.4,Iris-virginica
0.672249,1.312087,'\'(2.75-2.85]\'',5.6,Iris-virginica
0.551486,0.394849,'\'(2.75-2.85]\'',5.1,Iris-virginica
0.309959,0.263815,'\'(2.55-2.75]\'',5.6,Iris-virginica
2.242172,1.443121,'\'(2.95-3.05]\'',6.1,Iris-virginica
0.551486,1.574155,'\'(3.25-3.45]\'',5.6,Iris-virginica
0.672249,0.787951,'\'(3.05-3.15]\'',5.5,Iris-virginica
0.189196,0.787951,'\'(2.95-3.05]\'',4.8,Iris-virginica
1.276066,1.181053,'\'(3.05-3.15]\'',5.4,Iris-virginica
1.034539,1.574155,'\'(3.05-3.15]\'',5.6,Iris-virginica
1.276066,1.443121,'\'(3.05-3.15]\'',5.1,Iris-virginica
-0.052331,0.918985,'\'(2.55-2.75]\'',5.1,Iris-virginica
1.155302,1.443121,'\'(3.15-3.25]\'',5.9,Iris-virginica
1.034539,1.705189,'\'(3.25-3.45]\'',5.7,Iris-virginica
1.034539,1.443121,'\'(2.95-3.05]\'',5.2,Iris-virginica
0.551486,0.918985,'\'(-inf-2.55]\'',5,Iris-virginica
0.793012,1.050019,'\'(2.95-3.05]\'',5.2,Iris-virginica
0.430722,1.443121,'\'(3.25-3.45]\'',5.4,Iris-virginica
0.068433,0.787951,'\'(2.95-3.05]\'',5.1,Iris-virginica
