@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,'\'(-inf-4.66]\'',-1.39347,3.2,Iris-setosa
0.208333,'\'(4.66-5.02]\'',-1.223442,3.5,Iris-setosa
0.125,'\'(5.02-5.38]\'',-1.053415,3.8,Iris-setosa
0.083333,'\'(4.66-5.02]\'',-1.336794,3,Iris-setosa
0.041667,'\'(5.02-5.38]\'',-1.223442,3.8,Iris-setosa
0.041667,'\'(-inf-4.66]\'',-1.336794,3.2,Iris-setosa
0.041667,'\'(5.02-5.38]\'',-1.280118,3.7,Iris-setosa
0.041667,'\'(4.66-5.02]\'',-1.336794,3.3,Iris-setosa
0.541667,'\'(6.82-7.18]\'',0.533509,3.2,Iris-versicolor
0.583333,'\'(6.1-6.46]\'',0.420157,3.2,Iris-versicolor
0.583333,'\'(6.82-7.18]\'',0.64686,3.1,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.136778,2.3,Iris-versicolor
0.583333,'\'(6.46-6.82]\'',0.476833,2.8,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.420157,2.8,Iris-versicolor
0.625,'\'(6.1-6.46]\'',0.533509,3.3,Iris-versicolor
0.375,'\'(4.66-5.02]\'',-0.259953,2.4,Iris-versicolor
0.5,'\'(6.46-6.82]\'',0.476833,2.9,Iris-versicolor
0.541667,'\'(5.02-5.38]\'',0.080102,2.7,Iris-versicolor
0.375,'\'(4.66-5.02]\'',-0.146601,2,Iris-versicolor
0.583333,'\'(5.74-6.1]\'',0.250129,3,Iris-versicolor
0.375,'\'(5.74-6.1]\'',0.136778,2.2,Iris-versicolor
0.541667,'\'(5.74-6.1]\'',0.533509,2.9,Iris-versicolor
0.5,'\'(5.38-5.74]\'',-0.089926,2.9,Iris-versicolor
0.541667,'\'(6.46-6.82]\'',0.363481,3.1,Iris-versicolor
0.583333,'\'(5.38-5.74]\'',0.420157,3,Iris-versicolor
0.375,'\'(5.74-6.1]\'',0.193454,2.7,Iris-versicolor
0.583333,'\'(6.1-6.46]\'',0.420157,2.2,Iris-versicolor
0.416667,'\'(5.38-5.74]\'',0.080102,2.5,Iris-versicolor
0.708333,'\'(5.74-6.1]\'',0.590184,3.2,Iris-versicolor
0.5,'\'(5.74-6.1]\'',0.136778,2.8,Iris-versicolor
0.583333,'\'(6.1-6.46]\'',0.64686,2.5,Iris-versicolor
0.458333,'\'(5.74-6.1]\'',0.533509,2.8,Iris-versicolor
0.5,'\'(6.1-6.46]\'',0.306805,2.9,Iris-versicolor
0.541667,'\'(6.46-6.82]\'',0.363481,3,Iris-versicolor
0.541667,'\'(6.46-6.82]\'',0.590184,2.8,Iris-versicolor
0.666667,'\'(6.46-6.82]\'',0.703536,3,Iris-versicolor
0.583333,'\'(5.74-6.1]\'',0.420157,2.9,Iris-versicolor
0.375,'\'(5.38-5.74]\'',-0.146601,2.6,Iris-versicolor
0.416667,'\'(5.38-5.74]\'',0.023426,2.4,Iris-versicolor
0.375,'\'(5.38-5.74]\'',-0.03325,2.4,Iris-versicolor
0.458333,'\'(5.74-6.1]\'',0.080102,2.7,Iris-versicolor
0.625,'\'(5.74-6.1]\'',0.760212,2.7,Iris-versicolor
0.583333,'\'(5.38-5.74]\'',0.420157,3,Iris-versicolor
0.625,'\'(5.74-6.1]\'',0.420157,3.4,Iris-versicolor
0.583333,'\'(6.46-6.82]\'',0.533509,3.1,Iris-versicolor
0.5,'\'(6.1-6.46]\'',0.363481,2.3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.193454,3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.136778,2.5,Iris-versicolor
0.458333,'\'(5.38-5.74]\'',0.363481,2.6,Iris-versicolor
0.541667,'\'(5.74-6.1]\'',0.476833,3,Iris-versicolor
0.458333,'\'(5.74-6.1]\'',0.136778,2.6,Iris-versicolor
0.375,'\'(4.66-5.02]\'',-0.259953,2.3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.250129,2.7,Iris-versicolor
0.458333,'\'(5.38-5.74]\'',0.250129,3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.250129,2.9,Iris-versicolor
0.5,'\'(6.1-6.46]\'',0.306805,2.9,Iris-versicolor
0.416667,'\'(5.02-5.38]\'',-0.429981,2.5,Iris-versicolor
0.5,'\'(5.38-5.74]\'',0.193454,2.8,Iris-versicolor
1,'\'(6.1-6.46]\'',1.270294,3.3,Iris-virginica
0.75,'\'(5.74-6.1]\'',0.760212,2.7,Iris-virginica
0.833333,'\'(6.82-7.18]\'',1.213619,3,Iris-virginica
0.708333,'\'(6.1-6.46]\'',1.043591,2.9,Iris-virginica
0.875,'\'(6.46-6.82]\'',1.156943,3,Iris-virginica
0.833333,'\'(7.54-inf)\'',1.610349,3,Iris-virginica
0.666667,'\'(4.66-5.02]\'',0.420157,2.5,Iris-virginica
0.708333,'\'(7.18-7.54]\'',1.440322,2.9,Iris-virginica
0.708333,'\'(6.46-6.82]\'',1.156943,2.5,Iris-virginica
1,'\'(7.18-7.54]\'',1.32697,3.6,Iris-virginica
0.791667,'\'(6.46-6.82]\'',0.760212,3.2,Iris-virginica
0.75,'\'(6.1-6.46]\'',0.873564,2.7,Iris-virginica
0.833333,'\'(6.46-6.82]\'',0.986915,3,Iris-virginica
0.791667,'\'(5.38-5.74]\'',0.703536,2.5,Iris-virginica
0.958333,'\'(5.74-6.1]\'',0.760212,2.8,Iris-virginica
0.916667,'\'(6.1-6.46]\'',0.873564,3.2,Iris-virginica
0.708333,'\'(6.46-6.82]\'',0.986915,3,Iris-virginica
0.875,'\'(7.54-inf)\'',1.667025,3.8,Iris-virginica
0.916667,'\'(7.54-inf)\'',1.780377,2.6,Iris-virginica
0.583333,'\'(5.74-6.1]\'',0.703536,2.2,Iris-virginica
0.916667,'\'(6.82-7.18]\'',1.100267,3.2,Iris-virginica
0.791667,'\'(5.38-5.74]\'',0.64686,2.8,Iris-virginica
0.791667,'\'(7.54-inf)\'',1.667025,2.8,Iris-virginica
0.708333,'\'(6.1-6.46]\'',0.64686,2.7,Iris-virginica
0.833333,'\'(6.46-6.82]\'',1.100267,3.3,Iris-virginica
0.708333,'\'(7.18-7.54]\'',1.270294,3.2,Iris-virginica
0.708333,'\'(6.1-6.46]\'',0.590184,2.8,Iris-virginica
0.708333,'\'(5.74-6.1]\'',0.64686,3,Iris-virginica
0.833333,'\'(6.1-6.46]\'',1.043591,2.8,Iris-virginica
0.625,'\'(7.18-7.54]\'',1.156943,3,Iris-virginica
0.75,'\'(7.18-7.54]\'',1.32697,2.8,Iris-virginica
0.791667,'\'(7.54-inf)\'',1.496998,3.8,Iris-virginica
0.875,'\'(6.1-6.46]\'',1.043591,2.8,Iris-virginica
0.583333,'\'(6.1-6.46]\'',0.760212,2.8,Iris-virginica
0.541667,'\'(5.74-6.1]\'',1.043591,2.6,Iris-virginica
0.916667,'\'(7.54-inf)\'',1.32697,3,Iris-virginica
0.958333,'\'(6.1-6.46]\'',1.043591,3.4,Iris-virginica
0.708333,'\'(6.1-6.46]\'',0.986915,3.1,Iris-virginica
0.708333,'\'(5.74-6.1]\'',0.590184,3,Iris-virginica
0.833333,'\'(6.82-7.18]\'',0.930239,3.1,Iris-virginica
0.958333,'\'(6.46-6.82]\'',1.043591,3.1,Iris-virginica
0.916667,'\'(6.82-7.18]\'',0.760212,3.1,Iris-virginica
?,'\'(5.74-6.1]\'',0.760212,?,Iris-virginica
0.916667,'\'(6.46-6.82]\'',1.213619,3.2,Iris-virginica
1,'\'(6.46-6.82]\'',1.100267,3.3,Iris-virginica
0.916667,?,0.816888,3,Iris-virginica
0.75,?,0.703536,2.5,Iris-virginica
0.791667,'\'(6.46-6.82]\'',0.816888,3,Iris-virginica
0.916667,?,0.930239,3.4,Iris-virginica
0.708333,'\'(5.74-6.1]\'',0.760212,3,Iris-virginica
