@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.480626,0.067797,3.2,0.2,Iris-setosa
-0.639343,0.084746,3.7,0.2,Iris-setosa
-0.999893,0.067797,3.3,0.2,Iris-setosa
1.403775,0.627119,3.2,1.4,Iris-versicolor
0.682674,0.59322,3.2,1.5,Iris-versicolor
1.283591,0.661017,3.1,1.5,Iris-versicolor
-0.398976,0.508475,2.3,1.3,Iris-versicolor
0.802858,0.610169,2.8,1.5,Iris-versicolor
-0.158609,0.59322,2.8,1.3,Iris-versicolor
0.562491,0.627119,3.3,1.6,Iris-versicolor
-1.120076,0.389831,2.4,1,Iris-versicolor
0.923041,0.610169,2.9,1.3,Iris-versicolor
-0.759526,0.491525,2.7,1.4,Iris-versicolor
-0.999893,0.423729,2,1,Iris-versicolor
0.081757,0.542373,3,1.5,Iris-versicolor
0.201941,0.508475,2.2,1,Iris-versicolor
0.322124,0.627119,2.9,1.4,Iris-versicolor
-0.278793,0.440678,2.9,1.3,Iris-versicolor
1.043224,0.576271,3.1,1.4,Iris-versicolor
-0.278793,0.59322,3,1.5,Iris-versicolor
-0.038426,0.525424,2.7,1,Iris-versicolor
0.442308,0.59322,2.2,1.5,Iris-versicolor
-0.278793,0.491525,2.5,1.1,Iris-versicolor
0.081757,0.644068,3.2,1.8,Iris-versicolor
0.322124,0.508475,2.8,1.3,Iris-versicolor
0.562491,0.661017,2.5,1.5,Iris-versicolor
0.322124,0.627119,2.8,1.2,Iris-versicolor
0.682674,0.559322,2.9,1.3,Iris-versicolor
0.923041,0.576271,3,1.4,Iris-versicolor
1.163408,0.644068,2.8,1.4,Iris-versicolor
1.043224,0.677966,3,1.7,Iris-versicolor
0.201941,0.59322,2.9,1.5,Iris-versicolor
-0.158609,0.423729,2.6,1,Iris-versicolor
-0.398976,0.474576,2.4,1.1,Iris-versicolor
-0.398976,0.457627,2.4,1,Iris-versicolor
-0.038426,0.491525,2.7,1.2,Iris-versicolor
0.201941,0.694915,2.7,1.6,Iris-versicolor
-0.519159,0.59322,3,1.5,Iris-versicolor
0.201941,0.59322,3.4,1.6,Iris-versicolor
1.043224,0.627119,3.1,1.5,Iris-versicolor
0.562491,0.576271,2.3,1.3,Iris-versicolor
-0.278793,0.525424,3,1.3,Iris-versicolor
-0.398976,0.508475,2.5,1.3,Iris-versicolor
-0.398976,0.576271,2.6,1.2,Iris-versicolor
0.322124,0.610169,3,1.4,Iris-versicolor
-0.038426,0.508475,2.6,1.2,Iris-versicolor
-0.999893,0.389831,2.3,1,Iris-versicolor
-0.278793,0.542373,2.7,1.3,Iris-versicolor
-0.158609,0.542373,3,1.2,Iris-versicolor
-0.158609,0.542373,2.9,1.3,Iris-versicolor
0.442308,0.559322,2.9,1.3,Iris-versicolor
-0.87971,0.338983,2.5,1.1,Iris-versicolor
-0.158609,0.525424,2.8,1.3,Iris-versicolor
0.562491,0.847458,3.3,2.5,Iris-virginica
-0.038426,0.694915,2.7,1.9,Iris-virginica
1.523958,0.830508,3,2.1,Iris-virginica
0.562491,0.779661,2.9,1.8,Iris-virginica
0.802858,0.813559,3,2.2,Iris-virginica
2.124875,0.949153,3,2.1,Iris-virginica
-1.120076,0.59322,2.5,1.7,Iris-virginica
1.764325,0.898305,2.9,1.8,Iris-virginica
1.043224,0.813559,2.5,1.8,Iris-virginica
1.644141,0.864407,3.6,2.5,Iris-virginica
0.802858,0.694915,3.2,2,Iris-virginica
0.682674,0.728814,2.7,1.9,Iris-virginica
1.163408,0.762712,3,2.1,Iris-virginica
-0.158609,0.677966,2.5,2,Iris-virginica
-0.038426,0.694915,2.8,2.4,Iris-virginica
0.682674,0.728814,3.2,2.3,Iris-virginica
0.802858,0.762712,3,1.8,Iris-virginica
2.245058,0.966102,3.8,2.2,Iris-virginica
2.245058,1,2.6,2.3,Iris-virginica
0.201941,0.677966,2.2,1.5,Iris-virginica
1.283591,0.79661,3.2,2.3,Iris-virginica
-0.278793,0.661017,2.8,2,Iris-virginica
2.245058,0.966102,2.8,2,Iris-virginica
0.562491,0.661017,2.7,1.8,Iris-virginica
1.043224,0.79661,3.3,2.1,Iris-virginica
1.644141,0.847458,3.2,1.8,Iris-virginica
0.442308,0.644068,2.8,1.8,Iris-virginica
0.322124,0.661017,3,1.8,Iris-virginica
0.682674,0.779661,2.8,2.1,Iris-virginica
1.644141,0.813559,3,1.6,Iris-virginica
1.884508,0.864407,2.8,1.9,Iris-virginica
2.485425,0.915254,3.8,2,Iris-virginica
0.682674,0.779661,2.8,2.2,Iris-virginica
0.562491,0.694915,2.8,1.5,Iris-virginica
0.322124,0.779661,2.6,1.4,Iris-virginica
2.245058,0.864407,3,2.3,Iris-virginica
0.562491,0.779661,3.4,2.4,Iris-virginica
0.682674,0.762712,3.1,1.8,Iris-virginica
0.201941,0.644068,3,1.8,Iris-virginica
1.283591,0.745763,3.1,2.1,Iris-virginica
1.043224,0.779661,3.1,2.4,Iris-virginica
1.283591,0.694915,3.1,2.3,Iris-virginica
-0.038426,0.694915,?,?,Iris-virginica
1.163408,0.830508,3.2,2.3,Iris-virginica
1.043224,0.79661,3.3,2.5,Iris-virginica
?,0.711864,3,2.3,Iris-virginica
?,0.677966,2.5,1.9,Iris-virginica
0.802858,0.711864,3,2,Iris-virginica
?,0.745763,3.4,2.3,Iris-virginica
0.081757,0.694915,3,1.8,Iris-virginica
