@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.45]\'','\'(0.45-1.15]\'','\'(1.15-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.25-0.45]\'','\'(-inf-4.85]\'',0.067797,3,Iris-setosa
'\'(0.15-0.25]\'','\'(5.05-5.35]\'',0.101695,3.8,Iris-setosa
'\'(0.15-0.25]\'','\'(-inf-4.85]\'',0.067797,3.2,Iris-setosa
'\'(0.15-0.25]\'','\'(5.05-5.35]\'',0.084746,3.7,Iris-setosa
'\'(0.15-0.25]\'','\'(4.85-5.05]\'',0.067797,3.3,Iris-setosa
'\'(1.35-1.55]\'','\'(6.95-inf)\'',0.627119,3.2,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.35-6.65]\'',0.59322,3.2,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.65-6.95]\'',0.661017,3.1,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.35-5.55]\'',0.508475,2.3,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.35-6.65]\'',0.610169,2.8,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.59322,2.8,Iris-versicolor
'\'(1.55-1.85]\'','\'(6.05-6.35]\'',0.627119,3.3,Iris-versicolor
'\'(0.45-1.15]\'','\'(4.85-5.05]\'',0.389831,2.4,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.35-6.65]\'',0.610169,2.9,Iris-versicolor
'\'(1.35-1.55]\'','\'(5.05-5.35]\'',0.491525,2.7,Iris-versicolor
'\'(0.45-1.15]\'','\'(4.85-5.05]\'',0.423729,2,Iris-versicolor
'\'(1.35-1.55]\'','\'(5.75-6.05]\'',0.542373,3,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.75-6.05]\'',0.508475,2.2,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.627119,2.9,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.440678,2.9,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.65-6.95]\'',0.576271,3.1,Iris-versicolor
'\'(1.35-1.55]\'','\'(5.55-5.75]\'',0.59322,3,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.75-6.05]\'',0.525424,2.7,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.59322,2.2,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.55-5.75]\'',0.491525,2.5,Iris-versicolor
'\'(1.55-1.85]\'','\'(5.75-6.05]\'',0.644068,3.2,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.05-6.35]\'',0.508475,2.8,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.661017,2.5,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.05-6.35]\'',0.627119,2.8,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.35-6.65]\'',0.559322,2.9,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.35-6.65]\'',0.576271,3,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.65-6.95]\'',0.644068,2.8,Iris-versicolor
'\'(1.55-1.85]\'','\'(6.65-6.95]\'',0.677966,3,Iris-versicolor
'\'(1.35-1.55]\'','\'(5.75-6.05]\'',0.59322,2.9,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.55-5.75]\'',0.423729,2.6,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.35-5.55]\'',0.474576,2.4,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.35-5.55]\'',0.457627,2.4,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.75-6.05]\'',0.491525,2.7,Iris-versicolor
'\'(1.55-1.85]\'','\'(5.75-6.05]\'',0.694915,2.7,Iris-versicolor
'\'(1.35-1.55]\'','\'(5.35-5.55]\'',0.59322,3,Iris-versicolor
'\'(1.55-1.85]\'','\'(5.75-6.05]\'',0.59322,3.4,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.65-6.95]\'',0.627119,3.1,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.05-6.35]\'',0.576271,2.3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.525424,3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.35-5.55]\'',0.508475,2.5,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.35-5.55]\'',0.576271,2.6,Iris-versicolor
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.610169,3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.75-6.05]\'',0.508475,2.6,Iris-versicolor
'\'(0.45-1.15]\'','\'(4.85-5.05]\'',0.389831,2.3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.542373,2.7,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.542373,3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.542373,2.9,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.05-6.35]\'',0.559322,2.9,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.05-5.35]\'',0.338983,2.5,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'',0.525424,2.8,Iris-versicolor
'\'(2.25-inf)\'','\'(6.05-6.35]\'',0.847458,3.3,Iris-virginica
'\'(1.85-2.05]\'','\'(5.75-6.05]\'',0.694915,2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'',0.830508,3,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'',0.779661,2.9,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'',0.813559,3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'',0.949153,3,Iris-virginica
'\'(1.55-1.85]\'','\'(4.85-5.05]\'',0.59322,2.5,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'',0.898305,2.9,Iris-virginica
'\'(1.55-1.85]\'','\'(6.65-6.95]\'',0.813559,2.5,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'',0.864407,3.6,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'',0.694915,3.2,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'',0.728814,2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'',0.762712,3,Iris-virginica
'\'(1.85-2.05]\'','\'(5.55-5.75]\'',0.677966,2.5,Iris-virginica
'\'(2.25-inf)\'','\'(5.75-6.05]\'',0.694915,2.8,Iris-virginica
'\'(2.25-inf)\'','\'(6.35-6.65]\'',0.728814,3.2,Iris-virginica
'\'(1.55-1.85]\'','\'(6.35-6.65]\'',0.762712,3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'',0.966102,3.8,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'',1,2.6,Iris-virginica
'\'(1.35-1.55]\'','\'(5.75-6.05]\'',0.677966,2.2,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'',0.79661,3.2,Iris-virginica
'\'(1.85-2.05]\'','\'(5.55-5.75]\'',0.661017,2.8,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'',0.966102,2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'',0.661017,2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'',0.79661,3.3,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'',0.847458,3.2,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'',0.644068,2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'',0.661017,3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'',0.779661,2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'',0.813559,3,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'',0.864407,2.8,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'',0.915254,3.8,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'',0.779661,2.8,Iris-virginica
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.694915,2.8,Iris-virginica
'\'(1.35-1.55]\'','\'(6.05-6.35]\'',0.779661,2.6,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'',0.864407,3,Iris-virginica
'\'(2.25-inf)\'','\'(6.05-6.35]\'',0.779661,3.4,Iris-virginica
'\'(1.55-1.85]\'','\'(6.35-6.65]\'',0.762712,3.1,Iris-virginica
'\'(1.55-1.85]\'','\'(5.75-6.05]\'',0.644068,3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'',0.745763,3.1,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'',0.779661,3.1,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'',0.694915,3.1,Iris-virginica
?,'\'(5.75-6.05]\'',0.694915,?,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'',0.830508,3.2,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'',0.79661,3.3,Iris-virginica
'\'(2.25-inf)\'',?,0.711864,3,Iris-virginica
'\'(1.85-2.05]\'',?,0.677966,2.5,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'',0.711864,3,Iris-virginica
'\'(2.25-inf)\'',?,0.745763,3.4,Iris-virginica
'\'(1.55-1.85]\'','\'(5.75-6.05]\'',0.694915,3,Iris-virginica
