@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.583333,'\'(5.74-6.1]\'',2.9,4.5,Iris-versicolor
0.375,'\'(5.38-5.74]\'',2.6,3.5,Iris-versicolor
0.416667,'\'(5.38-5.74]\'',2.4,3.8,Iris-versicolor
0.375,'\'(5.38-5.74]\'',2.4,3.7,Iris-versicolor
0.458333,'\'(5.74-6.1]\'',2.7,3.9,Iris-versicolor
0.625,'\'(5.74-6.1]\'',2.7,5.1,Iris-versicolor
0.583333,'\'(5.38-5.74]\'',3,4.5,Iris-versicolor
0.625,'\'(5.74-6.1]\'',3.4,4.5,Iris-versicolor
0.583333,'\'(6.46-6.82]\'',3.1,4.7,Iris-versicolor
0.5,'\'(6.1-6.46]\'',2.3,4.4,Iris-versicolor
0.5,'\'(5.38-5.74]\'',3,4.1,Iris-versicolor
0.5,'\'(5.38-5.74]\'',2.5,4,Iris-versicolor
0.458333,'\'(5.38-5.74]\'',2.6,4.4,Iris-versicolor
0.541667,'\'(5.74-6.1]\'',3,4.6,Iris-versicolor
0.458333,'\'(5.74-6.1]\'',2.6,4,Iris-versicolor
0.375,'\'(4.66-5.02]\'',2.3,3.3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',2.7,4.2,Iris-versicolor
0.458333,'\'(5.38-5.74]\'',3,4.2,Iris-versicolor
0.5,'\'(5.38-5.74]\'',2.9,4.2,Iris-versicolor
0.5,'\'(6.1-6.46]\'',2.9,4.3,Iris-versicolor
0.416667,'\'(5.02-5.38]\'',2.5,3,Iris-versicolor
0.5,'\'(5.38-5.74]\'',2.8,4.1,Iris-versicolor
1,'\'(6.1-6.46]\'',3.3,6,Iris-virginica
0.75,'\'(5.74-6.1]\'',2.7,5.1,Iris-virginica
0.833333,'\'(6.82-7.18]\'',3,5.9,Iris-virginica
0.708333,'\'(6.1-6.46]\'',2.9,5.6,Iris-virginica
0.875,'\'(6.46-6.82]\'',3,5.8,Iris-virginica
0.833333,'\'(7.54-inf)\'',3,6.6,Iris-virginica
0.666667,'\'(4.66-5.02]\'',2.5,4.5,Iris-virginica
0.708333,'\'(7.18-7.54]\'',2.9,6.3,Iris-virginica
0.708333,'\'(6.46-6.82]\'',2.5,5.8,Iris-virginica
1,'\'(7.18-7.54]\'',3.6,6.1,Iris-virginica
0.791667,'\'(6.46-6.82]\'',3.2,5.1,Iris-virginica
0.75,'\'(6.1-6.46]\'',2.7,5.3,Iris-virginica
0.833333,'\'(6.46-6.82]\'',3,5.5,Iris-virginica
0.791667,'\'(5.38-5.74]\'',2.5,5,Iris-virginica
0.958333,'\'(5.74-6.1]\'',2.8,5.1,Iris-virginica
0.916667,'\'(6.1-6.46]\'',3.2,5.3,Iris-virginica
0.708333,'\'(6.46-6.82]\'',3,5.5,Iris-virginica
0.875,'\'(7.54-inf)\'',3.8,6.7,Iris-virginica
0.916667,'\'(7.54-inf)\'',2.6,6.9,Iris-virginica
0.583333,'\'(5.74-6.1]\'',2.2,5,Iris-virginica
0.916667,'\'(6.82-7.18]\'',3.2,5.7,Iris-virginica
0.791667,'\'(5.38-5.74]\'',2.8,4.9,Iris-virginica
0.791667,'\'(7.54-inf)\'',2.8,6.7,Iris-virginica
0.708333,'\'(6.1-6.46]\'',2.7,4.9,Iris-virginica
0.833333,'\'(6.46-6.82]\'',3.3,5.7,Iris-virginica
0.708333,'\'(7.18-7.54]\'',3.2,6,Iris-virginica
0.708333,'\'(6.1-6.46]\'',2.8,4.8,Iris-virginica
0.708333,'\'(5.74-6.1]\'',3,4.9,Iris-virginica
0.833333,'\'(6.1-6.46]\'',2.8,5.6,Iris-virginica
0.625,'\'(7.18-7.54]\'',3,5.8,Iris-virginica
0.75,'\'(7.18-7.54]\'',2.8,6.1,Iris-virginica
0.791667,'\'(7.54-inf)\'',3.8,6.4,Iris-virginica
0.875,'\'(6.1-6.46]\'',2.8,5.6,Iris-virginica
0.583333,'\'(6.1-6.46]\'',2.8,5.1,Iris-virginica
0.541667,'\'(5.74-6.1]\'',2.6,5.6,Iris-virginica
0.916667,'\'(7.54-inf)\'',3,6.1,Iris-virginica
0.958333,'\'(6.1-6.46]\'',3.4,5.6,Iris-virginica
0.708333,'\'(6.1-6.46]\'',3.1,5.5,Iris-virginica
0.708333,'\'(5.74-6.1]\'',3,4.8,Iris-virginica
0.833333,'\'(6.82-7.18]\'',3.1,5.4,Iris-virginica
0.958333,'\'(6.46-6.82]\'',3.1,5.6,Iris-virginica
0.916667,'\'(6.82-7.18]\'',3.1,5.1,Iris-virginica
0.75,'\'(5.74-6.1]\'',2.7,5.1,Iris-virginica
0.916667,'\'(6.46-6.82]\'',3.2,5.9,Iris-virginica
1,'\'(6.46-6.82]\'',3.3,5.7,Iris-virginica
0.916667,'\'(6.46-6.82]\'',3,5.2,Iris-virginica
0.75,'\'(6.1-6.46]\'',2.5,5,Iris-virginica
0.791667,'\'(6.46-6.82]\'',3,5.2,Iris-virginica
0.916667,'\'(6.1-6.46]\'',3.4,5.4,Iris-virginica
0.708333,'\'(5.74-6.1]\'',3,5.1,Iris-virginica
