@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.432734,'\'(5.02-5.38]\'','\'(-inf-1.59]\'',4.1,Iris-setosa
-1.301767,'\'(5.38-5.74]\'','\'(-inf-1.59]\'',4.2,Iris-setosa
-1.432734,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.2,Iris-setosa
-1.301767,'\'(5.38-5.74]\'','\'(-inf-1.59]\'',3.5,Iris-setosa
-1.432734,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3,Iris-setosa
-1.301767,'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.4,Iris-setosa
-1.170799,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.5,Iris-setosa
-1.170799,'\'(-inf-4.66]\'','\'(-inf-1.59]\'',2.3,Iris-setosa
-1.301767,'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3.2,Iris-setosa
-0.777896,'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.5,Iris-setosa
-1.039831,'\'(5.02-5.38]\'','\'(1.59-2.18]\'',3.8,Iris-setosa
-1.170799,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3,Iris-setosa
-1.301767,'\'(5.02-5.38]\'','\'(1.59-2.18]\'',3.8,Iris-setosa
-1.301767,'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3.2,Iris-setosa
-1.301767,'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.7,Iris-setosa
-1.301767,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.3,Iris-setosa
0.269846,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.2,Iris-versicolor
0.400814,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',3.2,Iris-versicolor
0.400814,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.3,Iris-versicolor
0.400814,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
0.531782,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',3.3,Iris-versicolor
-0.254025,'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.4,Iris-versicolor
0.138879,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.9,Iris-versicolor
0.269846,'\'(5.02-5.38]\'','\'(3.36-3.95]\'',2.7,Iris-versicolor
-0.254025,'\'(4.66-5.02]\'','\'(3.36-3.95]\'',2,Iris-versicolor
0.400814,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3,Iris-versicolor
-0.254025,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.2,Iris-versicolor
0.269846,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.9,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.9,Iris-versicolor
0.269846,'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3.1,Iris-versicolor
0.400814,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
-0.254025,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.7,Iris-versicolor
0.400814,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.2,Iris-versicolor
-0.123057,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.5,Iris-versicolor
0.793717,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3.2,Iris-versicolor
0.138879,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
0.400814,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.5,Iris-versicolor
0.007911,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.138879,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.269846,'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.269846,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.662749,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3,Iris-versicolor
0.400814,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
-0.254025,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.6,Iris-versicolor
-0.123057,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
-0.254025,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
0.007911,'\'(5.74-6.1]\'','\'(3.36-3.95]\'',2.7,Iris-versicolor
0.531782,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,Iris-versicolor
0.400814,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.531782,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3.4,Iris-versicolor
0.400814,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.1,Iris-versicolor
0.138879,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.5,Iris-versicolor
0.007911,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
0.269846,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-versicolor
0.007911,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
-0.254025,'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.7,Iris-versicolor
0.007911,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.138879,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
-0.123057,'\'(5.02-5.38]\'','\'(2.77-3.36]\'',2.5,Iris-versicolor
0.138879,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
1.710491,'\'(6.1-6.46]\'','\'(5.72-6.31]\'',3.3,Iris-virginica
0.924685,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
1.18662,'\'(6.82-7.18]\'','\'(5.72-6.31]\'',3,Iris-virginica
0.793717,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.9,Iris-virginica
1.317588,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3,Iris-virginica
1.18662,'\'(7.54-inf)\'','\'(6.31-inf)\'',3,Iris-virginica
0.662749,'\'(4.66-5.02]\'','\'(3.95-4.54]\'',2.5,Iris-virginica
0.793717,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.9,Iris-virginica
0.793717,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',2.5,Iris-virginica
1.710491,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.6,Iris-virginica
1.055653,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.2,Iris-virginica
0.924685,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.7,Iris-virginica
1.18662,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
1.055653,'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.5,Iris-virginica
1.579524,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
1.448556,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
0.793717,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
1.317588,'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
1.448556,'\'(7.54-inf)\'','\'(6.31-inf)\'',2.6,Iris-virginica
0.400814,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.2,Iris-virginica
1.448556,'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
1.055653,'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
1.055653,'\'(7.54-inf)\'','\'(6.31-inf)\'',2.8,Iris-virginica
0.793717,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
1.18662,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
0.793717,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.2,Iris-virginica
0.793717,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.793717,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
1.18662,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
0.531782,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3,Iris-virginica
0.924685,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.8,Iris-virginica
1.055653,'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
1.317588,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
0.400814,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.269846,'\'(5.74-6.1]\'','\'(5.13-5.72]\'',2.6,Iris-virginica
1.448556,'\'(7.54-inf)\'','\'(5.72-6.31]\'',3,Iris-virginica
1.579524,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.4,Iris-virginica
0.793717,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
0.793717,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
1.18662,'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
1.579524,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
1.448556,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,Iris-virginica
?,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',?,Iris-virginica
1.448556,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3.2,Iris-virginica
1.710491,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
1.448556,?,'\'(5.13-5.72]\'',3,Iris-virginica
0.924685,?,'\'(4.54-5.13]\'',2.5,Iris-virginica
1.055653,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
1.448556,?,'\'(5.13-5.72]\'',3.4,Iris-virginica
0.793717,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
