@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.708333,'\'(0.448495-0.675198]\'',6.3,2.7,Iris-virginica
0.833333,'\'(0.901901-1.128605]\'',6.7,3.3,Iris-virginica
0.708333,'\'(1.128605-inf)\'',7.2,3.2,Iris-virginica
0.708333,'\'(0.448495-0.675198]\'',6.2,2.8,Iris-virginica
0.708333,'\'(0.448495-0.675198]\'',6.1,3,Iris-virginica
0.833333,'\'(0.901901-1.128605]\'',6.4,2.8,Iris-virginica
0.625,'\'(1.128605-inf)\'',7.2,3,Iris-virginica
0.75,'\'(1.128605-inf)\'',7.4,2.8,Iris-virginica
0.791667,'\'(1.128605-inf)\'',7.9,3.8,Iris-virginica
0.875,'\'(0.901901-1.128605]\'',6.4,2.8,Iris-virginica
0.583333,'\'(0.675198-0.901901]\'',6.3,2.8,Iris-virginica
0.541667,'\'(0.901901-1.128605]\'',6.1,2.6,Iris-virginica
0.916667,'\'(1.128605-inf)\'',7.7,3,Iris-virginica
0.958333,'\'(0.901901-1.128605]\'',6.3,3.4,Iris-virginica
0.708333,'\'(0.901901-1.128605]\'',6.4,3.1,Iris-virginica
0.708333,'\'(0.448495-0.675198]\'',6,3,Iris-virginica
0.833333,'\'(0.901901-1.128605]\'',6.9,3.1,Iris-virginica
0.958333,'\'(0.901901-1.128605]\'',6.7,3.1,Iris-virginica
0.916667,'\'(0.675198-0.901901]\'',6.9,3.1,Iris-virginica
0.75,'\'(0.675198-0.901901]\'',5.8,2.7,Iris-virginica
0.916667,'\'(1.128605-inf)\'',6.8,3.2,Iris-virginica
1,'\'(0.901901-1.128605]\'',6.7,3.3,Iris-virginica
0.916667,'\'(0.675198-0.901901]\'',6.7,3,Iris-virginica
0.75,'\'(0.675198-0.901901]\'',6.3,2.5,Iris-virginica
0.791667,'\'(0.675198-0.901901]\'',6.5,3,Iris-virginica
0.916667,'\'(0.901901-1.128605]\'',6.2,3.4,Iris-virginica
0.708333,'\'(0.675198-0.901901]\'',5.9,3,Iris-virginica
