@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-filtered-0-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(3.95-4.54]\'','\'(6.35-6.65]\'',3.2,1.5,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.65-6.95]\'',3.1,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.35-5.55]\'',2.3,1.3,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.35-6.65]\'',2.8,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',2.8,1.3,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',3.3,1.6,Iris-versicolor
'\'(2.77-3.36]\'','\'(4.85-5.05]\'',2.4,1,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.35-6.65]\'',2.9,1.3,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.05-5.35]\'',2.7,1.4,Iris-versicolor
'\'(3.36-3.95]\'','\'(4.85-5.05]\'',2,1,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',3,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',2.2,1,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.9,1.4,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.55-5.75]\'',2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.65-6.95]\'',3.1,1.4,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',3,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',2.7,1,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.05-6.35]\'',2.2,1.5,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.55-5.75]\'',2.5,1.1,Iris-versicolor
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',3.2,1.8,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.05-6.35]\'',2.8,1.3,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.5,1.5,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.8,1.2,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.35-6.65]\'',2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.35-6.65]\'',3,1.4,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.65-6.95]\'',2.8,1.4,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.65-6.95]\'',3,1.7,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',2.9,1.5,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.55-5.75]\'',2.6,1,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.35-5.55]\'',2.4,1.1,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.35-5.55]\'',2.4,1,Iris-versicolor
'\'(3.36-3.95]\'','\'(5.75-6.05]\'',2.7,1.2,Iris-versicolor
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',2.7,1.6,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.35-5.55]\'',3,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',3.4,1.6,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.65-6.95]\'',3.1,1.5,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.05-6.35]\'',2.3,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',3,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.35-5.55]\'',2.5,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.35-5.55]\'',2.6,1.2,Iris-versicolor
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',3,1.4,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.75-6.05]\'',2.6,1.2,Iris-versicolor
'\'(2.77-3.36]\'','\'(4.85-5.05]\'',2.3,1,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',2.7,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',3,1.2,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'','\'(6.05-6.35]\'',2.9,1.3,Iris-versicolor
'\'(2.77-3.36]\'','\'(5.05-5.35]\'',2.5,1.1,Iris-versicolor
'\'(3.95-4.54]\'','\'(5.55-5.75]\'',2.8,1.3,Iris-versicolor
'\'(5.72-6.31]\'','\'(6.05-6.35]\'',3.3,2.5,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',2.7,1.9,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',3,2.1,Iris-virginica
'\'(5.13-5.72]\'','\'(6.05-6.35]\'',2.9,1.8,Iris-virginica
'\'(5.72-6.31]\'','\'(6.35-6.65]\'',3,2.2,Iris-virginica
'\'(6.31-inf)\'','\'(6.95-inf)\'',3,2.1,Iris-virginica
'\'(3.95-4.54]\'','\'(4.85-5.05]\'',2.5,1.7,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',2.9,1.8,Iris-virginica
'\'(5.72-6.31]\'','\'(6.65-6.95]\'',2.5,1.8,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',3.6,2.5,Iris-virginica
'\'(4.54-5.13]\'','\'(6.35-6.65]\'',3.2,2,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',2.7,1.9,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3,2.1,Iris-virginica
'\'(4.54-5.13]\'','\'(5.55-5.75]\'',2.5,2,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',2.8,2.4,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',3.2,2.3,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',3,1.8,Iris-virginica
'\'(6.31-inf)\'','\'(6.95-inf)\'',3.8,2.2,Iris-virginica
'\'(6.31-inf)\'','\'(6.95-inf)\'',2.6,2.3,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',2.2,1.5,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3.2,2.3,Iris-virginica
'\'(4.54-5.13]\'','\'(5.55-5.75]\'',2.8,2,Iris-virginica
'\'(6.31-inf)\'','\'(6.95-inf)\'',2.8,2,Iris-virginica
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.7,1.8,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3.3,2.1,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',3.2,1.8,Iris-virginica
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.8,1.8,Iris-virginica
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',3,1.8,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',2.8,2.1,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',3,1.6,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',2.8,1.9,Iris-virginica
'\'(6.31-inf)\'','\'(6.95-inf)\'',3.8,2,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',2.8,2.2,Iris-virginica
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.8,1.5,Iris-virginica
'\'(5.13-5.72]\'','\'(6.05-6.35]\'',2.6,1.4,Iris-virginica
'\'(5.72-6.31]\'','\'(6.95-inf)\'',3,2.3,Iris-virginica
'\'(5.13-5.72]\'','\'(6.05-6.35]\'',3.4,2.4,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',3.1,1.8,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',3,1.8,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3.1,2.1,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3.1,2.4,Iris-virginica
'\'(4.54-5.13]\'','\'(6.65-6.95]\'',3.1,2.3,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',2.7,1.9,Iris-virginica
'\'(5.72-6.31]\'','\'(6.65-6.95]\'',3.2,2.3,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3.3,2.5,Iris-virginica
'\'(5.13-5.72]\'','\'(6.65-6.95]\'',3,2.3,Iris-virginica
'\'(4.54-5.13]\'','\'(6.05-6.35]\'',2.5,1.9,Iris-virginica
'\'(5.13-5.72]\'','\'(6.35-6.65]\'',3,2,Iris-virginica
'\'(5.13-5.72]\'','\'(6.05-6.35]\'',3.4,2.3,Iris-virginica
'\'(4.54-5.13]\'','\'(5.75-6.05]\'',3,1.8,Iris-virginica
