@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.555556,'\'(1.78-2.02]\'',-0.816431,4.9,Iris-virginica
0.666667,'\'(2.02-2.26]\'',0.567351,5.7,Iris-virginica
0.805556,'\'(1.78-2.02]\'',0.33672,6,Iris-virginica
0.527778,'\'(1.78-2.02]\'',-0.585801,4.8,Iris-virginica
0.5,'\'(1.78-2.02]\'',-0.12454,4.9,Iris-virginica
0.583333,'\'(2.02-2.26]\'',-0.585801,5.6,Iris-virginica
0.805556,'\'(1.54-1.78]\'',-0.12454,5.8,Iris-virginica
0.861111,'\'(1.78-2.02]\'',-0.585801,6.1,Iris-virginica
1,'\'(1.78-2.02]\'',1.720502,6.4,Iris-virginica
0.583333,'\'(2.02-2.26]\'',-0.585801,5.6,Iris-virginica
0.555556,'\'(1.3-1.54]\'',-0.585801,5.1,Iris-virginica
0.5,'\'(1.3-1.54]\'',-1.047062,5.6,Iris-virginica
0.944444,'\'(2.26-inf)\'',-0.12454,6.1,Iris-virginica
0.555556,'\'(2.26-inf)\'',0.797981,5.6,Iris-virginica
0.583333,'\'(1.78-2.02]\'',0.10609,5.5,Iris-virginica
0.472222,'\'(1.78-2.02]\'',-0.12454,4.8,Iris-virginica
0.722222,'\'(2.02-2.26]\'',0.10609,5.4,Iris-virginica
0.666667,'\'(2.26-inf)\'',0.10609,5.6,Iris-virginica
0.722222,'\'(2.26-inf)\'',0.10609,5.1,Iris-virginica
0.416667,'\'(1.78-2.02]\'',-0.816431,5.1,Iris-virginica
0.694444,'\'(2.26-inf)\'',0.33672,5.9,Iris-virginica
0.666667,'\'(2.26-inf)\'',0.567351,5.7,Iris-virginica
0.666667,'\'(2.26-inf)\'',-0.12454,5.2,Iris-virginica
0.555556,'\'(1.78-2.02]\'',-1.277692,5,Iris-virginica
0.611111,'\'(1.78-2.02]\'',-0.12454,5.2,Iris-virginica
0.527778,'\'(2.26-inf)\'',0.797981,5.4,Iris-virginica
0.444444,'\'(1.78-2.02]\'',-0.12454,5.1,Iris-virginica
