@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.7,Iris-setosa
0.041667,'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.3,Iris-setosa
0.541667,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.2,Iris-versicolor
0.583333,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',3.2,Iris-versicolor
0.583333,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.3,Iris-versicolor
0.583333,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
0.625,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',3.3,Iris-versicolor
0.375,'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.4,Iris-versicolor
0.5,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.9,Iris-versicolor
0.541667,'\'(5.02-5.38]\'','\'(3.36-3.95]\'',2.7,Iris-versicolor
0.375,'\'(4.66-5.02]\'','\'(3.36-3.95]\'',2,Iris-versicolor
0.583333,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.375,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.2,Iris-versicolor
0.541667,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.9,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.9,Iris-versicolor
0.541667,'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3.1,Iris-versicolor
0.583333,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.375,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.7,Iris-versicolor
0.583333,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.2,Iris-versicolor
0.416667,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.5,Iris-versicolor
0.708333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3.2,Iris-versicolor
0.5,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
0.583333,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.5,Iris-versicolor
0.458333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.5,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.541667,'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.541667,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
0.666667,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3,Iris-versicolor
0.583333,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.375,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.6,Iris-versicolor
0.416667,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
0.375,'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
0.458333,'\'(5.74-6.1]\'','\'(3.36-3.95]\'',2.7,Iris-versicolor
0.625,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,Iris-versicolor
0.583333,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.625,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3.4,Iris-versicolor
0.583333,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.1,Iris-versicolor
0.5,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.3,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.5,Iris-versicolor
0.458333,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
0.541667,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-versicolor
0.458333,'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
0.375,'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.3,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.7,Iris-versicolor
0.458333,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.5,'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
0.416667,'\'(5.02-5.38]\'','\'(2.77-3.36]\'',2.5,Iris-versicolor
0.5,'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
1,'\'(6.1-6.46]\'','\'(5.72-6.31]\'',3.3,Iris-virginica
0.75,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
0.833333,'\'(6.82-7.18]\'','\'(5.72-6.31]\'',3,Iris-virginica
0.708333,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.9,Iris-virginica
0.875,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3,Iris-virginica
0.833333,'\'(7.54-inf)\'','\'(6.31-inf)\'',3,Iris-virginica
0.666667,'\'(4.66-5.02]\'','\'(3.95-4.54]\'',2.5,Iris-virginica
0.708333,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.9,Iris-virginica
0.708333,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',2.5,Iris-virginica
1,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.6,Iris-virginica
0.791667,'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.2,Iris-virginica
0.75,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.7,Iris-virginica
0.833333,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
0.791667,'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.5,Iris-virginica
0.958333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.916667,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
0.708333,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
0.875,'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
0.916667,'\'(7.54-inf)\'','\'(6.31-inf)\'',2.6,Iris-virginica
0.583333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.2,Iris-virginica
0.916667,'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
0.791667,'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.791667,'\'(7.54-inf)\'','\'(6.31-inf)\'',2.8,Iris-virginica
0.708333,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
0.833333,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
0.708333,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.2,Iris-virginica
0.708333,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.708333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
0.833333,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
0.625,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3,Iris-virginica
0.75,'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.8,Iris-virginica
0.791667,'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
0.875,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
0.583333,'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
0.541667,'\'(5.74-6.1]\'','\'(5.13-5.72]\'',2.6,Iris-virginica
0.916667,'\'(7.54-inf)\'','\'(5.72-6.31]\'',3,Iris-virginica
0.958333,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.4,Iris-virginica
0.708333,'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
0.708333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
0.833333,'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
0.958333,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
0.916667,'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,Iris-virginica
?,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',?,Iris-virginica
0.916667,'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3.2,Iris-virginica
1,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
0.916667,?,'\'(5.13-5.72]\'',3,Iris-virginica
0.75,?,'\'(4.54-5.13]\'',2.5,Iris-virginica
0.791667,'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,Iris-virginica
0.916667,?,'\'(5.13-5.72]\'',3.4,Iris-virginica
0.708333,'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,Iris-virginica
