@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.787951,'\'(0.448495-0.675198]\'',5.9,3.2,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'',6.1,2.8,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'',6.3,2.5,Iris-versicolor
0.001747,'\'(0.448495-0.675198]\'',6.1,2.8,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'',6.4,2.9,Iris-versicolor
0.263815,'\'(0.221791-0.448495]\'',6.6,3,Iris-versicolor
0.263815,'\'(0.448495-0.675198]\'',6.8,2.8,Iris-versicolor
0.656917,'\'(0.675198-0.901901]\'',6.7,3,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'',6,2.9,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'',5.7,2.6,Iris-versicolor
-0.129287,'\'(-0.203277-0.221791]\'',5.5,2.4,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'',5.5,2.4,Iris-versicolor
0.001747,'\'(-0.203277-0.221791]\'',5.8,2.7,Iris-versicolor
0.525883,'\'(0.675198-0.901901]\'',6,2.7,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'',5.4,3,Iris-versicolor
0.525883,'\'(0.221791-0.448495]\'',6,3.4,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'',6.7,3.1,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'',6.3,2.3,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'',5.6,3,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'',5.5,2.5,Iris-versicolor
0.001747,'\'(0.221791-0.448495]\'',5.5,2.6,Iris-versicolor
0.263815,'\'(0.448495-0.675198]\'',6.1,3,Iris-versicolor
0.001747,'\'(-0.203277-0.221791]\'',5.8,2.6,Iris-versicolor
-0.260321,'\'(-1.25178--0.203277]\'',5,2.3,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'',5.6,2.7,Iris-versicolor
0.001747,'\'(0.221791-0.448495]\'',5.7,3,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'',5.7,2.9,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'',6.2,2.9,Iris-versicolor
-0.129287,'\'(-1.25178--0.203277]\'',5.1,2.5,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'',5.7,2.8,Iris-versicolor
1.705189,'\'(1.128605-inf)\'',6.3,3.3,Iris-virginica
0.918985,'\'(0.675198-0.901901]\'',5.8,2.7,Iris-virginica
1.181053,'\'(1.128605-inf)\'',7.1,3,Iris-virginica
0.787951,'\'(0.901901-1.128605]\'',6.3,2.9,Iris-virginica
1.312087,'\'(1.128605-inf)\'',6.5,3,Iris-virginica
1.181053,'\'(1.128605-inf)\'',7.6,3,Iris-virginica
0.656917,'\'(0.221791-0.448495]\'',4.9,2.5,Iris-virginica
0.787951,'\'(1.128605-inf)\'',7.3,2.9,Iris-virginica
0.787951,'\'(1.128605-inf)\'',6.7,2.5,Iris-virginica
1.705189,'\'(1.128605-inf)\'',7.2,3.6,Iris-virginica
1.050019,'\'(0.675198-0.901901]\'',6.5,3.2,Iris-virginica
0.918985,'\'(0.675198-0.901901]\'',6.4,2.7,Iris-virginica
1.181053,'\'(0.901901-1.128605]\'',6.8,3,Iris-virginica
1.050019,'\'(0.675198-0.901901]\'',5.7,2.5,Iris-virginica
1.574155,'\'(0.675198-0.901901]\'',5.8,2.8,Iris-virginica
1.443121,'\'(0.675198-0.901901]\'',6.4,3.2,Iris-virginica
0.787951,'\'(0.901901-1.128605]\'',6.5,3,Iris-virginica
1.312087,'\'(1.128605-inf)\'',7.7,3.8,Iris-virginica
1.443121,'\'(1.128605-inf)\'',7.7,2.6,Iris-virginica
0.394849,'\'(0.675198-0.901901]\'',6,2.2,Iris-virginica
1.443121,'\'(0.901901-1.128605]\'',6.9,3.2,Iris-virginica
1.050019,'\'(0.448495-0.675198]\'',5.6,2.8,Iris-virginica
1.050019,'\'(1.128605-inf)\'',7.7,2.8,Iris-virginica
0.787951,'\'(0.448495-0.675198]\'',6.3,2.7,Iris-virginica
1.181053,'\'(0.901901-1.128605]\'',6.7,3.3,Iris-virginica
0.787951,'\'(1.128605-inf)\'',7.2,3.2,Iris-virginica
0.787951,'\'(0.448495-0.675198]\'',6.2,2.8,Iris-virginica
0.787951,'\'(0.448495-0.675198]\'',6.1,3,Iris-virginica
1.181053,'\'(0.901901-1.128605]\'',6.4,2.8,Iris-virginica
0.525883,'\'(1.128605-inf)\'',7.2,3,Iris-virginica
0.918985,'\'(1.128605-inf)\'',7.4,2.8,Iris-virginica
1.050019,'\'(1.128605-inf)\'',7.9,3.8,Iris-virginica
1.312087,'\'(0.901901-1.128605]\'',6.4,2.8,Iris-virginica
0.394849,'\'(0.675198-0.901901]\'',6.3,2.8,Iris-virginica
0.263815,'\'(0.901901-1.128605]\'',6.1,2.6,Iris-virginica
1.443121,'\'(1.128605-inf)\'',7.7,3,Iris-virginica
1.574155,'\'(0.901901-1.128605]\'',6.3,3.4,Iris-virginica
0.787951,'\'(0.901901-1.128605]\'',6.4,3.1,Iris-virginica
0.787951,'\'(0.448495-0.675198]\'',6,3,Iris-virginica
1.181053,'\'(0.901901-1.128605]\'',6.9,3.1,Iris-virginica
1.574155,'\'(0.901901-1.128605]\'',6.7,3.1,Iris-virginica
1.443121,'\'(0.675198-0.901901]\'',6.9,3.1,Iris-virginica
0.918985,'\'(0.675198-0.901901]\'',5.8,2.7,Iris-virginica
1.443121,'\'(1.128605-inf)\'',6.8,3.2,Iris-virginica
1.705189,'\'(0.901901-1.128605]\'',6.7,3.3,Iris-virginica
1.443121,'\'(0.675198-0.901901]\'',6.7,3,Iris-virginica
0.918985,'\'(0.675198-0.901901]\'',6.3,2.5,Iris-virginica
1.050019,'\'(0.675198-0.901901]\'',6.5,3,Iris-virginica
1.443121,'\'(0.901901-1.128605]\'',6.2,3.4,Iris-virginica
0.787951,'\'(0.675198-0.901901]\'',5.9,3,Iris-virginica
