@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.400814,0.201941,0.703536,2.2,Iris-virginica
1.448556,1.283591,1.100267,3.2,Iris-virginica
1.055653,-0.278793,0.64686,2.8,Iris-virginica
1.055653,2.245058,1.667025,2.8,Iris-virginica
0.793717,0.562491,0.64686,2.7,Iris-virginica
1.18662,1.043224,1.100267,3.3,Iris-virginica
0.793717,1.644141,1.270294,3.2,Iris-virginica
0.793717,0.442308,0.590184,2.8,Iris-virginica
0.793717,0.322124,0.64686,3,Iris-virginica
1.18662,0.682674,1.043591,2.8,Iris-virginica
0.531782,1.644141,1.156943,3,Iris-virginica
0.924685,1.884508,1.32697,2.8,Iris-virginica
1.055653,2.485425,1.496998,3.8,Iris-virginica
1.317588,0.682674,1.043591,2.8,Iris-virginica
0.400814,0.562491,0.760212,2.8,Iris-virginica
0.269846,0.322124,1.043591,2.6,Iris-virginica
1.448556,2.245058,1.32697,3,Iris-virginica
1.579524,0.562491,1.043591,3.4,Iris-virginica
0.793717,0.682674,0.986915,3.1,Iris-virginica
0.793717,0.201941,0.590184,3,Iris-virginica
1.18662,1.283591,0.930239,3.1,Iris-virginica
1.579524,1.043224,1.043591,3.1,Iris-virginica
1.448556,1.283591,0.760212,3.1,Iris-virginica
?,-0.038426,0.760212,?,Iris-virginica
1.448556,1.163408,1.213619,3.2,Iris-virginica
1.710491,1.043224,1.100267,3.3,Iris-virginica
1.448556,?,0.816888,3,Iris-virginica
0.924685,?,0.703536,2.5,Iris-virginica
1.055653,0.802858,0.816888,3,Iris-virginica
1.448556,?,0.930239,3.4,Iris-virginica
0.793717,0.081757,0.760212,3,Iris-virginica
