@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.120076,-0.259953,2.4,1,Iris-versicolor
0.923041,0.476833,2.9,1.3,Iris-versicolor
-0.759526,0.080102,2.7,1.4,Iris-versicolor
-0.999893,-0.146601,2,1,Iris-versicolor
0.081757,0.250129,3,1.5,Iris-versicolor
0.201941,0.136778,2.2,1,Iris-versicolor
0.322124,0.533509,2.9,1.4,Iris-versicolor
-0.278793,-0.089926,2.9,1.3,Iris-versicolor
1.043224,0.363481,3.1,1.4,Iris-versicolor
-0.278793,0.420157,3,1.5,Iris-versicolor
-0.038426,0.193454,2.7,1,Iris-versicolor
0.442308,0.420157,2.2,1.5,Iris-versicolor
-0.278793,0.080102,2.5,1.1,Iris-versicolor
0.081757,0.590184,3.2,1.8,Iris-versicolor
0.322124,0.136778,2.8,1.3,Iris-versicolor
0.562491,0.64686,2.5,1.5,Iris-versicolor
0.322124,0.533509,2.8,1.2,Iris-versicolor
0.682674,0.306805,2.9,1.3,Iris-versicolor
0.923041,0.363481,3,1.4,Iris-versicolor
1.163408,0.590184,2.8,1.4,Iris-versicolor
1.043224,0.703536,3,1.7,Iris-versicolor
0.201941,0.420157,2.9,1.5,Iris-versicolor
-0.158609,-0.146601,2.6,1,Iris-versicolor
-0.398976,0.023426,2.4,1.1,Iris-versicolor
-0.398976,-0.03325,2.4,1,Iris-versicolor
-0.038426,0.080102,2.7,1.2,Iris-versicolor
0.201941,0.760212,2.7,1.6,Iris-versicolor
-0.519159,0.420157,3,1.5,Iris-versicolor
0.201941,0.420157,3.4,1.6,Iris-versicolor
1.043224,0.533509,3.1,1.5,Iris-versicolor
0.562491,0.363481,2.3,1.3,Iris-versicolor
-0.278793,0.193454,3,1.3,Iris-versicolor
-0.398976,0.136778,2.5,1.3,Iris-versicolor
-0.398976,0.363481,2.6,1.2,Iris-versicolor
0.322124,0.476833,3,1.4,Iris-versicolor
-0.038426,0.136778,2.6,1.2,Iris-versicolor
-0.999893,-0.259953,2.3,1,Iris-versicolor
-0.278793,0.250129,2.7,1.3,Iris-versicolor
-0.158609,0.250129,3,1.2,Iris-versicolor
-0.158609,0.250129,2.9,1.3,Iris-versicolor
0.442308,0.306805,2.9,1.3,Iris-versicolor
-0.87971,-0.429981,2.5,1.1,Iris-versicolor
-0.158609,0.193454,2.8,1.3,Iris-versicolor
0.562491,1.270294,3.3,2.5,Iris-virginica
-0.038426,0.760212,2.7,1.9,Iris-virginica
1.523958,1.213619,3,2.1,Iris-virginica
0.562491,1.043591,2.9,1.8,Iris-virginica
0.802858,1.156943,3,2.2,Iris-virginica
2.124875,1.610349,3,2.1,Iris-virginica
-1.120076,0.420157,2.5,1.7,Iris-virginica
1.764325,1.440322,2.9,1.8,Iris-virginica
1.043224,1.156943,2.5,1.8,Iris-virginica
1.644141,1.32697,3.6,2.5,Iris-virginica
0.802858,0.760212,3.2,2,Iris-virginica
0.682674,0.873564,2.7,1.9,Iris-virginica
1.163408,0.986915,3,2.1,Iris-virginica
-0.158609,0.703536,2.5,2,Iris-virginica
-0.038426,0.760212,2.8,2.4,Iris-virginica
0.682674,0.873564,3.2,2.3,Iris-virginica
0.802858,0.986915,3,1.8,Iris-virginica
2.245058,1.667025,3.8,2.2,Iris-virginica
2.245058,1.780377,2.6,2.3,Iris-virginica
0.201941,0.703536,2.2,1.5,Iris-virginica
1.283591,1.100267,3.2,2.3,Iris-virginica
-0.278793,0.64686,2.8,2,Iris-virginica
2.245058,1.667025,2.8,2,Iris-virginica
0.562491,0.64686,2.7,1.8,Iris-virginica
1.043224,1.100267,3.3,2.1,Iris-virginica
1.644141,1.270294,3.2,1.8,Iris-virginica
0.442308,0.590184,2.8,1.8,Iris-virginica
0.322124,0.64686,3,1.8,Iris-virginica
0.682674,1.043591,2.8,2.1,Iris-virginica
1.644141,1.156943,3,1.6,Iris-virginica
1.884508,1.32697,2.8,1.9,Iris-virginica
2.485425,1.496998,3.8,2,Iris-virginica
0.682674,1.043591,2.8,2.2,Iris-virginica
0.562491,0.760212,2.8,1.5,Iris-virginica
0.322124,1.043591,2.6,1.4,Iris-virginica
2.245058,1.32697,3,2.3,Iris-virginica
0.562491,1.043591,3.4,2.4,Iris-virginica
0.682674,0.986915,3.1,1.8,Iris-virginica
0.201941,0.590184,3,1.8,Iris-virginica
1.283591,0.930239,3.1,2.1,Iris-virginica
1.043224,1.043591,3.1,2.4,Iris-virginica
1.283591,0.760212,3.1,2.3,Iris-virginica
-0.038426,0.760212,?,?,Iris-virginica
1.163408,1.213619,3.2,2.3,Iris-virginica
1.043224,1.100267,3.3,2.5,Iris-virginica
?,0.816888,3,2.3,Iris-virginica
?,0.703536,2.5,1.9,Iris-virginica
0.802858,0.816888,3,2,Iris-virginica
?,0.930239,3.4,2.3,Iris-virginica
0.081757,0.760212,3,1.8,Iris-virginica
