@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' {'\'(-inf--1.37411]\'','\'(-1.37411--1.243076]\'','\'(-1.243076--0.849974]\'','\'(-0.849974-0.067264]\'','\'(0.067264-0.198298]\'','\'(0.198298-0.460366]\'','\'(0.460366-0.853468]\'','\'(0.853468-1.115536]\'','\'(1.115536-1.377604]\'','\'(1.377604-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.5,'\'(-1.37411--1.243076]\'',4.6,1.4,Iris-setosa
0.708333,'\'(-1.37411--1.243076]\'',5.3,1.5,Iris-setosa
0.541667,'\'(-1.37411--1.243076]\'',5,1.4,Iris-setosa
0.5,'\'(0.198298-0.460366]\'',7,4.7,Iris-versicolor
0.5,'\'(0.198298-0.460366]\'',6.4,4.5,Iris-versicolor
0.458333,'\'(0.198298-0.460366]\'',6.9,4.9,Iris-versicolor
0.125,'\'(0.067264-0.198298]\'',5.5,4,Iris-versicolor
0.333333,'\'(0.198298-0.460366]\'',6.5,4.6,Iris-versicolor
0.333333,'\'(0.067264-0.198298]\'',5.7,4.5,Iris-versicolor
0.541667,'\'(0.460366-0.853468]\'',6.3,4.7,Iris-versicolor
0.166667,'\'(-0.849974-0.067264]\'',4.9,3.3,Iris-versicolor
0.375,'\'(0.067264-0.198298]\'',6.6,4.6,Iris-versicolor
0.291667,'\'(0.198298-0.460366]\'',5.2,3.9,Iris-versicolor
0,'\'(-0.849974-0.067264]\'',5,3.5,Iris-versicolor
0.416667,'\'(0.198298-0.460366]\'',5.9,4.2,Iris-versicolor
0.083333,'\'(-0.849974-0.067264]\'',6,4,Iris-versicolor
0.375,'\'(0.198298-0.460366]\'',6.1,4.7,Iris-versicolor
0.375,'\'(0.067264-0.198298]\'',5.6,3.6,Iris-versicolor
0.458333,'\'(0.198298-0.460366]\'',6.7,4.4,Iris-versicolor
0.416667,'\'(0.198298-0.460366]\'',5.6,4.5,Iris-versicolor
0.291667,'\'(-0.849974-0.067264]\'',5.8,4.1,Iris-versicolor
0.083333,'\'(0.198298-0.460366]\'',6.2,4.5,Iris-versicolor
0.208333,'\'(-0.849974-0.067264]\'',5.6,3.9,Iris-versicolor
0.5,'\'(0.460366-0.853468]\'',5.9,4.8,Iris-versicolor
0.333333,'\'(0.067264-0.198298]\'',6.1,4,Iris-versicolor
0.208333,'\'(0.198298-0.460366]\'',6.3,4.9,Iris-versicolor
0.333333,'\'(-0.849974-0.067264]\'',6.1,4.7,Iris-versicolor
0.375,'\'(0.067264-0.198298]\'',6.4,4.3,Iris-versicolor
0.416667,'\'(0.198298-0.460366]\'',6.6,4.4,Iris-versicolor
0.333333,'\'(0.198298-0.460366]\'',6.8,4.8,Iris-versicolor
0.416667,'\'(0.460366-0.853468]\'',6.7,5,Iris-versicolor
0.375,'\'(0.198298-0.460366]\'',6,4.5,Iris-versicolor
0.25,'\'(-0.849974-0.067264]\'',5.7,3.5,Iris-versicolor
0.166667,'\'(-0.849974-0.067264]\'',5.5,3.8,Iris-versicolor
0.166667,'\'(-0.849974-0.067264]\'',5.5,3.7,Iris-versicolor
0.291667,'\'(-0.849974-0.067264]\'',5.8,3.9,Iris-versicolor
0.291667,'\'(0.460366-0.853468]\'',6,5.1,Iris-versicolor
0.416667,'\'(0.198298-0.460366]\'',5.4,4.5,Iris-versicolor
0.583333,'\'(0.460366-0.853468]\'',6,4.5,Iris-versicolor
0.458333,'\'(0.198298-0.460366]\'',6.7,4.7,Iris-versicolor
0.125,'\'(0.067264-0.198298]\'',6.3,4.4,Iris-versicolor
0.416667,'\'(0.067264-0.198298]\'',5.6,4.1,Iris-versicolor
0.208333,'\'(0.067264-0.198298]\'',5.5,4,Iris-versicolor
0.25,'\'(-0.849974-0.067264]\'',5.5,4.4,Iris-versicolor
0.416667,'\'(0.198298-0.460366]\'',6.1,4.6,Iris-versicolor
0.25,'\'(-0.849974-0.067264]\'',5.8,4,Iris-versicolor
0.125,'\'(-0.849974-0.067264]\'',5,3.3,Iris-versicolor
0.291667,'\'(0.067264-0.198298]\'',5.6,4.2,Iris-versicolor
0.416667,'\'(-0.849974-0.067264]\'',5.7,4.2,Iris-versicolor
0.375,'\'(0.067264-0.198298]\'',5.7,4.2,Iris-versicolor
0.375,'\'(0.067264-0.198298]\'',6.2,4.3,Iris-versicolor
0.208333,'\'(-0.849974-0.067264]\'',5.1,3,Iris-versicolor
0.333333,'\'(0.067264-0.198298]\'',5.7,4.1,Iris-versicolor
0.541667,'\'(1.377604-inf)\'',6.3,6,Iris-virginica
0.291667,'\'(0.853468-1.115536]\'',5.8,5.1,Iris-virginica
0.416667,'\'(1.115536-1.377604]\'',7.1,5.9,Iris-virginica
0.375,'\'(0.460366-0.853468]\'',6.3,5.6,Iris-virginica
0.416667,'\'(1.115536-1.377604]\'',6.5,5.8,Iris-virginica
0.416667,'\'(1.115536-1.377604]\'',7.6,6.6,Iris-virginica
0.208333,'\'(0.460366-0.853468]\'',4.9,4.5,Iris-virginica
0.375,'\'(0.460366-0.853468]\'',7.3,6.3,Iris-virginica
0.208333,'\'(0.460366-0.853468]\'',6.7,5.8,Iris-virginica
0.666667,'\'(1.377604-inf)\'',7.2,6.1,Iris-virginica
0.5,'\'(0.853468-1.115536]\'',6.5,5.1,Iris-virginica
0.291667,'\'(0.853468-1.115536]\'',6.4,5.3,Iris-virginica
0.416667,'\'(1.115536-1.377604]\'',6.8,5.5,Iris-virginica
0.208333,'\'(0.853468-1.115536]\'',5.7,5,Iris-virginica
0.333333,'\'(1.377604-inf)\'',5.8,5.1,Iris-virginica
0.5,'\'(1.377604-inf)\'',6.4,5.3,Iris-virginica
0.416667,'\'(0.460366-0.853468]\'',6.5,5.5,Iris-virginica
0.75,'\'(1.115536-1.377604]\'',7.7,6.7,Iris-virginica
0.25,'\'(1.377604-inf)\'',7.7,6.9,Iris-virginica
0.083333,'\'(0.198298-0.460366]\'',6,5,Iris-virginica
0.5,'\'(1.377604-inf)\'',6.9,5.7,Iris-virginica
0.333333,'\'(0.853468-1.115536]\'',5.6,4.9,Iris-virginica
0.333333,'\'(0.853468-1.115536]\'',7.7,6.7,Iris-virginica
0.291667,'\'(0.460366-0.853468]\'',6.3,4.9,Iris-virginica
0.541667,'\'(1.115536-1.377604]\'',6.7,5.7,Iris-virginica
0.5,'\'(0.460366-0.853468]\'',7.2,6,Iris-virginica
0.333333,'\'(0.460366-0.853468]\'',6.2,4.8,Iris-virginica
0.416667,'\'(0.460366-0.853468]\'',6.1,4.9,Iris-virginica
0.333333,'\'(1.115536-1.377604]\'',6.4,5.6,Iris-virginica
0.416667,'\'(0.460366-0.853468]\'',7.2,5.8,Iris-virginica
0.333333,'\'(0.853468-1.115536]\'',7.4,6.1,Iris-virginica
0.75,'\'(0.853468-1.115536]\'',7.9,6.4,Iris-virginica
0.333333,'\'(1.115536-1.377604]\'',6.4,5.6,Iris-virginica
0.333333,'\'(0.198298-0.460366]\'',6.3,5.1,Iris-virginica
0.25,'\'(0.198298-0.460366]\'',6.1,5.6,Iris-virginica
0.416667,'\'(1.377604-inf)\'',7.7,6.1,Iris-virginica
0.583333,'\'(1.377604-inf)\'',6.3,5.6,Iris-virginica
0.458333,'\'(0.460366-0.853468]\'',6.4,5.5,Iris-virginica
0.416667,'\'(0.460366-0.853468]\'',6,4.8,Iris-virginica
0.458333,'\'(1.115536-1.377604]\'',6.9,5.4,Iris-virginica
0.458333,'\'(1.377604-inf)\'',6.7,5.6,Iris-virginica
0.458333,'\'(1.377604-inf)\'',6.9,5.1,Iris-virginica
0.291667,'\'(0.853468-1.115536]\'',5.8,5.1,Iris-virginica
0.5,'\'(1.377604-inf)\'',6.8,5.9,Iris-virginica
0.541667,'\'(1.377604-inf)\'',6.7,5.7,Iris-virginica
0.416667,'\'(1.377604-inf)\'',6.7,5.2,Iris-virginica
0.208333,'\'(0.853468-1.115536]\'',6.3,5,Iris-virginica
0.416667,'\'(0.853468-1.115536]\'',6.5,5.2,Iris-virginica
0.583333,'\'(1.377604-inf)\'',6.2,5.4,Iris-virginica
0.416667,'\'(0.460366-0.853468]\'',5.9,5.1,Iris-virginica
