@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.05-5.35]\'','\'(-inf-0.34]\'',0.797981,1.4,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',0.33672,1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',0.10609,1.6,Iris-setosa
'\'(5.35-5.55]\'','\'(0.34-0.58]\'',0.797981,1.5,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.34]\'',2.412393,1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.34]\'',2.643024,1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.34]\'',0.10609,1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.34]\'',0.33672,1.2,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.34]\'',1.028611,1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.34]\'',0.10609,1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',-0.12454,1.3,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.34]\'',0.797981,1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.34]\'',1.028611,1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',-1.738953,1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',0.33672,1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(0.58-0.82]\'',1.028611,1.6,Iris-setosa
'\'(5.05-5.35]\'','\'(0.34-0.58]\'',1.720502,1.9,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',-0.12454,1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.34]\'',1.720502,1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.34]\'',0.33672,1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.34]\'',1.489872,1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.34]\'',0.567351,1.4,Iris-setosa
'\'(6.95-inf)\'','\'(1.3-1.54]\'',0.33672,4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(1.3-1.54]\'',0.33672,4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(1.3-1.54]\'',0.10609,4.9,Iris-versicolor
'\'(5.35-5.55]\'','\'(1.06-1.3]\'',-1.738953,4,Iris-versicolor
'\'(6.35-6.65]\'','\'(1.3-1.54]\'',-0.585801,4.6,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.585801,4.5,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.54-1.78]\'',0.567351,4.7,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.82-1.06]\'',-1.508322,3.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(1.06-1.3]\'',-0.355171,4.6,Iris-versicolor
'\'(5.05-5.35]\'','\'(1.3-1.54]\'',-0.816431,3.9,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.82-1.06]\'',-2.430844,3.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.3-1.54]\'',-0.12454,4.2,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.82-1.06]\'',-1.969583,4,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-0.355171,4.7,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.355171,3.6,Iris-versicolor
'\'(6.65-6.95]\'','\'(1.3-1.54]\'',0.10609,4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.3-1.54]\'',-0.12454,4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.82-1.06]\'',-0.816431,4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-1.969583,4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-1.277692,3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.78-2.02]\'',0.33672,4.8,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.06-1.3]\'',-0.585801,4,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-1.277692,4.9,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.06-1.3]\'',-0.585801,4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(1.06-1.3]\'',-0.355171,4.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(1.3-1.54]\'',-0.12454,4.4,Iris-versicolor
'\'(6.65-6.95]\'','\'(1.3-1.54]\'',-0.585801,4.8,Iris-versicolor
'\'(6.65-6.95]\'','\'(1.54-1.78]\'',-0.12454,5,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.3-1.54]\'',-0.355171,4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.82-1.06]\'',-1.047062,3.5,Iris-versicolor
'\'(5.35-5.55]\'','\'(1.06-1.3]\'',-1.508322,3.8,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.82-1.06]\'',-1.508322,3.7,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.06-1.3]\'',-0.816431,3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.54-1.78]\'',-0.816431,5.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(1.3-1.54]\'',-0.12454,4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.54-1.78]\'',0.797981,4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(1.3-1.54]\'',0.10609,4.7,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.06-1.3]\'',-1.738953,4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.12454,4.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(1.06-1.3]\'',-1.277692,4,Iris-versicolor
'\'(5.35-5.55]\'','\'(1.06-1.3]\'',-1.047062,4.4,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-0.12454,4.6,Iris-versicolor
'\'(5.75-6.05]\'','\'(1.06-1.3]\'',-1.047062,4,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.82-1.06]\'',-1.738953,3.3,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.816431,4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.12454,4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.355171,4.2,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.06-1.3]\'',-0.355171,4.3,Iris-versicolor
'\'(5.05-5.35]\'','\'(1.06-1.3]\'',-1.277692,3,Iris-versicolor
'\'(5.55-5.75]\'','\'(1.06-1.3]\'',-0.585801,4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(2.26-inf)\'',0.567351,6,Iris-virginica
'\'(5.75-6.05]\'','\'(1.78-2.02]\'',-0.816431,5.1,Iris-virginica
'\'(6.95-inf)\'','\'(2.02-2.26]\'',-0.12454,5.9,Iris-virginica
'\'(6.05-6.35]\'','\'(1.78-2.02]\'',-0.355171,5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(2.02-2.26]\'',-0.12454,5.8,Iris-virginica
'\'(6.95-inf)\'','\'(2.02-2.26]\'',-0.12454,6.6,Iris-virginica
'\'(4.85-5.05]\'','\'(1.54-1.78]\'',-1.277692,4.5,Iris-virginica
'\'(6.95-inf)\'','\'(1.78-2.02]\'',-0.355171,6.3,Iris-virginica
'\'(6.65-6.95]\'','\'(1.78-2.02]\'',-1.277692,5.8,Iris-virginica
'\'(6.95-inf)\'','\'(2.26-inf)\'',1.259242,6.1,Iris-virginica
'\'(6.35-6.65]\'','\'(1.78-2.02]\'',0.33672,5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(1.78-2.02]\'',-0.816431,5.3,Iris-virginica
'\'(6.65-6.95]\'','\'(2.02-2.26]\'',-0.12454,5.5,Iris-virginica
'\'(5.55-5.75]\'','\'(1.78-2.02]\'',-1.277692,5,Iris-virginica
'\'(5.75-6.05]\'','\'(2.26-inf)\'',-0.585801,5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(2.26-inf)\'',0.33672,5.3,Iris-virginica
'\'(6.35-6.65]\'','\'(1.78-2.02]\'',-0.12454,5.5,Iris-virginica
'\'(6.95-inf)\'','\'(2.02-2.26]\'',1.720502,6.7,Iris-virginica
'\'(6.95-inf)\'','\'(2.26-inf)\'',-1.047062,6.9,Iris-virginica
'\'(5.75-6.05]\'','\'(1.3-1.54]\'',-1.969583,5,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',0.33672,5.7,Iris-virginica
'\'(5.55-5.75]\'','\'(1.78-2.02]\'',-0.585801,4.9,Iris-virginica
'\'(6.95-inf)\'','\'(1.78-2.02]\'',-0.585801,6.7,Iris-virginica
'\'(6.05-6.35]\'','\'(1.78-2.02]\'',-0.816431,4.9,Iris-virginica
'\'(6.65-6.95]\'','\'(2.02-2.26]\'',0.567351,5.7,Iris-virginica
'\'(6.95-inf)\'','\'(1.78-2.02]\'',0.33672,6,Iris-virginica
'\'(6.05-6.35]\'','\'(1.78-2.02]\'',-0.585801,4.8,Iris-virginica
'\'(6.05-6.35]\'','\'(1.78-2.02]\'',-0.12454,4.9,Iris-virginica
'\'(6.35-6.65]\'','\'(2.02-2.26]\'',-0.585801,5.6,Iris-virginica
'\'(6.95-inf)\'','\'(1.54-1.78]\'',-0.12454,5.8,Iris-virginica
'\'(6.95-inf)\'','\'(1.78-2.02]\'',-0.585801,6.1,Iris-virginica
'\'(6.95-inf)\'','\'(1.78-2.02]\'',1.720502,6.4,Iris-virginica
'\'(6.35-6.65]\'','\'(2.02-2.26]\'',-0.585801,5.6,Iris-virginica
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-0.585801,5.1,Iris-virginica
'\'(6.05-6.35]\'','\'(1.3-1.54]\'',-1.047062,5.6,Iris-virginica
'\'(6.95-inf)\'','\'(2.26-inf)\'',-0.12454,6.1,Iris-virginica
'\'(6.05-6.35]\'','\'(2.26-inf)\'',0.797981,5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(1.78-2.02]\'',0.10609,5.5,Iris-virginica
'\'(5.75-6.05]\'','\'(1.78-2.02]\'',-0.12454,4.8,Iris-virginica
'\'(6.65-6.95]\'','\'(2.02-2.26]\'',0.10609,5.4,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',0.10609,5.6,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',0.10609,5.1,Iris-virginica
'\'(5.75-6.05]\'','\'(1.78-2.02]\'',-0.816431,5.1,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',0.33672,5.9,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',0.567351,5.7,Iris-virginica
'\'(6.65-6.95]\'','\'(2.26-inf)\'',-0.12454,5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(1.78-2.02]\'',-1.277692,5,Iris-virginica
'\'(6.35-6.65]\'','\'(1.78-2.02]\'',-0.12454,5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(2.26-inf)\'',0.797981,5.4,Iris-virginica
'\'(5.75-6.05]\'','\'(1.78-2.02]\'',-0.12454,5.1,Iris-virginica
