@relation iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
2.412393,-1.439627,5.2,1.5,Iris-setosa
2.643024,-1.308593,5.5,1.4,Iris-setosa
0.10609,-1.439627,4.9,1.5,Iris-setosa
0.33672,-1.308593,5,1.2,Iris-setosa
1.028611,-1.308593,5.5,1.3,Iris-setosa
0.10609,-1.439627,4.9,1.5,Iris-setosa
-0.12454,-1.308593,4.4,1.3,Iris-setosa
0.797981,-1.308593,5.1,1.5,Iris-setosa
1.028611,-1.177559,5,1.3,Iris-setosa
-1.738953,-1.177559,4.5,1.3,Iris-setosa
0.33672,-1.308593,4.4,1.3,Iris-setosa
1.028611,-0.784457,5,1.6,Iris-setosa
1.720502,-1.046525,5.1,1.9,Iris-setosa
-0.12454,-1.177559,4.8,1.4,Iris-setosa
1.720502,-1.308593,5.1,1.6,Iris-setosa
0.33672,-1.308593,4.6,1.4,Iris-setosa
1.489872,-1.308593,5.3,1.5,Iris-setosa
0.567351,-1.308593,5,1.4,Iris-setosa
0.33672,0.263815,7,4.7,Iris-versicolor
0.33672,0.394849,6.4,4.5,Iris-versicolor
0.10609,0.394849,6.9,4.9,Iris-versicolor
-1.738953,0.132781,5.5,4,Iris-versicolor
-0.585801,0.394849,6.5,4.6,Iris-versicolor
-0.585801,0.132781,5.7,4.5,Iris-versicolor
0.567351,0.525883,6.3,4.7,Iris-versicolor
-1.508322,-0.260321,4.9,3.3,Iris-versicolor
-0.355171,0.132781,6.6,4.6,Iris-versicolor
-0.816431,0.263815,5.2,3.9,Iris-versicolor
-2.430844,-0.260321,5,3.5,Iris-versicolor
-0.12454,0.394849,5.9,4.2,Iris-versicolor
-1.969583,-0.260321,6,4,Iris-versicolor
-0.355171,0.263815,6.1,4.7,Iris-versicolor
-0.355171,0.132781,5.6,3.6,Iris-versicolor
0.10609,0.263815,6.7,4.4,Iris-versicolor
-0.12454,0.394849,5.6,4.5,Iris-versicolor
-0.816431,-0.260321,5.8,4.1,Iris-versicolor
-1.969583,0.394849,6.2,4.5,Iris-versicolor
-1.277692,-0.129287,5.6,3.9,Iris-versicolor
0.33672,0.787951,5.9,4.8,Iris-versicolor
-0.585801,0.132781,6.1,4,Iris-versicolor
-1.277692,0.394849,6.3,4.9,Iris-versicolor
-0.585801,0.001747,6.1,4.7,Iris-versicolor
-0.355171,0.132781,6.4,4.3,Iris-versicolor
-0.12454,0.263815,6.6,4.4,Iris-versicolor
-0.585801,0.263815,6.8,4.8,Iris-versicolor
-0.12454,0.656917,6.7,5,Iris-versicolor
-0.355171,0.394849,6,4.5,Iris-versicolor
-1.047062,-0.260321,5.7,3.5,Iris-versicolor
-1.508322,-0.129287,5.5,3.8,Iris-versicolor
-1.508322,-0.260321,5.5,3.7,Iris-versicolor
-0.816431,0.001747,5.8,3.9,Iris-versicolor
-0.816431,0.525883,6,5.1,Iris-versicolor
-0.12454,0.394849,5.4,4.5,Iris-versicolor
0.797981,0.525883,6,4.5,Iris-versicolor
0.10609,0.394849,6.7,4.7,Iris-versicolor
-1.738953,0.132781,6.3,4.4,Iris-versicolor
-0.12454,0.132781,5.6,4.1,Iris-versicolor
-1.277692,0.132781,5.5,4,Iris-versicolor
-1.047062,0.001747,5.5,4.4,Iris-versicolor
-0.12454,0.263815,6.1,4.6,Iris-versicolor
-1.047062,0.001747,5.8,4,Iris-versicolor
-1.738953,-0.260321,5,3.3,Iris-versicolor
-0.816431,0.132781,5.6,4.2,Iris-versicolor
-0.12454,0.001747,5.7,4.2,Iris-versicolor
-0.355171,0.132781,5.7,4.2,Iris-versicolor
-0.355171,0.132781,6.2,4.3,Iris-versicolor
-1.277692,-0.129287,5.1,3,Iris-versicolor
-0.585801,0.132781,5.7,4.1,Iris-versicolor
0.567351,1.705189,6.3,6,Iris-virginica
-0.816431,0.918985,5.8,5.1,Iris-virginica
-0.12454,1.181053,7.1,5.9,Iris-virginica
-0.355171,0.787951,6.3,5.6,Iris-virginica
-0.12454,1.312087,6.5,5.8,Iris-virginica
-0.12454,1.181053,7.6,6.6,Iris-virginica
-1.277692,0.656917,4.9,4.5,Iris-virginica
-0.355171,0.787951,7.3,6.3,Iris-virginica
-1.277692,0.787951,6.7,5.8,Iris-virginica
1.259242,1.705189,7.2,6.1,Iris-virginica
0.33672,1.050019,6.5,5.1,Iris-virginica
-0.816431,0.918985,6.4,5.3,Iris-virginica
-0.12454,1.181053,6.8,5.5,Iris-virginica
-1.277692,1.050019,5.7,5,Iris-virginica
-0.585801,1.574155,5.8,5.1,Iris-virginica
0.33672,1.443121,6.4,5.3,Iris-virginica
-0.12454,0.787951,6.5,5.5,Iris-virginica
1.720502,1.312087,7.7,6.7,Iris-virginica
-1.047062,1.443121,7.7,6.9,Iris-virginica
-1.969583,0.394849,6,5,Iris-virginica
0.33672,1.443121,6.9,5.7,Iris-virginica
-0.585801,1.050019,5.6,4.9,Iris-virginica
-0.585801,1.050019,7.7,6.7,Iris-virginica
-0.816431,0.787951,6.3,4.9,Iris-virginica
0.567351,1.181053,6.7,5.7,Iris-virginica
0.33672,0.787951,7.2,6,Iris-virginica
-0.585801,0.787951,6.2,4.8,Iris-virginica
-0.12454,0.787951,6.1,4.9,Iris-virginica
-0.585801,1.181053,6.4,5.6,Iris-virginica
-0.12454,0.525883,7.2,5.8,Iris-virginica
-0.585801,0.918985,7.4,6.1,Iris-virginica
1.720502,1.050019,7.9,6.4,Iris-virginica
-0.585801,1.312087,6.4,5.6,Iris-virginica
-0.585801,0.394849,6.3,5.1,Iris-virginica
-1.047062,0.263815,6.1,5.6,Iris-virginica
-0.12454,1.443121,7.7,6.1,Iris-virginica
0.797981,1.574155,6.3,5.6,Iris-virginica
0.10609,0.787951,6.4,5.5,Iris-virginica
-0.12454,0.787951,6,4.8,Iris-virginica
0.10609,1.181053,6.9,5.4,Iris-virginica
0.10609,1.574155,6.7,5.6,Iris-virginica
0.10609,1.443121,6.9,5.1,Iris-virginica
-0.816431,0.918985,5.8,5.1,Iris-virginica
0.33672,1.443121,6.8,5.9,Iris-virginica
0.567351,1.705189,6.7,5.7,Iris-virginica
-0.12454,1.443121,6.7,5.2,Iris-virginica
-1.277692,0.918985,6.3,5,Iris-virginica
-0.12454,1.050019,6.5,5.2,Iris-virginica
0.797981,1.443121,6.2,5.4,Iris-virginica
-0.12454,0.787951,5.9,5.1,Iris-virginica
