@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1'

@attribute 'filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.35-1.45]\'',1.028611,5.1,0.3,Iris-setosa
'\'(1.55-3.4]\'',1.720502,5.7,0.3,Iris-setosa
'\'(1.45-1.55]\'',1.720502,5.1,0.3,Iris-setosa
'\'(1.55-3.4]\'',0.797981,5.4,0.2,Iris-setosa
'\'(1.45-1.55]\'',1.489872,5.1,0.4,Iris-setosa
'\'(-inf-1.35]\'',1.259242,4.6,0.2,Iris-setosa
'\'(1.55-3.4]\'',0.567351,5.1,0.5,Iris-setosa
'\'(1.55-3.4]\'',0.797981,4.8,0.2,Iris-setosa
'\'(1.55-3.4]\'',-0.12454,5,0.2,Iris-setosa
'\'(1.55-3.4]\'',0.797981,5,0.4,Iris-setosa
'\'(1.45-1.55]\'',1.028611,5.2,0.2,Iris-setosa
'\'(1.35-1.45]\'',0.797981,5.2,0.2,Iris-setosa
'\'(1.55-3.4]\'',0.33672,4.7,0.2,Iris-setosa
'\'(1.55-3.4]\'',0.10609,4.8,0.2,Iris-setosa
'\'(1.45-1.55]\'',0.797981,5.4,0.4,Iris-setosa
'\'(1.45-1.55]\'',2.412393,5.2,0.1,Iris-setosa
'\'(1.35-1.45]\'',2.643024,5.5,0.2,Iris-setosa
'\'(1.45-1.55]\'',0.10609,4.9,0.1,Iris-setosa
'\'(-inf-1.35]\'',0.33672,5,0.2,Iris-setosa
'\'(-inf-1.35]\'',1.028611,5.5,0.2,Iris-setosa
'\'(1.45-1.55]\'',0.10609,4.9,0.1,Iris-setosa
'\'(-inf-1.35]\'',-0.12454,4.4,0.2,Iris-setosa
'\'(1.45-1.55]\'',0.797981,5.1,0.2,Iris-setosa
'\'(-inf-1.35]\'',1.028611,5,0.3,Iris-setosa
'\'(-inf-1.35]\'',-1.738953,4.5,0.3,Iris-setosa
'\'(-inf-1.35]\'',0.33672,4.4,0.2,Iris-setosa
'\'(1.55-3.4]\'',1.028611,5,0.6,Iris-setosa
'\'(1.55-3.4]\'',1.720502,5.1,0.4,Iris-setosa
'\'(1.35-1.45]\'',-0.12454,4.8,0.3,Iris-setosa
'\'(1.55-3.4]\'',1.720502,5.1,0.2,Iris-setosa
'\'(1.35-1.45]\'',0.33672,4.6,0.2,Iris-setosa
'\'(1.45-1.55]\'',1.489872,5.3,0.2,Iris-setosa
'\'(1.35-1.45]\'',0.567351,5,0.2,Iris-setosa
'\'(4.55-4.95]\'',0.33672,7,1.4,Iris-versicolor
'\'(4.15-4.55]\'',0.33672,6.4,1.5,Iris-versicolor
'\'(4.55-4.95]\'',0.10609,6.9,1.5,Iris-versicolor
'\'(3.4-4.15]\'',-1.738953,5.5,1.3,Iris-versicolor
'\'(4.55-4.95]\'',-0.585801,6.5,1.5,Iris-versicolor
'\'(4.15-4.55]\'',-0.585801,5.7,1.3,Iris-versicolor
'\'(4.55-4.95]\'',0.567351,6.3,1.6,Iris-versicolor
'\'(1.55-3.4]\'',-1.508322,4.9,1,Iris-versicolor
'\'(4.55-4.95]\'',-0.355171,6.6,1.3,Iris-versicolor
'\'(3.4-4.15]\'',-0.816431,5.2,1.4,Iris-versicolor
'\'(3.4-4.15]\'',-2.430844,5,1,Iris-versicolor
'\'(4.15-4.55]\'',-0.12454,5.9,1.5,Iris-versicolor
'\'(3.4-4.15]\'',-1.969583,6,1,Iris-versicolor
'\'(4.55-4.95]\'',-0.355171,6.1,1.4,Iris-versicolor
'\'(3.4-4.15]\'',-0.355171,5.6,1.3,Iris-versicolor
'\'(4.15-4.55]\'',0.10609,6.7,1.4,Iris-versicolor
'\'(4.15-4.55]\'',-0.12454,5.6,1.5,Iris-versicolor
'\'(3.4-4.15]\'',-0.816431,5.8,1,Iris-versicolor
'\'(4.15-4.55]\'',-1.969583,6.2,1.5,Iris-versicolor
'\'(3.4-4.15]\'',-1.277692,5.6,1.1,Iris-versicolor
'\'(4.55-4.95]\'',0.33672,5.9,1.8,Iris-versicolor
'\'(3.4-4.15]\'',-0.585801,6.1,1.3,Iris-versicolor
'\'(4.55-4.95]\'',-1.277692,6.3,1.5,Iris-versicolor
'\'(4.55-4.95]\'',-0.585801,6.1,1.2,Iris-versicolor
'\'(4.15-4.55]\'',-0.355171,6.4,1.3,Iris-versicolor
'\'(4.15-4.55]\'',-0.12454,6.6,1.4,Iris-versicolor
'\'(4.55-4.95]\'',-0.585801,6.8,1.4,Iris-versicolor
'\'(4.95-5.35]\'',-0.12454,6.7,1.7,Iris-versicolor
'\'(4.15-4.55]\'',-0.355171,6,1.5,Iris-versicolor
'\'(3.4-4.15]\'',-1.047062,5.7,1,Iris-versicolor
'\'(3.4-4.15]\'',-1.508322,5.5,1.1,Iris-versicolor
'\'(3.4-4.15]\'',-1.508322,5.5,1,Iris-versicolor
'\'(3.4-4.15]\'',-0.816431,5.8,1.2,Iris-versicolor
'\'(4.95-5.35]\'',-0.816431,6,1.6,Iris-versicolor
'\'(4.15-4.55]\'',-0.12454,5.4,1.5,Iris-versicolor
'\'(4.15-4.55]\'',0.797981,6,1.6,Iris-versicolor
'\'(4.55-4.95]\'',0.10609,6.7,1.5,Iris-versicolor
'\'(4.15-4.55]\'',-1.738953,6.3,1.3,Iris-versicolor
'\'(3.4-4.15]\'',-0.12454,5.6,1.3,Iris-versicolor
'\'(3.4-4.15]\'',-1.277692,5.5,1.3,Iris-versicolor
'\'(4.15-4.55]\'',-1.047062,5.5,1.2,Iris-versicolor
'\'(4.55-4.95]\'',-0.12454,6.1,1.4,Iris-versicolor
'\'(3.4-4.15]\'',-1.047062,5.8,1.2,Iris-versicolor
'\'(1.55-3.4]\'',-1.738953,5,1,Iris-versicolor
'\'(4.15-4.55]\'',-0.816431,5.6,1.3,Iris-versicolor
'\'(4.15-4.55]\'',-0.12454,5.7,1.2,Iris-versicolor
'\'(4.15-4.55]\'',-0.355171,5.7,1.3,Iris-versicolor
'\'(4.15-4.55]\'',-0.355171,6.2,1.3,Iris-versicolor
'\'(1.55-3.4]\'',-1.277692,5.1,1.1,Iris-versicolor
'\'(3.4-4.15]\'',-0.585801,5.7,1.3,Iris-versicolor
'\'(5.75-inf)\'',0.567351,6.3,2.5,Iris-virginica
'\'(4.95-5.35]\'',-0.816431,5.8,1.9,Iris-virginica
'\'(5.75-inf)\'',-0.12454,7.1,2.1,Iris-virginica
'\'(5.35-5.75]\'',-0.355171,6.3,1.8,Iris-virginica
'\'(5.75-inf)\'',-0.12454,6.5,2.2,Iris-virginica
'\'(5.75-inf)\'',-0.12454,7.6,2.1,Iris-virginica
'\'(4.15-4.55]\'',-1.277692,4.9,1.7,Iris-virginica
'\'(5.75-inf)\'',-0.355171,7.3,1.8,Iris-virginica
'\'(5.75-inf)\'',-1.277692,6.7,1.8,Iris-virginica
'\'(5.75-inf)\'',1.259242,7.2,2.5,Iris-virginica
'\'(4.95-5.35]\'',0.33672,6.5,2,Iris-virginica
'\'(4.95-5.35]\'',-0.816431,6.4,1.9,Iris-virginica
'\'(5.35-5.75]\'',-0.12454,6.8,2.1,Iris-virginica
'\'(4.95-5.35]\'',-1.277692,5.7,2,Iris-virginica
'\'(4.95-5.35]\'',-0.585801,5.8,2.4,Iris-virginica
'\'(4.95-5.35]\'',0.33672,6.4,2.3,Iris-virginica
'\'(5.35-5.75]\'',-0.12454,6.5,1.8,Iris-virginica
'\'(5.75-inf)\'',1.720502,7.7,2.2,Iris-virginica
'\'(5.75-inf)\'',-1.047062,7.7,2.3,Iris-virginica
'\'(4.95-5.35]\'',-1.969583,6,1.5,Iris-virginica
'\'(5.35-5.75]\'',0.33672,6.9,2.3,Iris-virginica
'\'(4.55-4.95]\'',-0.585801,5.6,2,Iris-virginica
'\'(5.75-inf)\'',-0.585801,7.7,2,Iris-virginica
'\'(4.55-4.95]\'',-0.816431,6.3,1.8,Iris-virginica
'\'(5.35-5.75]\'',0.567351,6.7,2.1,Iris-virginica
'\'(5.75-inf)\'',0.33672,7.2,1.8,Iris-virginica
'\'(4.55-4.95]\'',-0.585801,6.2,1.8,Iris-virginica
'\'(4.55-4.95]\'',-0.12454,6.1,1.8,Iris-virginica
'\'(5.35-5.75]\'',-0.585801,6.4,2.1,Iris-virginica
'\'(5.75-inf)\'',-0.12454,7.2,1.6,Iris-virginica
'\'(5.75-inf)\'',-0.585801,7.4,1.9,Iris-virginica
'\'(5.75-inf)\'',1.720502,7.9,2,Iris-virginica
'\'(5.35-5.75]\'',-0.585801,6.4,2.2,Iris-virginica
'\'(4.95-5.35]\'',-0.585801,6.3,1.5,Iris-virginica
'\'(5.35-5.75]\'',-1.047062,6.1,1.4,Iris-virginica
'\'(5.75-inf)\'',-0.12454,7.7,2.3,Iris-virginica
'\'(5.35-5.75]\'',0.797981,6.3,2.4,Iris-virginica
'\'(5.35-5.75]\'',0.10609,6.4,1.8,Iris-virginica
'\'(4.55-4.95]\'',-0.12454,6,1.8,Iris-virginica
'\'(5.35-5.75]\'',0.10609,6.9,2.1,Iris-virginica
'\'(5.35-5.75]\'',0.10609,6.7,2.4,Iris-virginica
'\'(4.95-5.35]\'',0.10609,6.9,2.3,Iris-virginica
'\'(4.95-5.35]\'',-0.816431,5.8,1.9,Iris-virginica
'\'(5.75-inf)\'',0.33672,6.8,2.3,Iris-virginica
'\'(5.35-5.75]\'',0.567351,6.7,2.5,Iris-virginica
'\'(4.95-5.35]\'',-0.12454,6.7,2.3,Iris-virginica
'\'(4.95-5.35]\'',-1.277692,6.3,1.9,Iris-virginica
'\'(4.95-5.35]\'',-0.12454,6.5,2,Iris-virginica
'\'(5.35-5.75]\'',0.797981,6.2,2.3,Iris-virginica
'\'(4.95-5.35]\'',-0.12454,5.9,1.8,Iris-virginica
