@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,1.489872,5.3,1.5,Iris-setosa
0.041667,0.567351,5,1.4,Iris-setosa
0.541667,0.33672,7,4.7,Iris-versicolor
0.583333,0.33672,6.4,4.5,Iris-versicolor
0.583333,0.10609,6.9,4.9,Iris-versicolor
0.5,-1.738953,5.5,4,Iris-versicolor
0.583333,-0.585801,6.5,4.6,Iris-versicolor
0.5,-0.585801,5.7,4.5,Iris-versicolor
0.625,0.567351,6.3,4.7,Iris-versicolor
0.375,-1.508322,4.9,3.3,Iris-versicolor
0.5,-0.355171,6.6,4.6,Iris-versicolor
0.541667,-0.816431,5.2,3.9,Iris-versicolor
0.375,-2.430844,5,3.5,Iris-versicolor
0.583333,-0.12454,5.9,4.2,Iris-versicolor
0.375,-1.969583,6,4,Iris-versicolor
0.541667,-0.355171,6.1,4.7,Iris-versicolor
0.5,-0.355171,5.6,3.6,Iris-versicolor
0.541667,0.10609,6.7,4.4,Iris-versicolor
0.583333,-0.12454,5.6,4.5,Iris-versicolor
0.375,-0.816431,5.8,4.1,Iris-versicolor
0.583333,-1.969583,6.2,4.5,Iris-versicolor
0.416667,-1.277692,5.6,3.9,Iris-versicolor
0.708333,0.33672,5.9,4.8,Iris-versicolor
0.5,-0.585801,6.1,4,Iris-versicolor
0.583333,-1.277692,6.3,4.9,Iris-versicolor
0.458333,-0.585801,6.1,4.7,Iris-versicolor
0.5,-0.355171,6.4,4.3,Iris-versicolor
0.541667,-0.12454,6.6,4.4,Iris-versicolor
0.541667,-0.585801,6.8,4.8,Iris-versicolor
0.666667,-0.12454,6.7,5,Iris-versicolor
0.583333,-0.355171,6,4.5,Iris-versicolor
0.375,-1.047062,5.7,3.5,Iris-versicolor
0.416667,-1.508322,5.5,3.8,Iris-versicolor
0.375,-1.508322,5.5,3.7,Iris-versicolor
0.458333,-0.816431,5.8,3.9,Iris-versicolor
0.625,-0.816431,6,5.1,Iris-versicolor
0.583333,-0.12454,5.4,4.5,Iris-versicolor
0.625,0.797981,6,4.5,Iris-versicolor
0.583333,0.10609,6.7,4.7,Iris-versicolor
0.5,-1.738953,6.3,4.4,Iris-versicolor
0.5,-0.12454,5.6,4.1,Iris-versicolor
0.5,-1.277692,5.5,4,Iris-versicolor
0.458333,-1.047062,5.5,4.4,Iris-versicolor
0.541667,-0.12454,6.1,4.6,Iris-versicolor
0.458333,-1.047062,5.8,4,Iris-versicolor
0.375,-1.738953,5,3.3,Iris-versicolor
0.5,-0.816431,5.6,4.2,Iris-versicolor
0.458333,-0.12454,5.7,4.2,Iris-versicolor
0.5,-0.355171,5.7,4.2,Iris-versicolor
0.5,-0.355171,6.2,4.3,Iris-versicolor
0.416667,-1.277692,5.1,3,Iris-versicolor
0.5,-0.585801,5.7,4.1,Iris-versicolor
1,0.567351,6.3,6,Iris-virginica
0.75,-0.816431,5.8,5.1,Iris-virginica
0.833333,-0.12454,7.1,5.9,Iris-virginica
0.708333,-0.355171,6.3,5.6,Iris-virginica
0.875,-0.12454,6.5,5.8,Iris-virginica
0.833333,-0.12454,7.6,6.6,Iris-virginica
0.666667,-1.277692,4.9,4.5,Iris-virginica
0.708333,-0.355171,7.3,6.3,Iris-virginica
0.708333,-1.277692,6.7,5.8,Iris-virginica
1,1.259242,7.2,6.1,Iris-virginica
0.791667,0.33672,6.5,5.1,Iris-virginica
0.75,-0.816431,6.4,5.3,Iris-virginica
0.833333,-0.12454,6.8,5.5,Iris-virginica
0.791667,-1.277692,5.7,5,Iris-virginica
0.958333,-0.585801,5.8,5.1,Iris-virginica
0.916667,0.33672,6.4,5.3,Iris-virginica
0.708333,-0.12454,6.5,5.5,Iris-virginica
0.875,1.720502,7.7,6.7,Iris-virginica
0.916667,-1.047062,7.7,6.9,Iris-virginica
0.583333,-1.969583,6,5,Iris-virginica
0.916667,0.33672,6.9,5.7,Iris-virginica
0.791667,-0.585801,5.6,4.9,Iris-virginica
0.791667,-0.585801,7.7,6.7,Iris-virginica
0.708333,-0.816431,6.3,4.9,Iris-virginica
0.833333,0.567351,6.7,5.7,Iris-virginica
0.708333,0.33672,7.2,6,Iris-virginica
0.708333,-0.585801,6.2,4.8,Iris-virginica
0.708333,-0.12454,6.1,4.9,Iris-virginica
0.833333,-0.585801,6.4,5.6,Iris-virginica
0.625,-0.12454,7.2,5.8,Iris-virginica
0.75,-0.585801,7.4,6.1,Iris-virginica
0.791667,1.720502,7.9,6.4,Iris-virginica
0.875,-0.585801,6.4,5.6,Iris-virginica
0.583333,-0.585801,6.3,5.1,Iris-virginica
0.541667,-1.047062,6.1,5.6,Iris-virginica
0.916667,-0.12454,7.7,6.1,Iris-virginica
0.958333,0.797981,6.3,5.6,Iris-virginica
0.708333,0.10609,6.4,5.5,Iris-virginica
0.708333,-0.12454,6,4.8,Iris-virginica
0.833333,0.10609,6.9,5.4,Iris-virginica
0.958333,0.10609,6.7,5.6,Iris-virginica
0.916667,0.10609,6.9,5.1,Iris-virginica
0.75,-0.816431,5.8,5.1,Iris-virginica
0.916667,0.33672,6.8,5.9,Iris-virginica
1,0.567351,6.7,5.7,Iris-virginica
0.916667,-0.12454,6.7,5.2,Iris-virginica
0.75,-1.277692,6.3,5,Iris-virginica
0.791667,-0.12454,6.5,5.2,Iris-virginica
0.916667,0.797981,6.2,5.4,Iris-virginica
0.708333,-0.12454,5.9,5.1,Iris-virginica
