@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.45]\'','\'(0.45-1.15]\'','\'(1.15-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.15-1.35]\'','\'(5.75-6.05]\'','\'(3.4-4.15]\'',2.6,Iris-versicolor
'\'(0.45-1.15]\'','\'(4.85-5.05]\'','\'(1.55-3.4]\'',2.3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'','\'(4.15-4.55]\'',2.7,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'','\'(4.15-4.55]\'',3,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'','\'(4.15-4.55]\'',2.9,Iris-versicolor
'\'(1.15-1.35]\'','\'(6.05-6.35]\'','\'(4.15-4.55]\'',2.9,Iris-versicolor
'\'(0.45-1.15]\'','\'(5.05-5.35]\'','\'(1.55-3.4]\'',2.5,Iris-versicolor
'\'(1.15-1.35]\'','\'(5.55-5.75]\'','\'(3.4-4.15]\'',2.8,Iris-versicolor
'\'(2.25-inf)\'','\'(6.05-6.35]\'','\'(5.75-inf)\'',3.3,Iris-virginica
'\'(1.85-2.05]\'','\'(5.75-6.05]\'','\'(4.95-5.35]\'',2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'','\'(5.35-5.75]\'',2.9,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'','\'(5.75-inf)\'',3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3,Iris-virginica
'\'(1.55-1.85]\'','\'(4.85-5.05]\'','\'(4.15-4.55]\'',2.5,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',2.9,Iris-virginica
'\'(1.55-1.85]\'','\'(6.65-6.95]\'','\'(5.75-inf)\'',2.5,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3.6,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'','\'(4.95-5.35]\'',3.2,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'','\'(4.95-5.35]\'',2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3,Iris-virginica
'\'(1.85-2.05]\'','\'(5.55-5.75]\'','\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(2.25-inf)\'','\'(5.75-6.05]\'','\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(2.25-inf)\'','\'(6.35-6.65]\'','\'(4.95-5.35]\'',3.2,Iris-virginica
'\'(1.55-1.85]\'','\'(6.35-6.65]\'','\'(5.35-5.75]\'',3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'','\'(5.75-inf)\'',2.6,Iris-virginica
'\'(1.35-1.55]\'','\'(5.75-6.05]\'','\'(4.95-5.35]\'',2.2,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3.2,Iris-virginica
'\'(1.85-2.05]\'','\'(5.55-5.75]\'','\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'','\'(4.55-4.95]\'',2.7,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3.2,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'','\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.05-6.35]\'','\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'','\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.55-1.85]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.85-2.05]\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.05-2.25]\'','\'(6.35-6.65]\'','\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.35-1.55]\'','\'(6.05-6.35]\'','\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(1.35-1.55]\'','\'(6.05-6.35]\'','\'(5.35-5.75]\'',2.6,Iris-virginica
'\'(2.25-inf)\'','\'(6.95-inf)\'','\'(5.75-inf)\'',3,Iris-virginica
'\'(2.25-inf)\'','\'(6.05-6.35]\'','\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.55-1.85]\'','\'(6.35-6.65]\'','\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(1.55-1.85]\'','\'(5.75-6.05]\'','\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.05-2.25]\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'','\'(4.95-5.35]\'',3.1,Iris-virginica
?,'\'(5.75-6.05]\'','\'(4.95-5.35]\'',?,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'','\'(5.75-inf)\'',3.2,Iris-virginica
'\'(2.25-inf)\'','\'(6.65-6.95]\'','\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(2.25-inf)\'',?,'\'(4.95-5.35]\'',3,Iris-virginica
'\'(1.85-2.05]\'',?,'\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(1.85-2.05]\'','\'(6.35-6.65]\'','\'(4.95-5.35]\'',3,Iris-virginica
'\'(2.25-inf)\'',?,'\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.55-1.85]\'','\'(5.75-6.05]\'','\'(4.95-5.35]\'',3,Iris-virginica
