@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.138879,'\'(5.38-5.74]\'',0.508475,2.5,Iris-versicolor
0.007911,'\'(5.38-5.74]\'',0.576271,2.6,Iris-versicolor
0.269846,'\'(5.74-6.1]\'',0.610169,3,Iris-versicolor
0.007911,'\'(5.74-6.1]\'',0.508475,2.6,Iris-versicolor
-0.254025,'\'(4.66-5.02]\'',0.389831,2.3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'',0.542373,2.7,Iris-versicolor
0.007911,'\'(5.38-5.74]\'',0.542373,3,Iris-versicolor
0.138879,'\'(5.38-5.74]\'',0.542373,2.9,Iris-versicolor
0.138879,'\'(6.1-6.46]\'',0.559322,2.9,Iris-versicolor
-0.123057,'\'(5.02-5.38]\'',0.338983,2.5,Iris-versicolor
0.138879,'\'(5.38-5.74]\'',0.525424,2.8,Iris-versicolor
1.710491,'\'(6.1-6.46]\'',0.847458,3.3,Iris-virginica
0.924685,'\'(5.74-6.1]\'',0.694915,2.7,Iris-virginica
1.18662,'\'(6.82-7.18]\'',0.830508,3,Iris-virginica
0.793717,'\'(6.1-6.46]\'',0.779661,2.9,Iris-virginica
1.317588,'\'(6.46-6.82]\'',0.813559,3,Iris-virginica
1.18662,'\'(7.54-inf)\'',0.949153,3,Iris-virginica
0.662749,'\'(4.66-5.02]\'',0.59322,2.5,Iris-virginica
0.793717,'\'(7.18-7.54]\'',0.898305,2.9,Iris-virginica
0.793717,'\'(6.46-6.82]\'',0.813559,2.5,Iris-virginica
1.710491,'\'(7.18-7.54]\'',0.864407,3.6,Iris-virginica
1.055653,'\'(6.46-6.82]\'',0.694915,3.2,Iris-virginica
0.924685,'\'(6.1-6.46]\'',0.728814,2.7,Iris-virginica
1.18662,'\'(6.46-6.82]\'',0.762712,3,Iris-virginica
1.055653,'\'(5.38-5.74]\'',0.677966,2.5,Iris-virginica
1.579524,'\'(5.74-6.1]\'',0.694915,2.8,Iris-virginica
1.448556,'\'(6.1-6.46]\'',0.728814,3.2,Iris-virginica
0.793717,'\'(6.46-6.82]\'',0.762712,3,Iris-virginica
1.317588,'\'(7.54-inf)\'',0.966102,3.8,Iris-virginica
1.448556,'\'(7.54-inf)\'',1,2.6,Iris-virginica
0.400814,'\'(5.74-6.1]\'',0.677966,2.2,Iris-virginica
1.448556,'\'(6.82-7.18]\'',0.79661,3.2,Iris-virginica
1.055653,'\'(5.38-5.74]\'',0.661017,2.8,Iris-virginica
1.055653,'\'(7.54-inf)\'',0.966102,2.8,Iris-virginica
0.793717,'\'(6.1-6.46]\'',0.661017,2.7,Iris-virginica
1.18662,'\'(6.46-6.82]\'',0.79661,3.3,Iris-virginica
0.793717,'\'(7.18-7.54]\'',0.847458,3.2,Iris-virginica
0.793717,'\'(6.1-6.46]\'',0.644068,2.8,Iris-virginica
0.793717,'\'(5.74-6.1]\'',0.661017,3,Iris-virginica
1.18662,'\'(6.1-6.46]\'',0.779661,2.8,Iris-virginica
0.531782,'\'(7.18-7.54]\'',0.813559,3,Iris-virginica
0.924685,'\'(7.18-7.54]\'',0.864407,2.8,Iris-virginica
1.055653,'\'(7.54-inf)\'',0.915254,3.8,Iris-virginica
1.317588,'\'(6.1-6.46]\'',0.779661,2.8,Iris-virginica
0.400814,'\'(6.1-6.46]\'',0.694915,2.8,Iris-virginica
0.269846,'\'(5.74-6.1]\'',0.779661,2.6,Iris-virginica
1.448556,'\'(7.54-inf)\'',0.864407,3,Iris-virginica
1.579524,'\'(6.1-6.46]\'',0.779661,3.4,Iris-virginica
0.793717,'\'(6.1-6.46]\'',0.762712,3.1,Iris-virginica
0.793717,'\'(5.74-6.1]\'',0.644068,3,Iris-virginica
1.18662,'\'(6.82-7.18]\'',0.745763,3.1,Iris-virginica
1.579524,'\'(6.46-6.82]\'',0.779661,3.1,Iris-virginica
1.448556,'\'(6.82-7.18]\'',0.694915,3.1,Iris-virginica
?,'\'(5.74-6.1]\'',0.694915,?,Iris-virginica
1.448556,'\'(6.46-6.82]\'',0.830508,3.2,Iris-virginica
1.710491,'\'(6.46-6.82]\'',0.79661,3.3,Iris-virginica
1.448556,?,0.711864,3,Iris-virginica
0.924685,?,0.677966,2.5,Iris-virginica
1.055653,'\'(6.46-6.82]\'',0.711864,3,Iris-virginica
1.448556,?,0.745763,3.4,Iris-virginica
0.793717,'\'(5.74-6.1]\'',0.694915,3,Iris-virginica
