@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(6.95-inf)\'',0.864407,3.6,2.5,Iris-virginica
'\'(6.35-6.65]\'',0.694915,3.2,2,Iris-virginica
'\'(6.35-6.65]\'',0.728814,2.7,1.9,Iris-virginica
'\'(6.65-6.95]\'',0.762712,3,2.1,Iris-virginica
'\'(5.55-5.75]\'',0.677966,2.5,2,Iris-virginica
'\'(5.75-6.05]\'',0.694915,2.8,2.4,Iris-virginica
'\'(6.35-6.65]\'',0.728814,3.2,2.3,Iris-virginica
'\'(6.35-6.65]\'',0.762712,3,1.8,Iris-virginica
'\'(6.95-inf)\'',0.966102,3.8,2.2,Iris-virginica
'\'(6.95-inf)\'',1,2.6,2.3,Iris-virginica
'\'(5.75-6.05]\'',0.677966,2.2,1.5,Iris-virginica
'\'(6.65-6.95]\'',0.79661,3.2,2.3,Iris-virginica
'\'(5.55-5.75]\'',0.661017,2.8,2,Iris-virginica
'\'(6.95-inf)\'',0.966102,2.8,2,Iris-virginica
'\'(6.05-6.35]\'',0.661017,2.7,1.8,Iris-virginica
'\'(6.65-6.95]\'',0.79661,3.3,2.1,Iris-virginica
'\'(6.95-inf)\'',0.847458,3.2,1.8,Iris-virginica
'\'(6.05-6.35]\'',0.644068,2.8,1.8,Iris-virginica
'\'(6.05-6.35]\'',0.661017,3,1.8,Iris-virginica
'\'(6.35-6.65]\'',0.779661,2.8,2.1,Iris-virginica
'\'(6.95-inf)\'',0.813559,3,1.6,Iris-virginica
'\'(6.95-inf)\'',0.864407,2.8,1.9,Iris-virginica
'\'(6.95-inf)\'',0.915254,3.8,2,Iris-virginica
'\'(6.35-6.65]\'',0.779661,2.8,2.2,Iris-virginica
'\'(6.05-6.35]\'',0.694915,2.8,1.5,Iris-virginica
'\'(6.05-6.35]\'',0.779661,2.6,1.4,Iris-virginica
'\'(6.95-inf)\'',0.864407,3,2.3,Iris-virginica
'\'(6.05-6.35]\'',0.779661,3.4,2.4,Iris-virginica
'\'(6.35-6.65]\'',0.762712,3.1,1.8,Iris-virginica
'\'(5.75-6.05]\'',0.644068,3,1.8,Iris-virginica
'\'(6.65-6.95]\'',0.745763,3.1,2.1,Iris-virginica
'\'(6.65-6.95]\'',0.779661,3.1,2.4,Iris-virginica
'\'(6.65-6.95]\'',0.694915,3.1,2.3,Iris-virginica
'\'(5.75-6.05]\'',0.694915,?,?,Iris-virginica
'\'(6.65-6.95]\'',0.830508,3.2,2.3,Iris-virginica
'\'(6.65-6.95]\'',0.79661,3.3,2.5,Iris-virginica
?,0.711864,3,2.3,Iris-virginica
?,0.677966,2.5,1.9,Iris-virginica
'\'(6.35-6.65]\'',0.711864,3,2,Iris-virginica
?,0.745763,3.4,2.3,Iris-virginica
'\'(5.75-6.05]\'',0.694915,3,1.8,Iris-virginica
