@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf--1.125145]\'','\'(-1.125145--0.810664]\'','\'(-0.810664--0.496182]\'','\'(-0.496182--0.1817]\'','\'(-0.1817-0.132781]\'','\'(0.132781-0.447263]\'','\'(0.447263-0.761744]\'','\'(0.761744-1.076226]\'','\'(1.076226-1.390707]\'','\'(1.390707-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.35-5.55]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',4,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.132781-0.447263]\'','\'(2.75-2.85]\'',4.6,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.75-2.85]\'',4.5,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.447263-0.761744]\'','\'(3.25-3.45]\'',4.7,Iris-versicolor
'\'(4.85-5.05]\'','\'(-0.496182--0.1817]\'','\'(-inf-2.55]\'',3.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(-0.1817-0.132781]\'','\'(2.85-2.95]\'',4.6,Iris-versicolor
'\'(5.05-5.35]\'','\'(0.132781-0.447263]\'','\'(2.55-2.75]\'',3.9,Iris-versicolor
'\'(4.85-5.05]\'','\'(-0.496182--0.1817]\'','\'(-inf-2.55]\'',3.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.132781-0.447263]\'','\'(2.95-3.05]\'',4.2,Iris-versicolor
'\'(5.75-6.05]\'','\'(-0.496182--0.1817]\'','\'(-inf-2.55]\'',4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(2.85-2.95]\'',4.7,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.85-2.95]\'',3.6,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.132781-0.447263]\'','\'(3.05-3.15]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.132781-0.447263]\'','\'(2.95-3.05]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(-0.496182--0.1817]\'','\'(2.55-2.75]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(-inf-2.55]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.761744-1.076226]\'','\'(3.15-3.25]\'',4.8,Iris-versicolor
'\'(6.05-6.35]\'','\'(-0.1817-0.132781]\'','\'(2.75-2.85]\'',4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(-inf-2.55]\'',4.9,Iris-versicolor
'\'(6.05-6.35]\'','\'(-0.1817-0.132781]\'','\'(2.75-2.85]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(-0.1817-0.132781]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.132781-0.447263]\'','\'(2.95-3.05]\'',4.4,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.132781-0.447263]\'','\'(2.75-2.85]\'',4.8,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.447263-0.761744]\'','\'(2.95-3.05]\'',5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.132781-0.447263]\'','\'(2.85-2.95]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.496182--0.1817]\'','\'(2.55-2.75]\'',3.5,Iris-versicolor
'\'(5.35-5.55]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',3.8,Iris-versicolor
'\'(5.35-5.55]\'','\'(-0.496182--0.1817]\'','\'(-inf-2.55]\'',3.7,Iris-versicolor
'\'(5.75-6.05]\'','\'(-0.1817-0.132781]\'','\'(2.55-2.75]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.447263-0.761744]\'','\'(2.55-2.75]\'',5.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.132781-0.447263]\'','\'(2.95-3.05]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.447263-0.761744]\'','\'(3.25-3.45]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.132781-0.447263]\'','\'(3.05-3.15]\'',4.7,Iris-versicolor
'\'(6.05-6.35]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.95-3.05]\'',4.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',4,Iris-versicolor
'\'(5.35-5.55]\'','\'(-0.1817-0.132781]\'','\'(2.55-2.75]\'',4.4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(2.95-3.05]\'',4.6,Iris-versicolor
'\'(5.75-6.05]\'','\'(-0.1817-0.132781]\'','\'(2.55-2.75]\'',4,Iris-versicolor
'\'(4.85-5.05]\'','\'(-0.496182--0.1817]\'','\'(-inf-2.55]\'',3.3,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.55-2.75]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.95-3.05]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.85-2.95]\'',4.2,Iris-versicolor
'\'(6.05-6.35]\'','\'(-0.1817-0.132781]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(5.05-5.35]\'','\'(-0.1817-0.132781]\'','\'(-inf-2.55]\'',3,Iris-versicolor
'\'(5.55-5.75]\'','\'(-0.1817-0.132781]\'','\'(2.75-2.85]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(1.390707-inf)\'','\'(3.25-3.45]\'',6,Iris-virginica
'\'(5.75-6.05]\'','\'(0.761744-1.076226]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.95-inf)\'','\'(1.076226-1.390707]\'','\'(2.95-3.05]\'',5.9,Iris-virginica
'\'(6.05-6.35]\'','\'(0.761744-1.076226]\'','\'(2.85-2.95]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(1.076226-1.390707]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(1.076226-1.390707]\'','\'(2.95-3.05]\'',6.6,Iris-virginica
'\'(4.85-5.05]\'','\'(0.447263-0.761744]\'','\'(-inf-2.55]\'',4.5,Iris-virginica
'\'(6.95-inf)\'','\'(0.761744-1.076226]\'','\'(2.85-2.95]\'',6.3,Iris-virginica
'\'(6.65-6.95]\'','\'(0.761744-1.076226]\'','\'(-inf-2.55]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(1.390707-inf)\'','\'(3.45-3.75]\'',6.1,Iris-virginica
'\'(6.35-6.65]\'','\'(0.761744-1.076226]\'','\'(3.15-3.25]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(0.761744-1.076226]\'','\'(2.55-2.75]\'',5.3,Iris-virginica
'\'(6.65-6.95]\'','\'(1.076226-1.390707]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(5.55-5.75]\'','\'(0.761744-1.076226]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(5.75-6.05]\'','\'(1.390707-inf)\'','\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(1.390707-inf)\'','\'(3.15-3.25]\'',5.3,Iris-virginica
'\'(6.35-6.65]\'','\'(0.761744-1.076226]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(6.95-inf)\'','\'(1.076226-1.390707]\'','\'(3.75-inf)\'',6.7,Iris-virginica
'\'(6.95-inf)\'','\'(1.390707-inf)\'','\'(2.55-2.75]\'',6.9,Iris-virginica
'\'(5.75-6.05]\'','\'(0.132781-0.447263]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(3.15-3.25]\'',5.7,Iris-virginica
'\'(5.55-5.75]\'','\'(0.761744-1.076226]\'','\'(2.75-2.85]\'',4.9,Iris-virginica
'\'(6.95-inf)\'','\'(0.761744-1.076226]\'','\'(2.75-2.85]\'',6.7,Iris-virginica
'\'(6.05-6.35]\'','\'(0.761744-1.076226]\'','\'(2.55-2.75]\'',4.9,Iris-virginica
'\'(6.65-6.95]\'','\'(1.076226-1.390707]\'','\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(6.95-inf)\'','\'(0.761744-1.076226]\'','\'(3.15-3.25]\'',6,Iris-virginica
'\'(6.05-6.35]\'','\'(0.761744-1.076226]\'','\'(2.75-2.85]\'',4.8,Iris-virginica
'\'(6.05-6.35]\'','\'(0.761744-1.076226]\'','\'(2.95-3.05]\'',4.9,Iris-virginica
'\'(6.35-6.65]\'','\'(1.076226-1.390707]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(6.95-inf)\'','\'(0.447263-0.761744]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(0.761744-1.076226]\'','\'(2.75-2.85]\'',6.1,Iris-virginica
'\'(6.95-inf)\'','\'(0.761744-1.076226]\'','\'(3.75-inf)\'',6.4,Iris-virginica
'\'(6.35-6.65]\'','\'(1.076226-1.390707]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(6.05-6.35]\'','\'(0.132781-0.447263]\'','\'(2.55-2.75]\'',5.6,Iris-virginica
'\'(6.95-inf)\'','\'(1.390707-inf)\'','\'(2.95-3.05]\'',6.1,Iris-virginica
'\'(6.05-6.35]\'','\'(1.390707-inf)\'','\'(3.25-3.45]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(0.761744-1.076226]\'','\'(3.05-3.15]\'',5.5,Iris-virginica
'\'(5.75-6.05]\'','\'(0.761744-1.076226]\'','\'(2.95-3.05]\'',4.8,Iris-virginica
'\'(6.65-6.95]\'','\'(1.076226-1.390707]\'','\'(3.05-3.15]\'',5.4,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(3.05-3.15]\'',5.6,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(3.05-3.15]\'',5.1,Iris-virginica
'\'(5.75-6.05]\'','\'(0.761744-1.076226]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(3.15-3.25]\'',5.9,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(6.65-6.95]\'','\'(1.390707-inf)\'','\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(0.761744-1.076226]\'','\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.35-6.65]\'','\'(0.761744-1.076226]\'','\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(1.390707-inf)\'','\'(3.25-3.45]\'',5.4,Iris-virginica
'\'(5.75-6.05]\'','\'(0.761744-1.076226]\'','\'(2.95-3.05]\'',5.1,Iris-virginica
