@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,'\'(0.1-0.2]\'',5.1,3.8,Iris-setosa
0.041667,'\'(-inf-0.1]\'',4.6,3.2,Iris-setosa
0.041667,'\'(-inf-0.1]\'',5.3,3.7,Iris-setosa
0.041667,'\'(-inf-0.1]\'',5,3.3,Iris-setosa
0.541667,'\'(0.6-0.7]\'',7,3.2,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',6.4,3.2,Iris-versicolor
0.583333,'\'(0.6-0.7]\'',6.9,3.1,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.5,2.3,Iris-versicolor
0.583333,'\'(0.6-0.7]\'',6.5,2.8,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.7,2.8,Iris-versicolor
0.625,'\'(0.6-0.7]\'',6.3,3.3,Iris-versicolor
0.375,'\'(0.3-0.4]\'',4.9,2.4,Iris-versicolor
0.5,'\'(0.6-0.7]\'',6.6,2.9,Iris-versicolor
0.541667,'\'(0.4-0.5]\'',5.2,2.7,Iris-versicolor
0.375,'\'(0.4-0.5]\'',5,2,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',5.9,3,Iris-versicolor
0.375,'\'(0.5-0.6]\'',6,2.2,Iris-versicolor
0.541667,'\'(0.6-0.7]\'',6.1,2.9,Iris-versicolor
0.5,'\'(0.4-0.5]\'',5.6,2.9,Iris-versicolor
0.541667,'\'(0.5-0.6]\'',6.7,3.1,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',5.6,3,Iris-versicolor
0.375,'\'(0.5-0.6]\'',5.8,2.7,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',6.2,2.2,Iris-versicolor
0.416667,'\'(0.4-0.5]\'',5.6,2.5,Iris-versicolor
0.708333,'\'(0.6-0.7]\'',5.9,3.2,Iris-versicolor
0.5,'\'(0.5-0.6]\'',6.1,2.8,Iris-versicolor
0.583333,'\'(0.6-0.7]\'',6.3,2.5,Iris-versicolor
0.458333,'\'(0.6-0.7]\'',6.1,2.8,Iris-versicolor
0.5,'\'(0.5-0.6]\'',6.4,2.9,Iris-versicolor
0.541667,'\'(0.5-0.6]\'',6.6,3,Iris-versicolor
0.541667,'\'(0.6-0.7]\'',6.8,2.8,Iris-versicolor
0.666667,'\'(0.6-0.7]\'',6.7,3,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',6,2.9,Iris-versicolor
0.375,'\'(0.4-0.5]\'',5.7,2.6,Iris-versicolor
0.416667,'\'(0.4-0.5]\'',5.5,2.4,Iris-versicolor
0.375,'\'(0.4-0.5]\'',5.5,2.4,Iris-versicolor
0.458333,'\'(0.4-0.5]\'',5.8,2.7,Iris-versicolor
0.625,'\'(0.6-0.7]\'',6,2.7,Iris-versicolor
0.583333,'\'(0.5-0.6]\'',5.4,3,Iris-versicolor
0.625,'\'(0.5-0.6]\'',6,3.4,Iris-versicolor
0.583333,'\'(0.6-0.7]\'',6.7,3.1,Iris-versicolor
0.5,'\'(0.5-0.6]\'',6.3,2.3,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.6,3,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.5,2.5,Iris-versicolor
0.458333,'\'(0.5-0.6]\'',5.5,2.6,Iris-versicolor
0.541667,'\'(0.6-0.7]\'',6.1,3,Iris-versicolor
0.458333,'\'(0.5-0.6]\'',5.8,2.6,Iris-versicolor
0.375,'\'(0.3-0.4]\'',5,2.3,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.6,2.7,Iris-versicolor
0.458333,'\'(0.5-0.6]\'',5.7,3,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.7,2.9,Iris-versicolor
0.5,'\'(0.5-0.6]\'',6.2,2.9,Iris-versicolor
0.416667,'\'(0.3-0.4]\'',5.1,2.5,Iris-versicolor
0.5,'\'(0.5-0.6]\'',5.7,2.8,Iris-versicolor
1,'\'(0.8-0.9]\'',6.3,3.3,Iris-virginica
0.75,'\'(0.6-0.7]\'',5.8,2.7,Iris-virginica
0.833333,'\'(0.8-0.9]\'',7.1,3,Iris-virginica
0.708333,'\'(0.7-0.8]\'',6.3,2.9,Iris-virginica
0.875,'\'(0.8-0.9]\'',6.5,3,Iris-virginica
0.833333,'\'(0.9-inf)\'',7.6,3,Iris-virginica
0.666667,'\'(0.5-0.6]\'',4.9,2.5,Iris-virginica
0.708333,'\'(0.8-0.9]\'',7.3,2.9,Iris-virginica
0.708333,'\'(0.8-0.9]\'',6.7,2.5,Iris-virginica
1,'\'(0.8-0.9]\'',7.2,3.6,Iris-virginica
0.791667,'\'(0.6-0.7]\'',6.5,3.2,Iris-virginica
0.75,'\'(0.7-0.8]\'',6.4,2.7,Iris-virginica
0.833333,'\'(0.7-0.8]\'',6.8,3,Iris-virginica
0.791667,'\'(0.6-0.7]\'',5.7,2.5,Iris-virginica
0.958333,'\'(0.6-0.7]\'',5.8,2.8,Iris-virginica
0.916667,'\'(0.7-0.8]\'',6.4,3.2,Iris-virginica
0.708333,'\'(0.7-0.8]\'',6.5,3,Iris-virginica
0.875,'\'(0.9-inf)\'',7.7,3.8,Iris-virginica
0.916667,'\'(0.9-inf)\'',7.7,2.6,Iris-virginica
0.583333,'\'(0.6-0.7]\'',6,2.2,Iris-virginica
0.916667,'\'(0.7-0.8]\'',6.9,3.2,Iris-virginica
0.791667,'\'(0.6-0.7]\'',5.6,2.8,Iris-virginica
0.791667,'\'(0.9-inf)\'',7.7,2.8,Iris-virginica
0.708333,'\'(0.6-0.7]\'',6.3,2.7,Iris-virginica
0.833333,'\'(0.7-0.8]\'',6.7,3.3,Iris-virginica
0.708333,'\'(0.8-0.9]\'',7.2,3.2,Iris-virginica
0.708333,'\'(0.6-0.7]\'',6.2,2.8,Iris-virginica
0.708333,'\'(0.6-0.7]\'',6.1,3,Iris-virginica
0.833333,'\'(0.7-0.8]\'',6.4,2.8,Iris-virginica
0.625,'\'(0.8-0.9]\'',7.2,3,Iris-virginica
0.75,'\'(0.8-0.9]\'',7.4,2.8,Iris-virginica
0.791667,'\'(0.9-inf)\'',7.9,3.8,Iris-virginica
0.875,'\'(0.7-0.8]\'',6.4,2.8,Iris-virginica
0.583333,'\'(0.6-0.7]\'',6.3,2.8,Iris-virginica
0.541667,'\'(0.7-0.8]\'',6.1,2.6,Iris-virginica
0.916667,'\'(0.8-0.9]\'',7.7,3,Iris-virginica
0.958333,'\'(0.7-0.8]\'',6.3,3.4,Iris-virginica
0.708333,'\'(0.7-0.8]\'',6.4,3.1,Iris-virginica
0.708333,'\'(0.6-0.7]\'',6,3,Iris-virginica
0.833333,'\'(0.7-0.8]\'',6.9,3.1,Iris-virginica
0.958333,'\'(0.7-0.8]\'',6.7,3.1,Iris-virginica
0.916667,'\'(0.6-0.7]\'',6.9,3.1,Iris-virginica
0.75,'\'(0.6-0.7]\'',5.8,2.7,Iris-virginica
0.916667,'\'(0.8-0.9]\'',6.8,3.2,Iris-virginica
1,'\'(0.7-0.8]\'',6.7,3.3,Iris-virginica
0.916667,'\'(0.7-0.8]\'',6.7,3,Iris-virginica
0.75,'\'(0.6-0.7]\'',6.3,2.5,Iris-virginica
0.791667,'\'(0.7-0.8]\'',6.5,3,Iris-virginica
0.916667,'\'(0.7-0.8]\'',6.2,3.4,Iris-virginica
0.708333,'\'(0.6-0.7]\'',5.9,3,Iris-virginica
