@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf--1.125145]\'','\'(-1.125145--0.810664]\'','\'(-0.810664--0.496182]\'','\'(-0.496182--0.1817]\'','\'(-0.1817-0.132781]\'','\'(0.132781-0.447263]\'','\'(0.447263-0.761744]\'','\'(0.761744-1.076226]\'','\'(1.076226-1.390707]\'','\'(1.390707-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-4.66]\'','\'(-inf--1.125145]\'',-1.738953,1.3,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf--1.125145]\'',0.33672,1.3,Iris-setosa
'\'(4.66-5.02]\'','\'(-0.810664--0.496182]\'',1.028611,1.6,Iris-setosa
'\'(5.02-5.38]\'','\'(-1.125145--0.810664]\'',1.720502,1.9,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf--1.125145]\'',-0.12454,1.4,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf--1.125145]\'',1.720502,1.6,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf--1.125145]\'',0.33672,1.4,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf--1.125145]\'',1.489872,1.5,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf--1.125145]\'',0.567351,1.4,Iris-setosa
'\'(6.82-7.18]\'','\'(0.132781-0.447263]\'',0.33672,4.7,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.132781-0.447263]\'',0.33672,4.5,Iris-versicolor
'\'(6.82-7.18]\'','\'(0.132781-0.447263]\'',0.10609,4.9,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-1.738953,4,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.132781-0.447263]\'',-0.585801,4.6,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.585801,4.5,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.447263-0.761744]\'',0.567351,4.7,Iris-versicolor
'\'(4.66-5.02]\'','\'(-0.496182--0.1817]\'',-1.508322,3.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(-0.1817-0.132781]\'',-0.355171,4.6,Iris-versicolor
'\'(5.02-5.38]\'','\'(0.132781-0.447263]\'',-0.816431,3.9,Iris-versicolor
'\'(4.66-5.02]\'','\'(-0.496182--0.1817]\'',-2.430844,3.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-0.12454,4.2,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.496182--0.1817]\'',-1.969583,4,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-0.355171,4.7,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.355171,3.6,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.132781-0.447263]\'',0.10609,4.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.132781-0.447263]\'',-0.12454,4.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.496182--0.1817]\'',-0.816431,4.1,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.132781-0.447263]\'',-1.969583,4.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-1.277692,3.9,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',0.33672,4.8,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.1817-0.132781]\'',-0.585801,4,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.132781-0.447263]\'',-1.277692,4.9,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.1817-0.132781]\'',-0.585801,4.7,Iris-versicolor
'\'(6.1-6.46]\'','\'(-0.1817-0.132781]\'',-0.355171,4.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.132781-0.447263]\'',-0.12454,4.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.132781-0.447263]\'',-0.585801,4.8,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.447263-0.761744]\'',-0.12454,5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-0.355171,4.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.496182--0.1817]\'',-1.047062,3.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-1.508322,3.8,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.496182--0.1817]\'',-1.508322,3.7,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.1817-0.132781]\'',-0.816431,3.9,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.447263-0.761744]\'',-0.816431,5.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.132781-0.447263]\'',-0.12454,4.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.447263-0.761744]\'',0.797981,4.5,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.132781-0.447263]\'',0.10609,4.7,Iris-versicolor
'\'(6.1-6.46]\'','\'(-0.1817-0.132781]\'',-1.738953,4.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.12454,4.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-1.277692,4,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-1.047062,4.4,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-0.12454,4.6,Iris-versicolor
'\'(5.74-6.1]\'','\'(-0.1817-0.132781]\'',-1.047062,4,Iris-versicolor
'\'(4.66-5.02]\'','\'(-0.496182--0.1817]\'',-1.738953,3.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.816431,4.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.12454,4.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.355171,4.2,Iris-versicolor
'\'(6.1-6.46]\'','\'(-0.1817-0.132781]\'',-0.355171,4.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(-0.1817-0.132781]\'',-1.277692,3,Iris-versicolor
'\'(5.38-5.74]\'','\'(-0.1817-0.132781]\'',-0.585801,4.1,Iris-versicolor
'\'(6.1-6.46]\'','\'(1.390707-inf)\'',0.567351,6,Iris-virginica
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',-0.816431,5.1,Iris-virginica
'\'(6.82-7.18]\'','\'(1.076226-1.390707]\'',-0.12454,5.9,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',-0.355171,5.6,Iris-virginica
'\'(6.46-6.82]\'','\'(1.076226-1.390707]\'',-0.12454,5.8,Iris-virginica
'\'(7.54-inf)\'','\'(1.076226-1.390707]\'',-0.12454,6.6,Iris-virginica
'\'(4.66-5.02]\'','\'(0.447263-0.761744]\'',-1.277692,4.5,Iris-virginica
'\'(7.18-7.54]\'','\'(0.761744-1.076226]\'',-0.355171,6.3,Iris-virginica
'\'(6.46-6.82]\'','\'(0.761744-1.076226]\'',-1.277692,5.8,Iris-virginica
'\'(7.18-7.54]\'','\'(1.390707-inf)\'',1.259242,6.1,Iris-virginica
'\'(6.46-6.82]\'','\'(0.761744-1.076226]\'',0.33672,5.1,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',-0.816431,5.3,Iris-virginica
'\'(6.46-6.82]\'','\'(1.076226-1.390707]\'',-0.12454,5.5,Iris-virginica
'\'(5.38-5.74]\'','\'(0.761744-1.076226]\'',-1.277692,5,Iris-virginica
'\'(5.74-6.1]\'','\'(1.390707-inf)\'',-0.585801,5.1,Iris-virginica
'\'(6.1-6.46]\'','\'(1.390707-inf)\'',0.33672,5.3,Iris-virginica
'\'(6.46-6.82]\'','\'(0.761744-1.076226]\'',-0.12454,5.5,Iris-virginica
'\'(7.54-inf)\'','\'(1.076226-1.390707]\'',1.720502,6.7,Iris-virginica
'\'(7.54-inf)\'','\'(1.390707-inf)\'',-1.047062,6.9,Iris-virginica
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-1.969583,5,Iris-virginica
'\'(6.82-7.18]\'','\'(1.390707-inf)\'',0.33672,5.7,Iris-virginica
'\'(5.38-5.74]\'','\'(0.761744-1.076226]\'',-0.585801,4.9,Iris-virginica
'\'(7.54-inf)\'','\'(0.761744-1.076226]\'',-0.585801,6.7,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',-0.816431,4.9,Iris-virginica
'\'(6.46-6.82]\'','\'(1.076226-1.390707]\'',0.567351,5.7,Iris-virginica
'\'(7.18-7.54]\'','\'(0.761744-1.076226]\'',0.33672,6,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',-0.585801,4.8,Iris-virginica
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',-0.12454,4.9,Iris-virginica
'\'(6.1-6.46]\'','\'(1.076226-1.390707]\'',-0.585801,5.6,Iris-virginica
'\'(7.18-7.54]\'','\'(0.447263-0.761744]\'',-0.12454,5.8,Iris-virginica
'\'(7.18-7.54]\'','\'(0.761744-1.076226]\'',-0.585801,6.1,Iris-virginica
'\'(7.54-inf)\'','\'(0.761744-1.076226]\'',1.720502,6.4,Iris-virginica
'\'(6.1-6.46]\'','\'(1.076226-1.390707]\'',-0.585801,5.6,Iris-virginica
'\'(6.1-6.46]\'','\'(0.132781-0.447263]\'',-0.585801,5.1,Iris-virginica
'\'(5.74-6.1]\'','\'(0.132781-0.447263]\'',-1.047062,5.6,Iris-virginica
'\'(7.54-inf)\'','\'(1.390707-inf)\'',-0.12454,6.1,Iris-virginica
'\'(6.1-6.46]\'','\'(1.390707-inf)\'',0.797981,5.6,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',0.10609,5.5,Iris-virginica
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',-0.12454,4.8,Iris-virginica
'\'(6.82-7.18]\'','\'(1.076226-1.390707]\'',0.10609,5.4,Iris-virginica
'\'(6.46-6.82]\'','\'(1.390707-inf)\'',0.10609,5.6,Iris-virginica
'\'(6.82-7.18]\'','\'(1.390707-inf)\'',0.10609,5.1,Iris-virginica
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',-0.816431,5.1,Iris-virginica
'\'(6.46-6.82]\'','\'(1.390707-inf)\'',0.33672,5.9,Iris-virginica
'\'(6.46-6.82]\'','\'(1.390707-inf)\'',0.567351,5.7,Iris-virginica
'\'(6.46-6.82]\'','\'(1.390707-inf)\'',-0.12454,5.2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.761744-1.076226]\'',-1.277692,5,Iris-virginica
'\'(6.46-6.82]\'','\'(0.761744-1.076226]\'',-0.12454,5.2,Iris-virginica
'\'(6.1-6.46]\'','\'(1.390707-inf)\'',0.797981,5.4,Iris-virginica
'\'(5.74-6.1]\'','\'(0.761744-1.076226]\'',-0.12454,5.1,Iris-virginica
