@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1'

@attribute 'filtered-0-filtered-0-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.542373,-0.816431,5.6,1.3,Iris-versicolor
0.542373,-0.12454,5.7,1.2,Iris-versicolor
0.542373,-0.355171,5.7,1.3,Iris-versicolor
0.559322,-0.355171,6.2,1.3,Iris-versicolor
0.338983,-1.277692,5.1,1.1,Iris-versicolor
0.525424,-0.585801,5.7,1.3,Iris-versicolor
0.847458,0.567351,6.3,2.5,Iris-virginica
0.694915,-0.816431,5.8,1.9,Iris-virginica
0.830508,-0.12454,7.1,2.1,Iris-virginica
0.779661,-0.355171,6.3,1.8,Iris-virginica
0.813559,-0.12454,6.5,2.2,Iris-virginica
0.949153,-0.12454,7.6,2.1,Iris-virginica
0.59322,-1.277692,4.9,1.7,Iris-virginica
0.898305,-0.355171,7.3,1.8,Iris-virginica
0.813559,-1.277692,6.7,1.8,Iris-virginica
0.864407,1.259242,7.2,2.5,Iris-virginica
0.694915,0.33672,6.5,2,Iris-virginica
0.728814,-0.816431,6.4,1.9,Iris-virginica
0.762712,-0.12454,6.8,2.1,Iris-virginica
0.677966,-1.277692,5.7,2,Iris-virginica
0.694915,-0.585801,5.8,2.4,Iris-virginica
0.728814,0.33672,6.4,2.3,Iris-virginica
0.762712,-0.12454,6.5,1.8,Iris-virginica
0.966102,1.720502,7.7,2.2,Iris-virginica
1,-1.047062,7.7,2.3,Iris-virginica
0.677966,-1.969583,6,1.5,Iris-virginica
0.79661,0.33672,6.9,2.3,Iris-virginica
0.661017,-0.585801,5.6,2,Iris-virginica
0.966102,-0.585801,7.7,2,Iris-virginica
0.661017,-0.816431,6.3,1.8,Iris-virginica
0.79661,0.567351,6.7,2.1,Iris-virginica
0.847458,0.33672,7.2,1.8,Iris-virginica
0.644068,-0.585801,6.2,1.8,Iris-virginica
0.661017,-0.12454,6.1,1.8,Iris-virginica
0.779661,-0.585801,6.4,2.1,Iris-virginica
0.813559,-0.12454,7.2,1.6,Iris-virginica
0.864407,-0.585801,7.4,1.9,Iris-virginica
0.915254,1.720502,7.9,2,Iris-virginica
0.779661,-0.585801,6.4,2.2,Iris-virginica
0.694915,-0.585801,6.3,1.5,Iris-virginica
0.779661,-1.047062,6.1,1.4,Iris-virginica
0.864407,-0.12454,7.7,2.3,Iris-virginica
0.779661,0.797981,6.3,2.4,Iris-virginica
0.762712,0.10609,6.4,1.8,Iris-virginica
0.644068,-0.12454,6,1.8,Iris-virginica
0.745763,0.10609,6.9,2.1,Iris-virginica
0.779661,0.10609,6.7,2.4,Iris-virginica
0.694915,0.10609,6.9,2.3,Iris-virginica
0.694915,-0.816431,5.8,1.9,Iris-virginica
0.830508,0.33672,6.8,2.3,Iris-virginica
0.79661,0.567351,6.7,2.5,Iris-virginica
0.711864,-0.12454,6.7,2.3,Iris-virginica
0.677966,-1.277692,6.3,1.9,Iris-virginica
0.711864,-0.12454,6.5,2,Iris-virginica
0.745763,0.797981,6.2,2.3,Iris-virginica
0.694915,-0.12454,5.9,1.8,Iris-virginica
