@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' {'\'(-inf--1.37411]\'','\'(-1.37411--1.243076]\'','\'(-1.243076--0.849974]\'','\'(-0.849974-0.067264]\'','\'(0.067264-0.198298]\'','\'(0.198298-0.460366]\'','\'(0.460366-0.853468]\'','\'(0.853468-1.115536]\'','\'(1.115536-1.377604]\'','\'(1.377604-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(2.95-3.05]\'','\'(0.460366-0.853468]\'',6.1,4.9,Iris-virginica
'\'(2.75-2.85]\'','\'(1.115536-1.377604]\'',6.4,5.6,Iris-virginica
'\'(2.95-3.05]\'','\'(0.460366-0.853468]\'',7.2,5.8,Iris-virginica
'\'(2.75-2.85]\'','\'(0.853468-1.115536]\'',7.4,6.1,Iris-virginica
'\'(3.75-inf)\'','\'(0.853468-1.115536]\'',7.9,6.4,Iris-virginica
'\'(2.75-2.85]\'','\'(1.115536-1.377604]\'',6.4,5.6,Iris-virginica
'\'(2.75-2.85]\'','\'(0.198298-0.460366]\'',6.3,5.1,Iris-virginica
'\'(2.55-2.75]\'','\'(0.198298-0.460366]\'',6.1,5.6,Iris-virginica
'\'(2.95-3.05]\'','\'(1.377604-inf)\'',7.7,6.1,Iris-virginica
'\'(3.25-3.45]\'','\'(1.377604-inf)\'',6.3,5.6,Iris-virginica
'\'(3.05-3.15]\'','\'(0.460366-0.853468]\'',6.4,5.5,Iris-virginica
'\'(2.95-3.05]\'','\'(0.460366-0.853468]\'',6,4.8,Iris-virginica
'\'(3.05-3.15]\'','\'(1.115536-1.377604]\'',6.9,5.4,Iris-virginica
'\'(3.05-3.15]\'','\'(1.377604-inf)\'',6.7,5.6,Iris-virginica
'\'(3.05-3.15]\'','\'(1.377604-inf)\'',6.9,5.1,Iris-virginica
'\'(2.55-2.75]\'','\'(0.853468-1.115536]\'',5.8,5.1,Iris-virginica
'\'(3.15-3.25]\'','\'(1.377604-inf)\'',6.8,5.9,Iris-virginica
'\'(3.25-3.45]\'','\'(1.377604-inf)\'',6.7,5.7,Iris-virginica
'\'(2.95-3.05]\'','\'(1.377604-inf)\'',6.7,5.2,Iris-virginica
'\'(-inf-2.55]\'','\'(0.853468-1.115536]\'',6.3,5,Iris-virginica
'\'(2.95-3.05]\'','\'(0.853468-1.115536]\'',6.5,5.2,Iris-virginica
'\'(3.25-3.45]\'','\'(1.377604-inf)\'',6.2,5.4,Iris-virginica
'\'(2.95-3.05]\'','\'(0.460366-0.853468]\'',5.9,5.1,Iris-virginica
