@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.4,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.4,0.4,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.5,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.4,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.1,0.2,Iris-setosa
'\'(5.38-5.74]\'','\'(-inf-1.59]\'',3.4,0.4,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-1.59]\'',4.1,0.1,Iris-setosa
'\'(5.38-5.74]\'','\'(-inf-1.59]\'',4.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.1,0.1,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.2,0.2,Iris-setosa
'\'(5.38-5.74]\'','\'(-inf-1.59]\'',3.5,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.1,0.1,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.4,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.5,0.3,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-1.59]\'',2.3,0.3,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(1.59-2.18]\'',3.5,0.6,Iris-setosa
'\'(5.02-5.38]\'','\'(1.59-2.18]\'',3.8,0.4,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3,0.3,Iris-setosa
'\'(5.02-5.38]\'','\'(1.59-2.18]\'',3.8,0.2,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-1.59]\'',3.2,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-1.59]\'',3.7,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-1.59]\'',3.3,0.2,Iris-setosa
'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.2,1.4,Iris-versicolor
'\'(6.1-6.46]\'','\'(3.95-4.54]\'',3.2,1.5,Iris-versicolor
'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.3,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(4.54-5.13]\'',3.3,1.6,Iris-versicolor
'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.4,1,Iris-versicolor
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.9,1.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(3.36-3.95]\'',2.7,1.4,Iris-versicolor
'\'(4.66-5.02]\'','\'(3.36-3.95]\'',2,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.2,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.9,1.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.9,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3.1,1.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.7,1,Iris-versicolor
'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.2,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.5,1.1,Iris-versicolor
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3.2,1.8,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.5,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,1.2,Iris-versicolor
'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(3.95-4.54]\'',3,1.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',2.8,1.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3,1.7,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.9,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.6,1,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,1.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.36-3.95]\'',2.4,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.36-3.95]\'',2.7,1.2,Iris-versicolor
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,1.6,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',3.4,1.6,Iris-versicolor
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.1,1.5,Iris-versicolor
'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.3,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.5,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.6,1.2,Iris-versicolor
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,1.4,Iris-versicolor
'\'(5.74-6.1]\'','\'(3.95-4.54]\'',2.6,1.2,Iris-versicolor
'\'(4.66-5.02]\'','\'(2.77-3.36]\'',2.3,1,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.7,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',3,1.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.9,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(3.95-4.54]\'',2.9,1.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(2.77-3.36]\'',2.5,1.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(3.95-4.54]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(5.72-6.31]\'',3.3,2.5,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.7,1.9,Iris-virginica
'\'(6.82-7.18]\'','\'(5.72-6.31]\'',3,2.1,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.9,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3,2.2,Iris-virginica
'\'(7.54-inf)\'','\'(6.31-inf)\'',3,2.1,Iris-virginica
'\'(4.66-5.02]\'','\'(3.95-4.54]\'',2.5,1.7,Iris-virginica
'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.9,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(5.72-6.31]\'',2.5,1.8,Iris-virginica
'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.6,2.5,Iris-virginica
'\'(6.46-6.82]\'','\'(4.54-5.13]\'',3.2,2,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.7,1.9,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,2.1,Iris-virginica
'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.5,2,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.8,2.4,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.2,2.3,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,1.8,Iris-virginica
'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,2.2,Iris-virginica
'\'(7.54-inf)\'','\'(6.31-inf)\'',2.6,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',2.2,1.5,Iris-virginica
'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.2,2.3,Iris-virginica
'\'(5.38-5.74]\'','\'(4.54-5.13]\'',2.8,2,Iris-virginica
'\'(7.54-inf)\'','\'(6.31-inf)\'',2.8,2,Iris-virginica
'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.7,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,2.1,Iris-virginica
'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3.2,1.8,Iris-virginica
'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,1.8,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,2.1,Iris-virginica
'\'(7.18-7.54]\'','\'(5.72-6.31]\'',3,1.6,Iris-virginica
'\'(7.18-7.54]\'','\'(5.72-6.31]\'',2.8,1.9,Iris-virginica
'\'(7.54-inf)\'','\'(6.31-inf)\'',3.8,2,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',2.8,2.2,Iris-virginica
'\'(6.1-6.46]\'','\'(4.54-5.13]\'',2.8,1.5,Iris-virginica
'\'(5.74-6.1]\'','\'(5.13-5.72]\'',2.6,1.4,Iris-virginica
'\'(7.54-inf)\'','\'(5.72-6.31]\'',3,2.3,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.4,2.4,Iris-virginica
'\'(6.1-6.46]\'','\'(5.13-5.72]\'',3.1,1.8,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
'\'(6.82-7.18]\'','\'(5.13-5.72]\'',3.1,2.1,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.1,2.4,Iris-virginica
'\'(6.82-7.18]\'','\'(4.54-5.13]\'',3.1,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',?,?,Iris-virginica
'\'(6.46-6.82]\'','\'(5.72-6.31]\'',3.2,2.3,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3.3,2.5,Iris-virginica
?,'\'(5.13-5.72]\'',3,2.3,Iris-virginica
?,'\'(4.54-5.13]\'',2.5,1.9,Iris-virginica
'\'(6.46-6.82]\'','\'(5.13-5.72]\'',3,2,Iris-virginica
?,'\'(5.13-5.72]\'',3.4,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
