@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.45]\'','\'(0.45-1.15]\'','\'(1.15-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.85-2.05]\'',-0.158609,'\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(2.25-inf)\'',-0.038426,'\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(2.25-inf)\'',0.682674,'\'(4.95-5.35]\'',3.2,Iris-virginica
'\'(1.55-1.85]\'',0.802858,'\'(5.35-5.75]\'',3,Iris-virginica
'\'(2.05-2.25]\'',2.245058,'\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.25-inf)\'',2.245058,'\'(5.75-inf)\'',2.6,Iris-virginica
'\'(1.35-1.55]\'',0.201941,'\'(4.95-5.35]\'',2.2,Iris-virginica
'\'(2.25-inf)\'',1.283591,'\'(5.35-5.75]\'',3.2,Iris-virginica
'\'(1.85-2.05]\'',-0.278793,'\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.85-2.05]\'',2.245058,'\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.55-1.85]\'',0.562491,'\'(4.55-4.95]\'',2.7,Iris-virginica
'\'(2.05-2.25]\'',1.043224,'\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(1.55-1.85]\'',1.644141,'\'(5.75-inf)\'',3.2,Iris-virginica
'\'(1.55-1.85]\'',0.442308,'\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.55-1.85]\'',0.322124,'\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.05-2.25]\'',0.682674,'\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.55-1.85]\'',1.644141,'\'(5.75-inf)\'',3,Iris-virginica
'\'(1.85-2.05]\'',1.884508,'\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.85-2.05]\'',2.485425,'\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.05-2.25]\'',0.682674,'\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.35-1.55]\'',0.562491,'\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(1.35-1.55]\'',0.322124,'\'(5.35-5.75]\'',2.6,Iris-virginica
'\'(2.25-inf)\'',2.245058,'\'(5.75-inf)\'',3,Iris-virginica
'\'(2.25-inf)\'',0.562491,'\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.55-1.85]\'',0.682674,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(1.55-1.85]\'',0.201941,'\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.05-2.25]\'',1.283591,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.25-inf)\'',1.043224,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.25-inf)\'',1.283591,'\'(4.95-5.35]\'',3.1,Iris-virginica
?,-0.038426,'\'(4.95-5.35]\'',?,Iris-virginica
'\'(2.25-inf)\'',1.163408,'\'(5.75-inf)\'',3.2,Iris-virginica
'\'(2.25-inf)\'',1.043224,'\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(2.25-inf)\'',?,'\'(4.95-5.35]\'',3,Iris-virginica
'\'(1.85-2.05]\'',?,'\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(1.85-2.05]\'',0.802858,'\'(4.95-5.35]\'',3,Iris-virginica
'\'(2.25-inf)\'',?,'\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.55-1.85]\'',0.081757,'\'(4.95-5.35]\'',3,Iris-virginica
