@relation iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4

@attribute 'filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
1.181053,1.517592,3,5.9,Iris-virginica
0.787951,0.551486,2.9,5.6,Iris-virginica
1.312087,0.793012,3,5.8,Iris-virginica
1.181053,2.121409,3,6.6,Iris-virginica
0.656917,-1.1392,2.5,4.5,Iris-virginica
0.787951,1.759119,2.9,6.3,Iris-virginica
0.787951,1.034539,2.5,5.8,Iris-virginica
1.705189,1.638355,3.6,6.1,Iris-virginica
1.050019,0.793012,3.2,5.1,Iris-virginica
0.918985,0.672249,2.7,5.3,Iris-virginica
1.181053,1.155302,3,5.5,Iris-virginica
1.050019,-0.173094,2.5,5,Iris-virginica
1.574155,-0.052331,2.8,5.1,Iris-virginica
1.443121,0.672249,3.2,5.3,Iris-virginica
0.787951,0.793012,3,5.5,Iris-virginica
1.312087,2.242172,3.8,6.7,Iris-virginica
1.443121,2.242172,2.6,6.9,Iris-virginica
0.394849,0.189196,2.2,5,Iris-virginica
1.443121,1.276066,3.2,5.7,Iris-virginica
1.050019,-0.293857,2.8,4.9,Iris-virginica
1.050019,2.242172,2.8,6.7,Iris-virginica
0.787951,0.551486,2.7,4.9,Iris-virginica
1.181053,1.034539,3.3,5.7,Iris-virginica
0.787951,1.638355,3.2,6,Iris-virginica
0.787951,0.430722,2.8,4.8,Iris-virginica
0.787951,0.309959,3,4.9,Iris-virginica
1.181053,0.672249,2.8,5.6,Iris-virginica
0.525883,1.638355,3,5.8,Iris-virginica
0.918985,1.879882,2.8,6.1,Iris-virginica
1.050019,2.483699,3.8,6.4,Iris-virginica
1.312087,0.672249,2.8,5.6,Iris-virginica
0.394849,0.551486,2.8,5.1,Iris-virginica
0.263815,0.309959,2.6,5.6,Iris-virginica
1.443121,2.242172,3,6.1,Iris-virginica
1.574155,0.551486,3.4,5.6,Iris-virginica
0.787951,0.672249,3.1,5.5,Iris-virginica
0.787951,0.189196,3,4.8,Iris-virginica
1.181053,1.276066,3.1,5.4,Iris-virginica
1.574155,1.034539,3.1,5.6,Iris-virginica
1.443121,1.276066,3.1,5.1,Iris-virginica
0.918985,-0.052331,2.7,5.1,Iris-virginica
1.443121,1.155302,3.2,5.9,Iris-virginica
1.705189,1.034539,3.3,5.7,Iris-virginica
1.443121,1.034539,3,5.2,Iris-virginica
0.918985,0.551486,2.5,5,Iris-virginica
1.050019,0.793012,3,5.2,Iris-virginica
1.443121,0.430722,3.4,5.4,Iris-virginica
0.787951,0.068433,3,5.1,Iris-virginica
