@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.34-0.58]\'',0.305556,3.4,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.25,4.1,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.333333,4.2,1.4,Iris-setosa
'\'(-inf-0.34]\'',0.166667,3.1,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.194444,3.2,1.2,Iris-setosa
'\'(-inf-0.34]\'',0.333333,3.5,1.3,Iris-setosa
'\'(-inf-0.34]\'',0.166667,3.1,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.027778,3,1.3,Iris-setosa
'\'(-inf-0.34]\'',0.222222,3.4,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.194444,3.5,1.3,Iris-setosa
'\'(-inf-0.34]\'',0.055556,2.3,1.3,Iris-setosa
'\'(-inf-0.34]\'',0.027778,3.2,1.3,Iris-setosa
'\'(0.58-0.82]\'',0.194444,3.5,1.6,Iris-setosa
'\'(0.34-0.58]\'',0.222222,3.8,1.9,Iris-setosa
'\'(-inf-0.34]\'',0.138889,3,1.4,Iris-setosa
'\'(-inf-0.34]\'',0.222222,3.8,1.6,Iris-setosa
'\'(-inf-0.34]\'',0.083333,3.2,1.4,Iris-setosa
'\'(-inf-0.34]\'',0.277778,3.7,1.5,Iris-setosa
'\'(-inf-0.34]\'',0.194444,3.3,1.4,Iris-setosa
'\'(1.3-1.54]\'',0.75,3.2,4.7,Iris-versicolor
'\'(1.3-1.54]\'',0.583333,3.2,4.5,Iris-versicolor
'\'(1.3-1.54]\'',0.722222,3.1,4.9,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,2.3,4,Iris-versicolor
'\'(1.3-1.54]\'',0.611111,2.8,4.6,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,2.8,4.5,Iris-versicolor
'\'(1.54-1.78]\'',0.555556,3.3,4.7,Iris-versicolor
'\'(0.82-1.06]\'',0.166667,2.4,3.3,Iris-versicolor
'\'(1.06-1.3]\'',0.638889,2.9,4.6,Iris-versicolor
'\'(1.3-1.54]\'',0.25,2.7,3.9,Iris-versicolor
'\'(0.82-1.06]\'',0.194444,2,3.5,Iris-versicolor
'\'(1.3-1.54]\'',0.444444,3,4.2,Iris-versicolor
'\'(0.82-1.06]\'',0.472222,2.2,4,Iris-versicolor
'\'(1.3-1.54]\'',0.5,2.9,4.7,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,2.9,3.6,Iris-versicolor
'\'(1.3-1.54]\'',0.666667,3.1,4.4,Iris-versicolor
'\'(1.3-1.54]\'',0.361111,3,4.5,Iris-versicolor
'\'(0.82-1.06]\'',0.416667,2.7,4.1,Iris-versicolor
'\'(1.3-1.54]\'',0.527778,2.2,4.5,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,2.5,3.9,Iris-versicolor
'\'(1.78-2.02]\'',0.444444,3.2,4.8,Iris-versicolor
'\'(1.06-1.3]\'',0.5,2.8,4,Iris-versicolor
'\'(1.3-1.54]\'',0.555556,2.5,4.9,Iris-versicolor
'\'(1.06-1.3]\'',0.5,2.8,4.7,Iris-versicolor
'\'(1.06-1.3]\'',0.583333,2.9,4.3,Iris-versicolor
'\'(1.3-1.54]\'',0.638889,3,4.4,Iris-versicolor
'\'(1.3-1.54]\'',0.694444,2.8,4.8,Iris-versicolor
'\'(1.54-1.78]\'',0.666667,3,5,Iris-versicolor
'\'(1.3-1.54]\'',0.472222,2.9,4.5,Iris-versicolor
'\'(0.82-1.06]\'',0.388889,2.6,3.5,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,2.4,3.8,Iris-versicolor
'\'(0.82-1.06]\'',0.333333,2.4,3.7,Iris-versicolor
'\'(1.06-1.3]\'',0.416667,2.7,3.9,Iris-versicolor
'\'(1.54-1.78]\'',0.472222,2.7,5.1,Iris-versicolor
'\'(1.3-1.54]\'',0.305556,3,4.5,Iris-versicolor
'\'(1.54-1.78]\'',0.472222,3.4,4.5,Iris-versicolor
'\'(1.3-1.54]\'',0.666667,3.1,4.7,Iris-versicolor
'\'(1.06-1.3]\'',0.555556,2.3,4.4,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,3,4.1,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,2.5,4,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,2.6,4.4,Iris-versicolor
'\'(1.3-1.54]\'',0.5,3,4.6,Iris-versicolor
'\'(1.06-1.3]\'',0.416667,2.6,4,Iris-versicolor
'\'(0.82-1.06]\'',0.194444,2.3,3.3,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,2.7,4.2,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,3,4.2,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,2.9,4.2,Iris-versicolor
'\'(1.06-1.3]\'',0.527778,2.9,4.3,Iris-versicolor
'\'(1.06-1.3]\'',0.222222,2.5,3,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,2.8,4.1,Iris-versicolor
'\'(2.26-inf)\'',0.555556,3.3,6,Iris-virginica
'\'(1.78-2.02]\'',0.416667,2.7,5.1,Iris-virginica
'\'(2.02-2.26]\'',0.777778,3,5.9,Iris-virginica
'\'(1.78-2.02]\'',0.555556,2.9,5.6,Iris-virginica
'\'(2.02-2.26]\'',0.611111,3,5.8,Iris-virginica
'\'(2.02-2.26]\'',0.916667,3,6.6,Iris-virginica
'\'(1.54-1.78]\'',0.166667,2.5,4.5,Iris-virginica
'\'(1.78-2.02]\'',0.833333,2.9,6.3,Iris-virginica
'\'(1.78-2.02]\'',0.666667,2.5,5.8,Iris-virginica
'\'(2.26-inf)\'',0.805556,3.6,6.1,Iris-virginica
'\'(1.78-2.02]\'',0.611111,3.2,5.1,Iris-virginica
'\'(1.78-2.02]\'',0.583333,2.7,5.3,Iris-virginica
'\'(2.02-2.26]\'',0.694444,3,5.5,Iris-virginica
'\'(1.78-2.02]\'',0.388889,2.5,5,Iris-virginica
'\'(2.26-inf)\'',0.416667,2.8,5.1,Iris-virginica
'\'(2.26-inf)\'',0.583333,3.2,5.3,Iris-virginica
'\'(1.78-2.02]\'',0.611111,3,5.5,Iris-virginica
'\'(2.02-2.26]\'',0.944444,3.8,6.7,Iris-virginica
'\'(2.26-inf)\'',0.944444,2.6,6.9,Iris-virginica
'\'(1.3-1.54]\'',0.472222,2.2,5,Iris-virginica
'\'(2.26-inf)\'',0.722222,3.2,5.7,Iris-virginica
'\'(1.78-2.02]\'',0.361111,2.8,4.9,Iris-virginica
'\'(1.78-2.02]\'',0.944444,2.8,6.7,Iris-virginica
'\'(1.78-2.02]\'',0.555556,2.7,4.9,Iris-virginica
'\'(2.02-2.26]\'',0.666667,3.3,5.7,Iris-virginica
'\'(1.78-2.02]\'',0.805556,3.2,6,Iris-virginica
'\'(1.78-2.02]\'',0.527778,2.8,4.8,Iris-virginica
'\'(1.78-2.02]\'',0.5,3,4.9,Iris-virginica
'\'(2.02-2.26]\'',0.583333,2.8,5.6,Iris-virginica
'\'(1.54-1.78]\'',0.805556,3,5.8,Iris-virginica
'\'(1.78-2.02]\'',0.861111,2.8,6.1,Iris-virginica
'\'(1.78-2.02]\'',1,3.8,6.4,Iris-virginica
'\'(2.02-2.26]\'',0.583333,2.8,5.6,Iris-virginica
'\'(1.3-1.54]\'',0.555556,2.8,5.1,Iris-virginica
'\'(1.3-1.54]\'',0.5,2.6,5.6,Iris-virginica
'\'(2.26-inf)\'',0.944444,3,6.1,Iris-virginica
'\'(2.26-inf)\'',0.555556,3.4,5.6,Iris-virginica
'\'(1.78-2.02]\'',0.583333,3.1,5.5,Iris-virginica
'\'(1.78-2.02]\'',0.472222,3,4.8,Iris-virginica
'\'(2.02-2.26]\'',0.722222,3.1,5.4,Iris-virginica
'\'(2.26-inf)\'',0.666667,3.1,5.6,Iris-virginica
'\'(2.26-inf)\'',0.722222,3.1,5.1,Iris-virginica
'\'(1.78-2.02]\'',0.416667,2.7,5.1,Iris-virginica
'\'(2.26-inf)\'',0.694444,3.2,5.9,Iris-virginica
'\'(2.26-inf)\'',0.666667,3.3,5.7,Iris-virginica
'\'(2.26-inf)\'',0.666667,3,5.2,Iris-virginica
'\'(1.78-2.02]\'',0.555556,2.5,5,Iris-virginica
'\'(1.78-2.02]\'',0.611111,3,5.2,Iris-virginica
'\'(2.26-inf)\'',0.527778,3.4,5.4,Iris-virginica
'\'(1.78-2.02]\'',0.444444,3,5.1,Iris-virginica
