@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.3-1.54]\'',0.322124,'\'(4.55-4.95]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',-0.038426,'\'(3.4-4.15]\'',2.6,Iris-versicolor
'\'(0.82-1.06]\'',-0.999893,'\'(1.55-3.4]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'',-0.278793,'\'(4.15-4.55]\'',2.7,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(4.15-4.55]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(4.15-4.55]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',0.442308,'\'(4.15-4.55]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',-0.87971,'\'(1.55-3.4]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(3.4-4.15]\'',2.8,Iris-versicolor
'\'(2.26-inf)\'',0.562491,'\'(5.75-inf)\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',-0.038426,'\'(4.95-5.35]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.523958,'\'(5.75-inf)\'',3,Iris-virginica
'\'(1.78-2.02]\'',0.562491,'\'(5.35-5.75]\'',2.9,Iris-virginica
'\'(2.02-2.26]\'',0.802858,'\'(5.75-inf)\'',3,Iris-virginica
'\'(2.02-2.26]\'',2.124875,'\'(5.75-inf)\'',3,Iris-virginica
'\'(1.54-1.78]\'',-1.120076,'\'(4.15-4.55]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',1.764325,'\'(5.75-inf)\'',2.9,Iris-virginica
'\'(1.78-2.02]\'',1.043224,'\'(5.75-inf)\'',2.5,Iris-virginica
'\'(2.26-inf)\'',1.644141,'\'(5.75-inf)\'',3.6,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(4.95-5.35]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.682674,'\'(4.95-5.35]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.163408,'\'(5.35-5.75]\'',3,Iris-virginica
'\'(1.78-2.02]\'',-0.158609,'\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(2.26-inf)\'',-0.038426,'\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(2.26-inf)\'',0.682674,'\'(4.95-5.35]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(5.35-5.75]\'',3,Iris-virginica
'\'(2.02-2.26]\'',2.245058,'\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.26-inf)\'',2.245058,'\'(5.75-inf)\'',2.6,Iris-virginica
'\'(1.3-1.54]\'',0.201941,'\'(4.95-5.35]\'',2.2,Iris-virginica
'\'(2.26-inf)\'',1.283591,'\'(5.35-5.75]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',-0.278793,'\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',2.245058,'\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.562491,'\'(4.55-4.95]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.043224,'\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',1.644141,'\'(5.75-inf)\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.442308,'\'(4.55-4.95]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.322124,'\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.682674,'\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.54-1.78]\'',1.644141,'\'(5.75-inf)\'',3,Iris-virginica
'\'(1.78-2.02]\'',1.884508,'\'(5.75-inf)\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',2.485425,'\'(5.75-inf)\'',3.8,Iris-virginica
'\'(2.02-2.26]\'',0.682674,'\'(5.35-5.75]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.562491,'\'(4.95-5.35]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.322124,'\'(5.35-5.75]\'',2.6,Iris-virginica
'\'(2.26-inf)\'',2.245058,'\'(5.75-inf)\'',3,Iris-virginica
'\'(2.26-inf)\'',0.562491,'\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.682674,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(1.78-2.02]\'',0.201941,'\'(4.55-4.95]\'',3,Iris-virginica
'\'(2.02-2.26]\'',1.283591,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',1.043224,'\'(5.35-5.75]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',1.283591,'\'(4.95-5.35]\'',3.1,Iris-virginica
?,-0.038426,'\'(4.95-5.35]\'',?,Iris-virginica
'\'(2.26-inf)\'',1.163408,'\'(5.75-inf)\'',3.2,Iris-virginica
'\'(2.26-inf)\'',1.043224,'\'(5.35-5.75]\'',3.3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(4.95-5.35]\'',3,Iris-virginica
'\'(1.78-2.02]\'',?,'\'(4.95-5.35]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(4.95-5.35]\'',3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.35-5.75]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.081757,'\'(4.95-5.35]\'',3,Iris-virginica
