@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.06-1.3]\'',-0.278793,'\'(3.36-3.95]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'',1.043224,'\'(3.95-4.54]\'',3.1,Iris-versicolor
'\'(1.3-1.54]\'',-0.278793,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(0.82-1.06]\'',-0.038426,'\'(3.95-4.54]\'',2.7,Iris-versicolor
'\'(1.3-1.54]\'',0.442308,'\'(3.95-4.54]\'',2.2,Iris-versicolor
'\'(1.06-1.3]\'',-0.278793,'\'(3.36-3.95]\'',2.5,Iris-versicolor
'\'(1.78-2.02]\'',0.081757,'\'(4.54-5.13]\'',3.2,Iris-versicolor
'\'(1.06-1.3]\'',0.322124,'\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(1.3-1.54]\'',0.562491,'\'(4.54-5.13]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',0.322124,'\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.06-1.3]\'',0.682674,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'',0.923041,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.3-1.54]\'',1.163408,'\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.54-1.78]\'',1.043224,'\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.3-1.54]\'',0.201941,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(0.82-1.06]\'',-0.158609,'\'(3.36-3.95]\'',2.6,Iris-versicolor
'\'(1.06-1.3]\'',-0.398976,'\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(0.82-1.06]\'',-0.398976,'\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(1.06-1.3]\'',-0.038426,'\'(3.36-3.95]\'',2.7,Iris-versicolor
'\'(1.54-1.78]\'',0.201941,'\'(4.54-5.13]\'',2.7,Iris-versicolor
'\'(1.3-1.54]\'',-0.519159,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.54-1.78]\'',0.201941,'\'(3.95-4.54]\'',3.4,Iris-versicolor
'\'(1.3-1.54]\'',1.043224,'\'(4.54-5.13]\'',3.1,Iris-versicolor
'\'(1.06-1.3]\'',0.562491,'\'(3.95-4.54]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'',-0.278793,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',-0.398976,'\'(3.95-4.54]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',-0.398976,'\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(1.3-1.54]\'',0.322124,'\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',-0.038426,'\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(0.82-1.06]\'',-0.999893,'\'(2.77-3.36]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'',-0.278793,'\'(3.95-4.54]\'',2.7,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',0.442308,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',-0.87971,'\'(2.77-3.36]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',-0.158609,'\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(2.26-inf)\'',0.562491,'\'(5.72-6.31]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',-0.038426,'\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.523958,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'',0.562491,'\'(5.13-5.72]\'',2.9,Iris-virginica
'\'(2.02-2.26]\'',0.802858,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.02-2.26]\'',2.124875,'\'(6.31-inf)\'',3,Iris-virginica
'\'(1.54-1.78]\'',-1.120076,'\'(3.95-4.54]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',1.764325,'\'(5.72-6.31]\'',2.9,Iris-virginica
'\'(1.78-2.02]\'',1.043224,'\'(5.72-6.31]\'',2.5,Iris-virginica
'\'(2.26-inf)\'',1.644141,'\'(5.72-6.31]\'',3.6,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(4.54-5.13]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.682674,'\'(5.13-5.72]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.163408,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'',-0.158609,'\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(2.26-inf)\'',-0.038426,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(2.26-inf)\'',0.682674,'\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.02-2.26]\'',2.245058,'\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.26-inf)\'',2.245058,'\'(6.31-inf)\'',2.6,Iris-virginica
'\'(1.3-1.54]\'',0.201941,'\'(4.54-5.13]\'',2.2,Iris-virginica
'\'(2.26-inf)\'',1.283591,'\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',-0.278793,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',2.245058,'\'(6.31-inf)\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.562491,'\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',1.043224,'\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',1.644141,'\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.442308,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.322124,'\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.682674,'\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.54-1.78]\'',1.644141,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'',1.884508,'\'(5.72-6.31]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',2.485425,'\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.02-2.26]\'',0.682674,'\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.562491,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.322124,'\'(5.13-5.72]\'',2.6,Iris-virginica
'\'(2.26-inf)\'',2.245058,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.26-inf)\'',0.562491,'\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.682674,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(1.78-2.02]\'',0.201941,'\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'',1.283591,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',1.043224,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',1.283591,'\'(4.54-5.13]\'',3.1,Iris-virginica
?,-0.038426,'\'(4.54-5.13]\'',?,Iris-virginica
'\'(2.26-inf)\'',1.163408,'\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(2.26-inf)\'',1.043224,'\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'',?,'\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',0.802858,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.081757,'\'(4.54-5.13]\'',3,Iris-virginica
