@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' {'\'(-inf--1.408516]\'','\'(-1.408516--0.975856]\'','\'(-0.975856--0.543196]\'','\'(-0.543196--0.110536]\'','\'(-0.110536-0.322124]\'','\'(0.322124-0.754784]\'','\'(0.754784-1.187444]\'','\'(1.187444-1.620105]\'','\'(1.620105-2.052765]\'','\'(2.052765-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.754784-1.187444]\'','\'(4.54-5.13]\'',2.8,1.4,Iris-versicolor
'\'(0.754784-1.187444]\'','\'(4.54-5.13]\'',3,1.7,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(3.95-4.54]\'',2.9,1.5,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.36-3.95]\'',2.6,1,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.36-3.95]\'',2.4,1.1,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.36-3.95]\'',2.4,1,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(3.36-3.95]\'',2.7,1.2,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',2.7,1.6,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',3,1.5,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(3.95-4.54]\'',3.4,1.6,Iris-versicolor
'\'(0.754784-1.187444]\'','\'(4.54-5.13]\'',3.1,1.5,Iris-versicolor
'\'(0.322124-0.754784]\'','\'(3.95-4.54]\'',2.3,1.3,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',3,1.3,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',2.5,1.3,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',2.6,1.2,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',3,1.4,Iris-versicolor
'\'(-0.110536-0.322124]\'','\'(3.95-4.54]\'',2.6,1.2,Iris-versicolor
'\'(-1.408516--0.975856]\'','\'(2.77-3.36]\'',2.3,1,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',2.7,1.3,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',3,1.2,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',2.9,1.3,Iris-versicolor
'\'(0.322124-0.754784]\'','\'(3.95-4.54]\'',2.9,1.3,Iris-versicolor
'\'(-0.975856--0.543196]\'','\'(2.77-3.36]\'',2.5,1.1,Iris-versicolor
'\'(-0.543196--0.110536]\'','\'(3.95-4.54]\'',2.8,1.3,Iris-versicolor
'\'(0.322124-0.754784]\'','\'(5.72-6.31]\'',3.3,2.5,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',2.7,1.9,Iris-virginica
'\'(1.187444-1.620105]\'','\'(5.72-6.31]\'',3,2.1,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',2.9,1.8,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.72-6.31]\'',3,2.2,Iris-virginica
'\'(2.052765-inf)\'','\'(6.31-inf)\'',3,2.1,Iris-virginica
'\'(-1.408516--0.975856]\'','\'(3.95-4.54]\'',2.5,1.7,Iris-virginica
'\'(1.620105-2.052765]\'','\'(5.72-6.31]\'',2.9,1.8,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.72-6.31]\'',2.5,1.8,Iris-virginica
'\'(1.620105-2.052765]\'','\'(5.72-6.31]\'',3.6,2.5,Iris-virginica
'\'(0.754784-1.187444]\'','\'(4.54-5.13]\'',3.2,2,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',2.7,1.9,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3,2.1,Iris-virginica
'\'(-0.543196--0.110536]\'','\'(4.54-5.13]\'',2.5,2,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',2.8,2.4,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',3.2,2.3,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3,1.8,Iris-virginica
'\'(2.052765-inf)\'','\'(6.31-inf)\'',3.8,2.2,Iris-virginica
'\'(2.052765-inf)\'','\'(6.31-inf)\'',2.6,2.3,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',2.2,1.5,Iris-virginica
'\'(1.187444-1.620105]\'','\'(5.13-5.72]\'',3.2,2.3,Iris-virginica
'\'(-0.543196--0.110536]\'','\'(4.54-5.13]\'',2.8,2,Iris-virginica
'\'(2.052765-inf)\'','\'(6.31-inf)\'',2.8,2,Iris-virginica
'\'(0.322124-0.754784]\'','\'(4.54-5.13]\'',2.7,1.8,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3.3,2.1,Iris-virginica
'\'(1.620105-2.052765]\'','\'(5.72-6.31]\'',3.2,1.8,Iris-virginica
'\'(0.322124-0.754784]\'','\'(4.54-5.13]\'',2.8,1.8,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',2.8,2.1,Iris-virginica
'\'(1.620105-2.052765]\'','\'(5.72-6.31]\'',3,1.6,Iris-virginica
'\'(1.620105-2.052765]\'','\'(5.72-6.31]\'',2.8,1.9,Iris-virginica
'\'(2.052765-inf)\'','\'(6.31-inf)\'',3.8,2,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',2.8,2.2,Iris-virginica
'\'(0.322124-0.754784]\'','\'(4.54-5.13]\'',2.8,1.5,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(5.13-5.72]\'',2.6,1.4,Iris-virginica
'\'(2.052765-inf)\'','\'(5.72-6.31]\'',3,2.3,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',3.4,2.4,Iris-virginica
'\'(0.322124-0.754784]\'','\'(5.13-5.72]\'',3.1,1.8,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
'\'(1.187444-1.620105]\'','\'(5.13-5.72]\'',3.1,2.1,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3.1,2.4,Iris-virginica
'\'(1.187444-1.620105]\'','\'(4.54-5.13]\'',3.1,2.3,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',?,?,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.72-6.31]\'',3.2,2.3,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3.3,2.5,Iris-virginica
?,'\'(5.13-5.72]\'',3,2.3,Iris-virginica
?,'\'(4.54-5.13]\'',2.5,1.9,Iris-virginica
'\'(0.754784-1.187444]\'','\'(5.13-5.72]\'',3,2,Iris-virginica
?,'\'(5.13-5.72]\'',3.4,2.3,Iris-virginica
'\'(-0.110536-0.322124]\'','\'(4.54-5.13]\'',3,1.8,Iris-virginica
