@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.625,0.533509,0.567351,6.3,Iris-versicolor
0.375,-0.259953,-1.508322,4.9,Iris-versicolor
0.5,0.476833,-0.355171,6.6,Iris-versicolor
0.541667,0.080102,-0.816431,5.2,Iris-versicolor
0.375,-0.146601,-2.430844,5,Iris-versicolor
0.583333,0.250129,-0.12454,5.9,Iris-versicolor
0.375,0.136778,-1.969583,6,Iris-versicolor
0.541667,0.533509,-0.355171,6.1,Iris-versicolor
0.5,-0.089926,-0.355171,5.6,Iris-versicolor
0.541667,0.363481,0.10609,6.7,Iris-versicolor
0.583333,0.420157,-0.12454,5.6,Iris-versicolor
0.375,0.193454,-0.816431,5.8,Iris-versicolor
0.583333,0.420157,-1.969583,6.2,Iris-versicolor
0.416667,0.080102,-1.277692,5.6,Iris-versicolor
0.708333,0.590184,0.33672,5.9,Iris-versicolor
0.5,0.136778,-0.585801,6.1,Iris-versicolor
0.583333,0.64686,-1.277692,6.3,Iris-versicolor
0.458333,0.533509,-0.585801,6.1,Iris-versicolor
0.5,0.306805,-0.355171,6.4,Iris-versicolor
0.541667,0.363481,-0.12454,6.6,Iris-versicolor
0.541667,0.590184,-0.585801,6.8,Iris-versicolor
0.666667,0.703536,-0.12454,6.7,Iris-versicolor
0.583333,0.420157,-0.355171,6,Iris-versicolor
0.375,-0.146601,-1.047062,5.7,Iris-versicolor
0.416667,0.023426,-1.508322,5.5,Iris-versicolor
0.375,-0.03325,-1.508322,5.5,Iris-versicolor
0.458333,0.080102,-0.816431,5.8,Iris-versicolor
0.625,0.760212,-0.816431,6,Iris-versicolor
0.583333,0.420157,-0.12454,5.4,Iris-versicolor
0.625,0.420157,0.797981,6,Iris-versicolor
0.583333,0.533509,0.10609,6.7,Iris-versicolor
0.5,0.363481,-1.738953,6.3,Iris-versicolor
0.5,0.193454,-0.12454,5.6,Iris-versicolor
0.5,0.136778,-1.277692,5.5,Iris-versicolor
0.458333,0.363481,-1.047062,5.5,Iris-versicolor
0.541667,0.476833,-0.12454,6.1,Iris-versicolor
0.458333,0.136778,-1.047062,5.8,Iris-versicolor
0.375,-0.259953,-1.738953,5,Iris-versicolor
0.5,0.250129,-0.816431,5.6,Iris-versicolor
0.458333,0.250129,-0.12454,5.7,Iris-versicolor
0.5,0.250129,-0.355171,5.7,Iris-versicolor
0.5,0.306805,-0.355171,6.2,Iris-versicolor
0.416667,-0.429981,-1.277692,5.1,Iris-versicolor
0.5,0.193454,-0.585801,5.7,Iris-versicolor
1,1.270294,0.567351,6.3,Iris-virginica
0.75,0.760212,-0.816431,5.8,Iris-virginica
0.833333,1.213619,-0.12454,7.1,Iris-virginica
0.708333,1.043591,-0.355171,6.3,Iris-virginica
0.875,1.156943,-0.12454,6.5,Iris-virginica
0.833333,1.610349,-0.12454,7.6,Iris-virginica
0.666667,0.420157,-1.277692,4.9,Iris-virginica
0.708333,1.440322,-0.355171,7.3,Iris-virginica
0.708333,1.156943,-1.277692,6.7,Iris-virginica
1,1.32697,1.259242,7.2,Iris-virginica
0.791667,0.760212,0.33672,6.5,Iris-virginica
0.75,0.873564,-0.816431,6.4,Iris-virginica
0.833333,0.986915,-0.12454,6.8,Iris-virginica
0.791667,0.703536,-1.277692,5.7,Iris-virginica
0.958333,0.760212,-0.585801,5.8,Iris-virginica
0.916667,0.873564,0.33672,6.4,Iris-virginica
0.708333,0.986915,-0.12454,6.5,Iris-virginica
0.875,1.667025,1.720502,7.7,Iris-virginica
0.916667,1.780377,-1.047062,7.7,Iris-virginica
0.583333,0.703536,-1.969583,6,Iris-virginica
0.916667,1.100267,0.33672,6.9,Iris-virginica
0.791667,0.64686,-0.585801,5.6,Iris-virginica
0.791667,1.667025,-0.585801,7.7,Iris-virginica
0.708333,0.64686,-0.816431,6.3,Iris-virginica
0.833333,1.100267,0.567351,6.7,Iris-virginica
0.708333,1.270294,0.33672,7.2,Iris-virginica
0.708333,0.590184,-0.585801,6.2,Iris-virginica
0.708333,0.64686,-0.12454,6.1,Iris-virginica
0.833333,1.043591,-0.585801,6.4,Iris-virginica
0.625,1.156943,-0.12454,7.2,Iris-virginica
0.75,1.32697,-0.585801,7.4,Iris-virginica
0.791667,1.496998,1.720502,7.9,Iris-virginica
0.875,1.043591,-0.585801,6.4,Iris-virginica
0.583333,0.760212,-0.585801,6.3,Iris-virginica
0.541667,1.043591,-1.047062,6.1,Iris-virginica
0.916667,1.32697,-0.12454,7.7,Iris-virginica
0.958333,1.043591,0.797981,6.3,Iris-virginica
0.708333,0.986915,0.10609,6.4,Iris-virginica
0.708333,0.590184,-0.12454,6,Iris-virginica
0.833333,0.930239,0.10609,6.9,Iris-virginica
0.958333,1.043591,0.10609,6.7,Iris-virginica
0.916667,0.760212,0.10609,6.9,Iris-virginica
0.75,0.760212,-0.816431,5.8,Iris-virginica
0.916667,1.213619,0.33672,6.8,Iris-virginica
1,1.100267,0.567351,6.7,Iris-virginica
0.916667,0.816888,-0.12454,6.7,Iris-virginica
0.75,0.703536,-1.277692,6.3,Iris-virginica
0.791667,0.816888,-0.12454,6.5,Iris-virginica
0.916667,0.930239,0.797981,6.2,Iris-virginica
0.708333,0.760212,-0.12454,5.9,Iris-virginica
