@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
1.276066,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.9,Iris-versicolor
-0.414621,'\'(1.25-1.35]\'','\'(2.24-2.48]\'',4,Iris-versicolor
0.793012,'\'(1.35-1.55]\'','\'(2.72-2.96]\'',4.6,Iris-versicolor
-0.173094,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.5,Iris-versicolor
0.551486,'\'(1.55-1.85]\'','\'(3.2-3.44]\'',4.7,Iris-versicolor
-1.1392,'\'(0.55-1.25]\'','\'(2.24-2.48]\'',3.3,Iris-versicolor
0.913776,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.6,Iris-versicolor
-0.776911,'\'(1.35-1.55]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
-1.018437,'\'(0.55-1.25]\'','\'(-inf-2.24]\'',3.5,Iris-versicolor
0.068433,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.2,Iris-versicolor
0.189196,'\'(0.55-1.25]\'','\'(-inf-2.24]\'',4,Iris-versicolor
0.309959,'\'(1.35-1.55]\'','\'(2.72-2.96]\'',4.7,Iris-versicolor
-0.293857,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',3.6,Iris-versicolor
1.034539,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.4,Iris-versicolor
-0.293857,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.5,Iris-versicolor
-0.052331,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',4.1,Iris-versicolor
0.430722,'\'(1.35-1.55]\'','\'(-inf-2.24]\'',4.5,Iris-versicolor
-0.293857,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
0.068433,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',4.8,Iris-versicolor
0.309959,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4,Iris-versicolor
0.551486,'\'(1.35-1.55]\'','\'(2.48-2.72]\'',4.9,Iris-versicolor
0.309959,'\'(0.55-1.25]\'','\'(2.72-2.96]\'',4.7,Iris-versicolor
0.672249,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.3,Iris-versicolor
0.913776,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.4,Iris-versicolor
1.155302,'\'(1.35-1.55]\'','\'(2.72-2.96]\'',4.8,Iris-versicolor
1.034539,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',5,Iris-versicolor
0.189196,'\'(1.35-1.55]\'','\'(2.72-2.96]\'',4.5,Iris-versicolor
-0.173094,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',3.5,Iris-versicolor
-0.414621,'\'(0.55-1.25]\'','\'(2.24-2.48]\'',3.8,Iris-versicolor
-0.414621,'\'(0.55-1.25]\'','\'(2.24-2.48]\'',3.7,Iris-versicolor
-0.052331,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
0.189196,'\'(1.55-1.85]\'','\'(2.48-2.72]\'',5.1,Iris-versicolor
-0.535384,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.5,Iris-versicolor
0.189196,'\'(1.55-1.85]\'','\'(3.2-3.44]\'',4.5,Iris-versicolor
1.034539,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.7,Iris-versicolor
0.551486,'\'(1.25-1.35]\'','\'(2.24-2.48]\'',4.4,Iris-versicolor
-0.293857,'\'(1.25-1.35]\'','\'(2.96-3.2]\'',4.1,Iris-versicolor
-0.414621,'\'(1.25-1.35]\'','\'(2.48-2.72]\'',4,Iris-versicolor
-0.414621,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',4.4,Iris-versicolor
0.309959,'\'(1.35-1.55]\'','\'(2.96-3.2]\'',4.6,Iris-versicolor
-0.052331,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',4,Iris-versicolor
-1.018437,'\'(0.55-1.25]\'','\'(2.24-2.48]\'',3.3,Iris-versicolor
-0.293857,'\'(1.25-1.35]\'','\'(2.48-2.72]\'',4.2,Iris-versicolor
-0.173094,'\'(0.55-1.25]\'','\'(2.96-3.2]\'',4.2,Iris-versicolor
-0.173094,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.2,Iris-versicolor
0.430722,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.3,Iris-versicolor
-0.897674,'\'(0.55-1.25]\'','\'(2.48-2.72]\'',3,Iris-versicolor
-0.173094,'\'(1.25-1.35]\'','\'(2.72-2.96]\'',4.1,Iris-versicolor
0.551486,'\'(2.25-inf)\'','\'(3.2-3.44]\'',6,Iris-virginica
-0.052331,'\'(1.85-2.05]\'','\'(2.48-2.72]\'',5.1,Iris-virginica
1.517592,'\'(2.05-2.25]\'','\'(2.96-3.2]\'',5.9,Iris-virginica
0.551486,'\'(1.55-1.85]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
0.793012,'\'(2.05-2.25]\'','\'(2.96-3.2]\'',5.8,Iris-virginica
2.121409,'\'(2.05-2.25]\'','\'(2.96-3.2]\'',6.6,Iris-virginica
-1.1392,'\'(1.55-1.85]\'','\'(2.48-2.72]\'',4.5,Iris-virginica
1.759119,'\'(1.55-1.85]\'','\'(2.72-2.96]\'',6.3,Iris-virginica
1.034539,'\'(1.55-1.85]\'','\'(2.48-2.72]\'',5.8,Iris-virginica
1.638355,'\'(2.25-inf)\'','\'(3.44-3.68]\'',6.1,Iris-virginica
0.793012,'\'(1.85-2.05]\'','\'(2.96-3.2]\'',5.1,Iris-virginica
0.672249,'\'(1.85-2.05]\'','\'(2.48-2.72]\'',5.3,Iris-virginica
1.155302,'\'(2.05-2.25]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
-0.173094,'\'(1.85-2.05]\'','\'(2.48-2.72]\'',5,Iris-virginica
-0.052331,'\'(2.25-inf)\'','\'(2.72-2.96]\'',5.1,Iris-virginica
0.672249,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.3,Iris-virginica
0.793012,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
2.242172,'\'(2.05-2.25]\'','\'(3.68-3.92]\'',6.7,Iris-virginica
2.242172,'\'(2.25-inf)\'','\'(2.48-2.72]\'',6.9,Iris-virginica
0.189196,'\'(1.35-1.55]\'','\'(-inf-2.24]\'',5,Iris-virginica
1.276066,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.7,Iris-virginica
-0.293857,'\'(1.85-2.05]\'','\'(2.72-2.96]\'',4.9,Iris-virginica
2.242172,'\'(1.85-2.05]\'','\'(2.72-2.96]\'',6.7,Iris-virginica
0.551486,'\'(1.55-1.85]\'','\'(2.48-2.72]\'',4.9,Iris-virginica
1.034539,'\'(2.05-2.25]\'','\'(3.2-3.44]\'',5.7,Iris-virginica
1.638355,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',6,Iris-virginica
0.430722,'\'(1.55-1.85]\'','\'(2.72-2.96]\'',4.8,Iris-virginica
0.309959,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',4.9,Iris-virginica
0.672249,'\'(2.05-2.25]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
1.638355,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',5.8,Iris-virginica
1.879882,'\'(1.85-2.05]\'','\'(2.72-2.96]\'',6.1,Iris-virginica
2.483699,'\'(1.85-2.05]\'','\'(3.68-3.92]\'',6.4,Iris-virginica
0.672249,'\'(2.05-2.25]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
0.551486,'\'(1.35-1.55]\'','\'(2.72-2.96]\'',5.1,Iris-virginica
0.309959,'\'(1.35-1.55]\'','\'(2.48-2.72]\'',5.6,Iris-virginica
2.242172,'\'(2.25-inf)\'','\'(2.96-3.2]\'',6.1,Iris-virginica
0.551486,'\'(2.25-inf)\'','\'(3.2-3.44]\'',5.6,Iris-virginica
0.672249,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
0.189196,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',4.8,Iris-virginica
1.276066,'\'(2.05-2.25]\'','\'(2.96-3.2]\'',5.4,Iris-virginica
1.034539,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.6,Iris-virginica
1.276066,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.1,Iris-virginica
-0.052331,'\'(1.85-2.05]\'','\'(2.48-2.72]\'',5.1,Iris-virginica
1.155302,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.9,Iris-virginica
1.034539,'\'(2.25-inf)\'','\'(3.2-3.44]\'',5.7,Iris-virginica
1.034539,'\'(2.25-inf)\'','\'(2.96-3.2]\'',5.2,Iris-virginica
0.551486,'\'(1.85-2.05]\'','\'(2.48-2.72]\'',5,Iris-virginica
0.793012,'\'(1.85-2.05]\'','\'(2.96-3.2]\'',5.2,Iris-virginica
0.430722,'\'(2.25-inf)\'','\'(3.2-3.44]\'',5.4,Iris-virginica
0.068433,'\'(1.55-1.85]\'','\'(2.96-3.2]\'',5.1,Iris-virginica
