@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.34-0.58]\'',0.305556,'\'(-inf-1.59]\'',3.4,Iris-setosa
'\'(-inf-0.34]\'',0.25,'\'(-inf-1.59]\'',4.1,Iris-setosa
'\'(-inf-0.34]\'',0.333333,'\'(-inf-1.59]\'',4.2,Iris-setosa
'\'(-inf-0.34]\'',0.166667,'\'(-inf-1.59]\'',3.1,Iris-setosa
'\'(-inf-0.34]\'',0.194444,'\'(-inf-1.59]\'',3.2,Iris-setosa
'\'(-inf-0.34]\'',0.333333,'\'(-inf-1.59]\'',3.5,Iris-setosa
'\'(-inf-0.34]\'',0.166667,'\'(-inf-1.59]\'',3.1,Iris-setosa
'\'(-inf-0.34]\'',0.027778,'\'(-inf-1.59]\'',3,Iris-setosa
'\'(-inf-0.34]\'',0.222222,'\'(-inf-1.59]\'',3.4,Iris-setosa
'\'(-inf-0.34]\'',0.194444,'\'(-inf-1.59]\'',3.5,Iris-setosa
'\'(-inf-0.34]\'',0.055556,'\'(-inf-1.59]\'',2.3,Iris-setosa
'\'(-inf-0.34]\'',0.027778,'\'(-inf-1.59]\'',3.2,Iris-setosa
'\'(0.58-0.82]\'',0.194444,'\'(1.59-2.18]\'',3.5,Iris-setosa
'\'(0.34-0.58]\'',0.222222,'\'(1.59-2.18]\'',3.8,Iris-setosa
'\'(-inf-0.34]\'',0.138889,'\'(-inf-1.59]\'',3,Iris-setosa
'\'(-inf-0.34]\'',0.222222,'\'(1.59-2.18]\'',3.8,Iris-setosa
'\'(-inf-0.34]\'',0.083333,'\'(-inf-1.59]\'',3.2,Iris-setosa
'\'(-inf-0.34]\'',0.277778,'\'(-inf-1.59]\'',3.7,Iris-setosa
'\'(-inf-0.34]\'',0.194444,'\'(-inf-1.59]\'',3.3,Iris-setosa
'\'(1.3-1.54]\'',0.75,'\'(4.54-5.13]\'',3.2,Iris-versicolor
'\'(1.3-1.54]\'',0.583333,'\'(3.95-4.54]\'',3.2,Iris-versicolor
'\'(1.3-1.54]\'',0.722222,'\'(4.54-5.13]\'',3.1,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,'\'(3.95-4.54]\'',2.3,Iris-versicolor
'\'(1.3-1.54]\'',0.611111,'\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,'\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(1.54-1.78]\'',0.555556,'\'(4.54-5.13]\'',3.3,Iris-versicolor
'\'(0.82-1.06]\'',0.166667,'\'(2.77-3.36]\'',2.4,Iris-versicolor
'\'(1.06-1.3]\'',0.638889,'\'(4.54-5.13]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'',0.25,'\'(3.36-3.95]\'',2.7,Iris-versicolor
'\'(0.82-1.06]\'',0.194444,'\'(3.36-3.95]\'',2,Iris-versicolor
'\'(1.3-1.54]\'',0.444444,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(0.82-1.06]\'',0.472222,'\'(3.95-4.54]\'',2.2,Iris-versicolor
'\'(1.3-1.54]\'',0.5,'\'(4.54-5.13]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,'\'(3.36-3.95]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'',0.666667,'\'(3.95-4.54]\'',3.1,Iris-versicolor
'\'(1.3-1.54]\'',0.361111,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(0.82-1.06]\'',0.416667,'\'(3.95-4.54]\'',2.7,Iris-versicolor
'\'(1.3-1.54]\'',0.527778,'\'(3.95-4.54]\'',2.2,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,'\'(3.36-3.95]\'',2.5,Iris-versicolor
'\'(1.78-2.02]\'',0.444444,'\'(4.54-5.13]\'',3.2,Iris-versicolor
'\'(1.06-1.3]\'',0.5,'\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(1.3-1.54]\'',0.555556,'\'(4.54-5.13]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',0.5,'\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.06-1.3]\'',0.583333,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'',0.638889,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.3-1.54]\'',0.694444,'\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.54-1.78]\'',0.666667,'\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.3-1.54]\'',0.472222,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(0.82-1.06]\'',0.388889,'\'(3.36-3.95]\'',2.6,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,'\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(0.82-1.06]\'',0.333333,'\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(1.06-1.3]\'',0.416667,'\'(3.36-3.95]\'',2.7,Iris-versicolor
'\'(1.54-1.78]\'',0.472222,'\'(4.54-5.13]\'',2.7,Iris-versicolor
'\'(1.3-1.54]\'',0.305556,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.54-1.78]\'',0.472222,'\'(3.95-4.54]\'',3.4,Iris-versicolor
'\'(1.3-1.54]\'',0.666667,'\'(4.54-5.13]\'',3.1,Iris-versicolor
'\'(1.06-1.3]\'',0.555556,'\'(3.95-4.54]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,'\'(3.95-4.54]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',0.333333,'\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(1.3-1.54]\'',0.5,'\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',0.416667,'\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(0.82-1.06]\'',0.194444,'\'(2.77-3.36]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'',0.361111,'\'(3.95-4.54]\'',2.7,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,'\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',0.527778,'\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'',0.222222,'\'(2.77-3.36]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'',0.388889,'\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(2.26-inf)\'',0.555556,'\'(5.72-6.31]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',0.416667,'\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',0.777778,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'',0.555556,'\'(5.13-5.72]\'',2.9,Iris-virginica
'\'(2.02-2.26]\'',0.611111,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.916667,'\'(6.31-inf)\'',3,Iris-virginica
'\'(1.54-1.78]\'',0.166667,'\'(3.95-4.54]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',0.833333,'\'(5.72-6.31]\'',2.9,Iris-virginica
'\'(1.78-2.02]\'',0.666667,'\'(5.72-6.31]\'',2.5,Iris-virginica
'\'(2.26-inf)\'',0.805556,'\'(5.72-6.31]\'',3.6,Iris-virginica
'\'(1.78-2.02]\'',0.611111,'\'(4.54-5.13]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.583333,'\'(5.13-5.72]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',0.694444,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'',0.388889,'\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(2.26-inf)\'',0.416667,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(2.26-inf)\'',0.583333,'\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.611111,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.944444,'\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.26-inf)\'',0.944444,'\'(6.31-inf)\'',2.6,Iris-virginica
'\'(1.3-1.54]\'',0.472222,'\'(4.54-5.13]\'',2.2,Iris-virginica
'\'(2.26-inf)\'',0.722222,'\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.361111,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.944444,'\'(6.31-inf)\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.555556,'\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'',0.666667,'\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'',0.805556,'\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'',0.527778,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',0.5,'\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.583333,'\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.54-1.78]\'',0.805556,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'',0.861111,'\'(5.72-6.31]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'',1,'\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.02-2.26]\'',0.583333,'\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.555556,'\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'',0.5,'\'(5.13-5.72]\'',2.6,Iris-virginica
'\'(2.26-inf)\'',0.944444,'\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.26-inf)\'',0.555556,'\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.583333,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(1.78-2.02]\'',0.472222,'\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'',0.722222,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',0.666667,'\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'',0.722222,'\'(4.54-5.13]\'',3.1,Iris-virginica
?,0.416667,'\'(4.54-5.13]\'',?,Iris-virginica
'\'(2.26-inf)\'',0.694444,'\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(2.26-inf)\'',0.666667,'\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'',?,'\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'',0.611111,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'',0.444444,'\'(4.54-5.13]\'',3,Iris-virginica
