@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.35-5.55]\'','\'(0.1-0.2]\'','\'(3.68-3.92]\'',1.3,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(5.55-5.75]\'','\'(-inf-0.1]\'','\'(3.68-3.92]\'',1.7,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.44-3.68]\'',1,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.2-3.44]\'',1.9,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(4.85-5.05]\'','\'(0.1-0.2]\'','\'(3.2-3.44]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.44-3.68]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(5.35-5.55]\'','\'(0.1-0.2]\'','\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.92-4.16]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(4.16-inf)\'',1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.2,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.44-3.68]\'',1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.3,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.44-3.68]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.24-2.48]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(0.2-0.3]\'','\'(3.44-3.68]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.68-3.92]\'',1.9,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.68-3.92]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(6.95-inf)\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.9,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.4-0.5]\'','\'(2.24-2.48]\'',4,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.5-0.6]\'','\'(2.72-2.96]\'',4.6,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.5,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.6-0.7]\'','\'(3.2-3.44]\'',4.7,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.3-0.4]\'','\'(2.24-2.48]\'',3.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.6,Iris-versicolor
'\'(5.05-5.35]\'','\'(0.5-0.6]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.3-0.4]\'','\'(-inf-2.24]\'',3.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.2,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.3-0.4]\'','\'(-inf-2.24]\'',4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(2.72-2.96]\'',4.7,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',3.6,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.3-0.4]\'','\'(2.48-2.72]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(-inf-2.24]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',4.8,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(2.48-2.72]\'',4.9,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.3,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.4,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.5-0.6]\'','\'(2.72-2.96]\'',4.8,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.6-0.7]\'','\'(2.96-3.2]\'',5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.5-0.6]\'','\'(2.72-2.96]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.3-0.4]\'','\'(2.48-2.72]\'',3.5,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.4-0.5]\'','\'(2.24-2.48]\'',3.8,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.3-0.4]\'','\'(2.24-2.48]\'',3.7,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.6-0.7]\'','\'(2.48-2.72]\'',5.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.6-0.7]\'','\'(3.2-3.44]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.7,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.4-0.5]\'','\'(2.24-2.48]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.96-3.2]\'',4.1,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',4,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',4.4,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(2.96-3.2]\'',4.6,Iris-versicolor
'\'(5.75-6.05]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',4,Iris-versicolor
'\'(4.85-5.05]\'','\'(0.3-0.4]\'','\'(2.24-2.48]\'',3.3,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.96-3.2]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.2,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.3,Iris-versicolor
'\'(5.05-5.35]\'','\'(0.4-0.5]\'','\'(2.48-2.72]\'',3,Iris-versicolor
'\'(5.55-5.75]\'','\'(0.4-0.5]\'','\'(2.72-2.96]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'','\'(0.9-inf)\'','\'(3.2-3.44]\'',6,Iris-virginica
'\'(5.75-6.05]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5.1,Iris-virginica
'\'(6.95-inf)\'','\'(0.8-0.9]\'','\'(2.96-3.2]\'',5.9,Iris-virginica
'\'(6.05-6.35]\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(0.8-0.9]\'','\'(2.96-3.2]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(0.8-0.9]\'','\'(2.96-3.2]\'',6.6,Iris-virginica
'\'(4.85-5.05]\'','\'(0.6-0.7]\'','\'(2.48-2.72]\'',4.5,Iris-virginica
'\'(6.95-inf)\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',6.3,Iris-virginica
'\'(6.65-6.95]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(0.9-inf)\'','\'(3.44-3.68]\'',6.1,Iris-virginica
'\'(6.35-6.65]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5.3,Iris-virginica
'\'(6.65-6.95]\'','\'(0.8-0.9]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
'\'(5.55-5.75]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5,Iris-virginica
'\'(5.75-6.05]\'','\'(0.9-inf)\'','\'(2.72-2.96]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.3,Iris-virginica
'\'(6.35-6.65]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
'\'(6.95-inf)\'','\'(0.8-0.9]\'','\'(3.68-3.92]\'',6.7,Iris-virginica
'\'(6.95-inf)\'','\'(0.9-inf)\'','\'(2.48-2.72]\'',6.9,Iris-virginica
'\'(5.75-6.05]\'','\'(0.5-0.6]\'','\'(-inf-2.24]\'',5,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.7,Iris-virginica
'\'(5.55-5.75]\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',4.9,Iris-virginica
'\'(6.95-inf)\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',6.7,Iris-virginica
'\'(6.05-6.35]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',4.9,Iris-virginica
'\'(6.65-6.95]\'','\'(0.8-0.9]\'','\'(3.2-3.44]\'',5.7,Iris-virginica
'\'(6.95-inf)\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',6,Iris-virginica
'\'(6.05-6.35]\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',4.8,Iris-virginica
'\'(6.05-6.35]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',4.9,Iris-virginica
'\'(6.35-6.65]\'','\'(0.8-0.9]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
'\'(6.95-inf)\'','\'(0.6-0.7]\'','\'(2.96-3.2]\'',5.8,Iris-virginica
'\'(6.95-inf)\'','\'(0.7-0.8]\'','\'(2.72-2.96]\'',6.1,Iris-virginica
'\'(6.95-inf)\'','\'(0.7-0.8]\'','\'(3.68-3.92]\'',6.4,Iris-virginica
'\'(6.35-6.65]\'','\'(0.8-0.9]\'','\'(2.72-2.96]\'',5.6,Iris-virginica
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(2.72-2.96]\'',5.1,Iris-virginica
'\'(6.05-6.35]\'','\'(0.5-0.6]\'','\'(2.48-2.72]\'',5.6,Iris-virginica
'\'(6.95-inf)\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',6.1,Iris-virginica
'\'(6.05-6.35]\'','\'(0.9-inf)\'','\'(3.2-3.44]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',5.5,Iris-virginica
'\'(5.75-6.05]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',4.8,Iris-virginica
'\'(6.65-6.95]\'','\'(0.8-0.9]\'','\'(2.96-3.2]\'',5.4,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.6,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.1,Iris-virginica
'\'(5.75-6.05]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5.1,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.9,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(3.2-3.44]\'',5.7,Iris-virginica
'\'(6.65-6.95]\'','\'(0.9-inf)\'','\'(2.96-3.2]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(0.7-0.8]\'','\'(2.48-2.72]\'',5,Iris-virginica
'\'(6.35-6.65]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'','\'(0.9-inf)\'','\'(3.2-3.44]\'',5.4,Iris-virginica
'\'(5.75-6.05]\'','\'(0.7-0.8]\'','\'(2.96-3.2]\'',5.1,Iris-virginica
