@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.020833]\'','\'(0.020833-0.0625]\'','\'(0.0625-0.1875]\'','\'(0.1875-0.479167]\'','\'(0.479167-0.520833]\'','\'(0.520833-0.604167]\'','\'(0.604167-0.729167]\'','\'(0.729167-0.8125]\'','\'(0.8125-0.895833]\'','\'(0.895833-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.833333,'\'(0.604167-0.729167]\'',-0.355171,6.3,Iris-virginica
0.666667,'\'(0.604167-0.729167]\'',-1.277692,5.8,Iris-virginica
0.805556,'\'(0.895833-inf)\'',1.259242,6.1,Iris-virginica
0.611111,'\'(0.729167-0.8125]\'',0.33672,5.1,Iris-virginica
0.583333,'\'(0.729167-0.8125]\'',-0.816431,5.3,Iris-virginica
0.694444,'\'(0.8125-0.895833]\'',-0.12454,5.5,Iris-virginica
0.388889,'\'(0.729167-0.8125]\'',-1.277692,5,Iris-virginica
0.416667,'\'(0.895833-inf)\'',-0.585801,5.1,Iris-virginica
0.583333,'\'(0.895833-inf)\'',0.33672,5.3,Iris-virginica
0.611111,'\'(0.604167-0.729167]\'',-0.12454,5.5,Iris-virginica
0.944444,'\'(0.8125-0.895833]\'',1.720502,6.7,Iris-virginica
0.944444,'\'(0.895833-inf)\'',-1.047062,6.9,Iris-virginica
0.472222,'\'(0.520833-0.604167]\'',-1.969583,5,Iris-virginica
0.722222,'\'(0.895833-inf)\'',0.33672,5.7,Iris-virginica
0.361111,'\'(0.729167-0.8125]\'',-0.585801,4.9,Iris-virginica
0.944444,'\'(0.729167-0.8125]\'',-0.585801,6.7,Iris-virginica
0.555556,'\'(0.604167-0.729167]\'',-0.816431,4.9,Iris-virginica
0.666667,'\'(0.8125-0.895833]\'',0.567351,5.7,Iris-virginica
0.805556,'\'(0.604167-0.729167]\'',0.33672,6,Iris-virginica
0.527778,'\'(0.604167-0.729167]\'',-0.585801,4.8,Iris-virginica
0.5,'\'(0.604167-0.729167]\'',-0.12454,4.9,Iris-virginica
0.583333,'\'(0.8125-0.895833]\'',-0.585801,5.6,Iris-virginica
0.805556,'\'(0.604167-0.729167]\'',-0.12454,5.8,Iris-virginica
0.861111,'\'(0.729167-0.8125]\'',-0.585801,6.1,Iris-virginica
1,'\'(0.729167-0.8125]\'',1.720502,6.4,Iris-virginica
0.583333,'\'(0.8125-0.895833]\'',-0.585801,5.6,Iris-virginica
0.555556,'\'(0.520833-0.604167]\'',-0.585801,5.1,Iris-virginica
0.5,'\'(0.520833-0.604167]\'',-1.047062,5.6,Iris-virginica
0.944444,'\'(0.895833-inf)\'',-0.12454,6.1,Iris-virginica
0.555556,'\'(0.895833-inf)\'',0.797981,5.6,Iris-virginica
0.583333,'\'(0.604167-0.729167]\'',0.10609,5.5,Iris-virginica
0.472222,'\'(0.604167-0.729167]\'',-0.12454,4.8,Iris-virginica
0.722222,'\'(0.8125-0.895833]\'',0.10609,5.4,Iris-virginica
0.666667,'\'(0.895833-inf)\'',0.10609,5.6,Iris-virginica
0.722222,'\'(0.895833-inf)\'',0.10609,5.1,Iris-virginica
0.416667,'\'(0.729167-0.8125]\'',-0.816431,5.1,Iris-virginica
0.694444,'\'(0.895833-inf)\'',0.33672,5.9,Iris-virginica
0.666667,'\'(0.895833-inf)\'',0.567351,5.7,Iris-virginica
0.666667,'\'(0.895833-inf)\'',-0.12454,5.2,Iris-virginica
0.555556,'\'(0.729167-0.8125]\'',-1.277692,5,Iris-virginica
0.611111,'\'(0.729167-0.8125]\'',-0.12454,5.2,Iris-virginica
0.527778,'\'(0.895833-inf)\'',0.797981,5.4,Iris-virginica
0.444444,'\'(0.604167-0.729167]\'',-0.12454,5.1,Iris-virginica
