@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.672249,1.312087,0.333333,5.6,Iris-virginica
0.551486,0.394849,0.333333,5.1,Iris-virginica
0.309959,0.263815,0.25,5.6,Iris-virginica
2.242172,1.443121,0.416667,6.1,Iris-virginica
0.551486,1.574155,0.583333,5.6,Iris-virginica
0.672249,0.787951,0.458333,5.5,Iris-virginica
0.189196,0.787951,0.416667,4.8,Iris-virginica
1.276066,1.181053,0.458333,5.4,Iris-virginica
1.034539,1.574155,0.458333,5.6,Iris-virginica
1.276066,1.443121,0.458333,5.1,Iris-virginica
-0.052331,0.918985,0.291667,5.1,Iris-virginica
1.155302,1.443121,0.5,5.9,Iris-virginica
1.034539,1.705189,0.541667,5.7,Iris-virginica
1.034539,1.443121,0.416667,5.2,Iris-virginica
0.551486,0.918985,0.208333,5,Iris-virginica
0.793012,1.050019,0.416667,5.2,Iris-virginica
0.430722,1.443121,0.583333,5.4,Iris-virginica
0.068433,0.787951,0.416667,5.1,Iris-virginica
