@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(4.85-5.05]\'',-0.784457,'\'(3.45-3.75]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'',-1.046525,'\'(3.75-inf)\'',1.9,Iris-setosa
'\'(-inf-4.85]\'',-1.177559,'\'(2.95-3.05]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'',-1.308593,'\'(3.75-inf)\'',1.6,Iris-setosa
'\'(-inf-4.85]\'',-1.308593,'\'(3.15-3.25]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'',-1.308593,'\'(3.45-3.75]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'',-1.308593,'\'(3.25-3.45]\'',1.4,Iris-setosa
'\'(6.95-inf)\'',0.263815,'\'(3.15-3.25]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'',0.394849,'\'(3.15-3.25]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'',0.394849,'\'(3.05-3.15]\'',4.9,Iris-versicolor
'\'(5.35-5.55]\'',0.132781,'\'(-inf-2.55]\'',4,Iris-versicolor
'\'(6.35-6.65]\'',0.394849,'\'(2.75-2.85]\'',4.6,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.75-2.85]\'',4.5,Iris-versicolor
'\'(6.05-6.35]\'',0.525883,'\'(3.25-3.45]\'',4.7,Iris-versicolor
'\'(4.85-5.05]\'',-0.260321,'\'(-inf-2.55]\'',3.3,Iris-versicolor
'\'(6.35-6.65]\'',0.132781,'\'(2.85-2.95]\'',4.6,Iris-versicolor
'\'(5.05-5.35]\'',0.263815,'\'(2.55-2.75]\'',3.9,Iris-versicolor
'\'(4.85-5.05]\'',-0.260321,'\'(-inf-2.55]\'',3.5,Iris-versicolor
'\'(5.75-6.05]\'',0.394849,'\'(2.95-3.05]\'',4.2,Iris-versicolor
'\'(5.75-6.05]\'',-0.260321,'\'(-inf-2.55]\'',4,Iris-versicolor
'\'(6.05-6.35]\'',0.263815,'\'(2.85-2.95]\'',4.7,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.85-2.95]\'',3.6,Iris-versicolor
'\'(6.65-6.95]\'',0.263815,'\'(3.05-3.15]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'',0.394849,'\'(2.95-3.05]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'',-0.260321,'\'(2.55-2.75]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'',0.394849,'\'(-inf-2.55]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'',-0.129287,'\'(-inf-2.55]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'',0.787951,'\'(3.15-3.25]\'',4.8,Iris-versicolor
'\'(6.05-6.35]\'',0.132781,'\'(2.75-2.85]\'',4,Iris-versicolor
'\'(6.05-6.35]\'',0.394849,'\'(-inf-2.55]\'',4.9,Iris-versicolor
'\'(6.05-6.35]\'',0.001747,'\'(2.75-2.85]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'',0.132781,'\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(6.35-6.65]\'',0.263815,'\'(2.95-3.05]\'',4.4,Iris-versicolor
'\'(6.65-6.95]\'',0.263815,'\'(2.75-2.85]\'',4.8,Iris-versicolor
'\'(6.65-6.95]\'',0.656917,'\'(2.95-3.05]\'',5,Iris-versicolor
'\'(5.75-6.05]\'',0.394849,'\'(2.85-2.95]\'',4.5,Iris-versicolor
'\'(5.55-5.75]\'',-0.260321,'\'(2.55-2.75]\'',3.5,Iris-versicolor
'\'(5.35-5.55]\'',-0.129287,'\'(-inf-2.55]\'',3.8,Iris-versicolor
'\'(5.35-5.55]\'',-0.260321,'\'(-inf-2.55]\'',3.7,Iris-versicolor
'\'(5.75-6.05]\'',0.001747,'\'(2.55-2.75]\'',3.9,Iris-versicolor
'\'(5.75-6.05]\'',0.525883,'\'(2.55-2.75]\'',5.1,Iris-versicolor
'\'(5.35-5.55]\'',0.394849,'\'(2.95-3.05]\'',4.5,Iris-versicolor
'\'(5.75-6.05]\'',0.525883,'\'(3.25-3.45]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'',0.394849,'\'(3.05-3.15]\'',4.7,Iris-versicolor
'\'(6.05-6.35]\'',0.132781,'\'(-inf-2.55]\'',4.4,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.95-3.05]\'',4.1,Iris-versicolor
'\'(5.35-5.55]\'',0.132781,'\'(-inf-2.55]\'',4,Iris-versicolor
'\'(5.35-5.55]\'',0.001747,'\'(2.55-2.75]\'',4.4,Iris-versicolor
'\'(6.05-6.35]\'',0.263815,'\'(2.95-3.05]\'',4.6,Iris-versicolor
'\'(5.75-6.05]\'',0.001747,'\'(2.55-2.75]\'',4,Iris-versicolor
'\'(4.85-5.05]\'',-0.260321,'\'(-inf-2.55]\'',3.3,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.55-2.75]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'',0.001747,'\'(2.95-3.05]\'',4.2,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.85-2.95]\'',4.2,Iris-versicolor
'\'(6.05-6.35]\'',0.132781,'\'(2.85-2.95]\'',4.3,Iris-versicolor
'\'(5.05-5.35]\'',-0.129287,'\'(-inf-2.55]\'',3,Iris-versicolor
'\'(5.55-5.75]\'',0.132781,'\'(2.75-2.85]\'',4.1,Iris-versicolor
'\'(6.05-6.35]\'',1.705189,'\'(3.25-3.45]\'',6,Iris-virginica
'\'(5.75-6.05]\'',0.918985,'\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.95-inf)\'',1.181053,'\'(2.95-3.05]\'',5.9,Iris-virginica
'\'(6.05-6.35]\'',0.787951,'\'(2.85-2.95]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'',1.312087,'\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(6.95-inf)\'',1.181053,'\'(2.95-3.05]\'',6.6,Iris-virginica
'\'(4.85-5.05]\'',0.656917,'\'(-inf-2.55]\'',4.5,Iris-virginica
'\'(6.95-inf)\'',0.787951,'\'(2.85-2.95]\'',6.3,Iris-virginica
'\'(6.65-6.95]\'',0.787951,'\'(-inf-2.55]\'',5.8,Iris-virginica
'\'(6.95-inf)\'',1.705189,'\'(3.45-3.75]\'',6.1,Iris-virginica
'\'(6.35-6.65]\'',1.050019,'\'(3.15-3.25]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'',0.918985,'\'(2.55-2.75]\'',5.3,Iris-virginica
'\'(6.65-6.95]\'',1.181053,'\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(5.55-5.75]\'',1.050019,'\'(-inf-2.55]\'',5,Iris-virginica
'\'(5.75-6.05]\'',1.574155,'\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(6.35-6.65]\'',1.443121,'\'(3.15-3.25]\'',5.3,Iris-virginica
'\'(6.35-6.65]\'',0.787951,'\'(2.95-3.05]\'',5.5,Iris-virginica
'\'(6.95-inf)\'',1.312087,'\'(3.75-inf)\'',6.7,Iris-virginica
'\'(6.95-inf)\'',1.443121,'\'(2.55-2.75]\'',6.9,Iris-virginica
'\'(5.75-6.05]\'',0.394849,'\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.65-6.95]\'',1.443121,'\'(3.15-3.25]\'',5.7,Iris-virginica
'\'(5.55-5.75]\'',1.050019,'\'(2.75-2.85]\'',4.9,Iris-virginica
'\'(6.95-inf)\'',1.050019,'\'(2.75-2.85]\'',6.7,Iris-virginica
'\'(6.05-6.35]\'',0.787951,'\'(2.55-2.75]\'',4.9,Iris-virginica
'\'(6.65-6.95]\'',1.181053,'\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(6.95-inf)\'',0.787951,'\'(3.15-3.25]\'',6,Iris-virginica
'\'(6.05-6.35]\'',0.787951,'\'(2.75-2.85]\'',4.8,Iris-virginica
'\'(6.05-6.35]\'',0.787951,'\'(2.95-3.05]\'',4.9,Iris-virginica
'\'(6.35-6.65]\'',1.181053,'\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(6.95-inf)\'',0.525883,'\'(2.95-3.05]\'',5.8,Iris-virginica
'\'(6.95-inf)\'',0.918985,'\'(2.75-2.85]\'',6.1,Iris-virginica
'\'(6.95-inf)\'',1.050019,'\'(3.75-inf)\'',6.4,Iris-virginica
'\'(6.35-6.65]\'',1.312087,'\'(2.75-2.85]\'',5.6,Iris-virginica
'\'(6.05-6.35]\'',0.394849,'\'(2.75-2.85]\'',5.1,Iris-virginica
'\'(6.05-6.35]\'',0.263815,'\'(2.55-2.75]\'',5.6,Iris-virginica
'\'(6.95-inf)\'',1.443121,'\'(2.95-3.05]\'',6.1,Iris-virginica
'\'(6.05-6.35]\'',1.574155,'\'(3.25-3.45]\'',5.6,Iris-virginica
'\'(6.35-6.65]\'',0.787951,'\'(3.05-3.15]\'',5.5,Iris-virginica
'\'(5.75-6.05]\'',0.787951,'\'(2.95-3.05]\'',4.8,Iris-virginica
'\'(6.65-6.95]\'',1.181053,'\'(3.05-3.15]\'',5.4,Iris-virginica
'\'(6.65-6.95]\'',1.574155,'\'(3.05-3.15]\'',5.6,Iris-virginica
'\'(6.65-6.95]\'',1.443121,'\'(3.05-3.15]\'',5.1,Iris-virginica
'\'(5.75-6.05]\'',0.918985,'\'(2.55-2.75]\'',5.1,Iris-virginica
'\'(6.65-6.95]\'',1.443121,'\'(3.15-3.25]\'',5.9,Iris-virginica
'\'(6.65-6.95]\'',1.705189,'\'(3.25-3.45]\'',5.7,Iris-virginica
'\'(6.65-6.95]\'',1.443121,'\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'',0.918985,'\'(-inf-2.55]\'',5,Iris-virginica
'\'(6.35-6.65]\'',1.050019,'\'(2.95-3.05]\'',5.2,Iris-virginica
'\'(6.05-6.35]\'',1.443121,'\'(3.25-3.45]\'',5.4,Iris-virginica
'\'(5.75-6.05]\'',0.787951,'\'(2.95-3.05]\'',5.1,Iris-virginica
