@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.06-1.3]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.06-1.3]\'','\'(6.35-6.65]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.3-1.54]\'','\'(6.35-6.65]\'','\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.3-1.54]\'','\'(6.65-6.95]\'','\'(4.54-5.13]\'',2.8,Iris-versicolor
'\'(1.54-1.78]\'','\'(6.65-6.95]\'','\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.3-1.54]\'','\'(5.75-6.05]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(0.82-1.06]\'','\'(5.55-5.75]\'','\'(3.36-3.95]\'',2.6,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.35-5.55]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(0.82-1.06]\'','\'(5.35-5.55]\'','\'(3.36-3.95]\'',2.4,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.75-6.05]\'','\'(3.36-3.95]\'',2.7,Iris-versicolor
'\'(1.54-1.78]\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',2.7,Iris-versicolor
'\'(1.3-1.54]\'','\'(5.35-5.55]\'','\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.54-1.78]\'','\'(5.75-6.05]\'','\'(3.95-4.54]\'',3.4,Iris-versicolor
'\'(1.3-1.54]\'','\'(6.65-6.95]\'','\'(4.54-5.13]\'',3.1,Iris-versicolor
'\'(1.06-1.3]\'','\'(6.05-6.35]\'','\'(3.95-4.54]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.55-5.75]\'','\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.35-5.55]\'','\'(3.95-4.54]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.35-5.55]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(1.3-1.54]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',3,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.75-6.05]\'','\'(3.95-4.54]\'',2.6,Iris-versicolor
'\'(0.82-1.06]\'','\'(4.85-5.05]\'','\'(2.77-3.36]\'',2.3,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.55-5.75]\'','\'(3.95-4.54]\'',2.7,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.55-5.75]\'','\'(3.95-4.54]\'',3,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.55-5.75]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(6.05-6.35]\'','\'(3.95-4.54]\'',2.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.05-5.35]\'','\'(2.77-3.36]\'',2.5,Iris-versicolor
'\'(1.06-1.3]\'','\'(5.55-5.75]\'','\'(3.95-4.54]\'',2.8,Iris-versicolor
'\'(2.26-inf)\'','\'(6.05-6.35]\'','\'(5.72-6.31]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'','\'(6.05-6.35]\'','\'(5.13-5.72]\'',2.9,Iris-virginica
'\'(2.02-2.26]\'','\'(6.35-6.65]\'','\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.02-2.26]\'','\'(6.95-inf)\'','\'(6.31-inf)\'',3,Iris-virginica
'\'(1.54-1.78]\'','\'(4.85-5.05]\'','\'(3.95-4.54]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',2.9,Iris-virginica
'\'(1.78-2.02]\'','\'(6.65-6.95]\'','\'(5.72-6.31]\'',2.5,Iris-virginica
'\'(2.26-inf)\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',3.6,Iris-virginica
'\'(1.78-2.02]\'','\'(6.35-6.65]\'','\'(4.54-5.13]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'','\'(5.55-5.75]\'','\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(2.26-inf)\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(2.26-inf)\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.02-2.26]\'','\'(6.95-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.26-inf)\'','\'(6.95-inf)\'','\'(6.31-inf)\'',2.6,Iris-virginica
'\'(1.3-1.54]\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',2.2,Iris-virginica
'\'(2.26-inf)\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'','\'(5.55-5.75]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'','\'(6.95-inf)\'','\'(6.31-inf)\'',2.8,Iris-virginica
'\'(1.78-2.02]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',2.7,Iris-virginica
'\'(2.02-2.26]\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(1.78-2.02]\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(1.78-2.02]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.54-1.78]\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',3,Iris-virginica
'\'(1.78-2.02]\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',2.8,Iris-virginica
'\'(1.78-2.02]\'','\'(6.95-inf)\'','\'(6.31-inf)\'',3.8,Iris-virginica
'\'(2.02-2.26]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'','\'(6.05-6.35]\'','\'(4.54-5.13]\'',2.8,Iris-virginica
'\'(1.3-1.54]\'','\'(6.05-6.35]\'','\'(5.13-5.72]\'',2.6,Iris-virginica
'\'(2.26-inf)\'','\'(6.95-inf)\'','\'(5.72-6.31]\'',3,Iris-virginica
'\'(2.26-inf)\'','\'(6.05-6.35]\'','\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(1.78-2.02]\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',3,Iris-virginica
'\'(2.02-2.26]\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3.1,Iris-virginica
'\'(2.26-inf)\'','\'(6.65-6.95]\'','\'(4.54-5.13]\'',3.1,Iris-virginica
?,'\'(5.75-6.05]\'','\'(4.54-5.13]\'',?,Iris-virginica
'\'(2.26-inf)\'','\'(6.65-6.95]\'','\'(5.72-6.31]\'',3.2,Iris-virginica
'\'(2.26-inf)\'','\'(6.65-6.95]\'','\'(5.13-5.72]\'',3.3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3,Iris-virginica
'\'(1.78-2.02]\'',?,'\'(4.54-5.13]\'',2.5,Iris-virginica
'\'(1.78-2.02]\'','\'(6.35-6.65]\'','\'(5.13-5.72]\'',3,Iris-virginica
'\'(2.26-inf)\'',?,'\'(5.13-5.72]\'',3.4,Iris-virginica
'\'(1.78-2.02]\'','\'(5.75-6.05]\'','\'(4.54-5.13]\'',3,Iris-virginica
