@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.132781,'\'(6.35-6.65]\'',2.9,4.3,Iris-versicolor
0.263815,'\'(6.35-6.65]\'',3,4.4,Iris-versicolor
0.263815,'\'(6.65-6.95]\'',2.8,4.8,Iris-versicolor
0.656917,'\'(6.65-6.95]\'',3,5,Iris-versicolor
0.394849,'\'(5.75-6.05]\'',2.9,4.5,Iris-versicolor
-0.260321,'\'(5.55-5.75]\'',2.6,3.5,Iris-versicolor
-0.129287,'\'(5.35-5.55]\'',2.4,3.8,Iris-versicolor
-0.260321,'\'(5.35-5.55]\'',2.4,3.7,Iris-versicolor
0.001747,'\'(5.75-6.05]\'',2.7,3.9,Iris-versicolor
0.525883,'\'(5.75-6.05]\'',2.7,5.1,Iris-versicolor
0.394849,'\'(5.35-5.55]\'',3,4.5,Iris-versicolor
0.525883,'\'(5.75-6.05]\'',3.4,4.5,Iris-versicolor
0.394849,'\'(6.65-6.95]\'',3.1,4.7,Iris-versicolor
0.132781,'\'(6.05-6.35]\'',2.3,4.4,Iris-versicolor
0.132781,'\'(5.55-5.75]\'',3,4.1,Iris-versicolor
0.132781,'\'(5.35-5.55]\'',2.5,4,Iris-versicolor
0.001747,'\'(5.35-5.55]\'',2.6,4.4,Iris-versicolor
0.263815,'\'(6.05-6.35]\'',3,4.6,Iris-versicolor
0.001747,'\'(5.75-6.05]\'',2.6,4,Iris-versicolor
-0.260321,'\'(4.85-5.05]\'',2.3,3.3,Iris-versicolor
0.132781,'\'(5.55-5.75]\'',2.7,4.2,Iris-versicolor
0.001747,'\'(5.55-5.75]\'',3,4.2,Iris-versicolor
0.132781,'\'(5.55-5.75]\'',2.9,4.2,Iris-versicolor
0.132781,'\'(6.05-6.35]\'',2.9,4.3,Iris-versicolor
-0.129287,'\'(5.05-5.35]\'',2.5,3,Iris-versicolor
0.132781,'\'(5.55-5.75]\'',2.8,4.1,Iris-versicolor
1.705189,'\'(6.05-6.35]\'',3.3,6,Iris-virginica
0.918985,'\'(5.75-6.05]\'',2.7,5.1,Iris-virginica
1.181053,'\'(6.95-inf)\'',3,5.9,Iris-virginica
0.787951,'\'(6.05-6.35]\'',2.9,5.6,Iris-virginica
1.312087,'\'(6.35-6.65]\'',3,5.8,Iris-virginica
1.181053,'\'(6.95-inf)\'',3,6.6,Iris-virginica
0.656917,'\'(4.85-5.05]\'',2.5,4.5,Iris-virginica
0.787951,'\'(6.95-inf)\'',2.9,6.3,Iris-virginica
0.787951,'\'(6.65-6.95]\'',2.5,5.8,Iris-virginica
1.705189,'\'(6.95-inf)\'',3.6,6.1,Iris-virginica
1.050019,'\'(6.35-6.65]\'',3.2,5.1,Iris-virginica
0.918985,'\'(6.35-6.65]\'',2.7,5.3,Iris-virginica
1.181053,'\'(6.65-6.95]\'',3,5.5,Iris-virginica
1.050019,'\'(5.55-5.75]\'',2.5,5,Iris-virginica
1.574155,'\'(5.75-6.05]\'',2.8,5.1,Iris-virginica
1.443121,'\'(6.35-6.65]\'',3.2,5.3,Iris-virginica
0.787951,'\'(6.35-6.65]\'',3,5.5,Iris-virginica
1.312087,'\'(6.95-inf)\'',3.8,6.7,Iris-virginica
1.443121,'\'(6.95-inf)\'',2.6,6.9,Iris-virginica
0.394849,'\'(5.75-6.05]\'',2.2,5,Iris-virginica
1.443121,'\'(6.65-6.95]\'',3.2,5.7,Iris-virginica
1.050019,'\'(5.55-5.75]\'',2.8,4.9,Iris-virginica
1.050019,'\'(6.95-inf)\'',2.8,6.7,Iris-virginica
0.787951,'\'(6.05-6.35]\'',2.7,4.9,Iris-virginica
1.181053,'\'(6.65-6.95]\'',3.3,5.7,Iris-virginica
0.787951,'\'(6.95-inf)\'',3.2,6,Iris-virginica
0.787951,'\'(6.05-6.35]\'',2.8,4.8,Iris-virginica
0.787951,'\'(6.05-6.35]\'',3,4.9,Iris-virginica
1.181053,'\'(6.35-6.65]\'',2.8,5.6,Iris-virginica
0.525883,'\'(6.95-inf)\'',3,5.8,Iris-virginica
0.918985,'\'(6.95-inf)\'',2.8,6.1,Iris-virginica
1.050019,'\'(6.95-inf)\'',3.8,6.4,Iris-virginica
1.312087,'\'(6.35-6.65]\'',2.8,5.6,Iris-virginica
0.394849,'\'(6.05-6.35]\'',2.8,5.1,Iris-virginica
0.263815,'\'(6.05-6.35]\'',2.6,5.6,Iris-virginica
1.443121,'\'(6.95-inf)\'',3,6.1,Iris-virginica
1.574155,'\'(6.05-6.35]\'',3.4,5.6,Iris-virginica
0.787951,'\'(6.35-6.65]\'',3.1,5.5,Iris-virginica
0.787951,'\'(5.75-6.05]\'',3,4.8,Iris-virginica
1.181053,'\'(6.65-6.95]\'',3.1,5.4,Iris-virginica
1.574155,'\'(6.65-6.95]\'',3.1,5.6,Iris-virginica
1.443121,'\'(6.65-6.95]\'',3.1,5.1,Iris-virginica
0.918985,'\'(5.75-6.05]\'',2.7,5.1,Iris-virginica
1.443121,'\'(6.65-6.95]\'',3.2,5.9,Iris-virginica
1.705189,'\'(6.65-6.95]\'',3.3,5.7,Iris-virginica
1.443121,'\'(6.65-6.95]\'',3,5.2,Iris-virginica
0.918985,'\'(6.05-6.35]\'',2.5,5,Iris-virginica
1.050019,'\'(6.35-6.65]\'',3,5.2,Iris-virginica
1.443121,'\'(6.05-6.35]\'',3.4,5.4,Iris-virginica
0.787951,'\'(5.75-6.05]\'',3,5.1,Iris-virginica
