@relation iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.551486,0.394849,-1.277692,4.9,Iris-versicolor
0.309959,0.001747,-0.585801,4.7,Iris-versicolor
0.672249,0.132781,-0.355171,4.3,Iris-versicolor
0.913776,0.263815,-0.12454,4.4,Iris-versicolor
1.155302,0.263815,-0.585801,4.8,Iris-versicolor
1.034539,0.656917,-0.12454,5,Iris-versicolor
0.189196,0.394849,-0.355171,4.5,Iris-versicolor
-0.173094,-0.260321,-1.047062,3.5,Iris-versicolor
-0.414621,-0.129287,-1.508322,3.8,Iris-versicolor
-0.414621,-0.260321,-1.508322,3.7,Iris-versicolor
-0.052331,0.001747,-0.816431,3.9,Iris-versicolor
0.189196,0.525883,-0.816431,5.1,Iris-versicolor
-0.535384,0.394849,-0.12454,4.5,Iris-versicolor
0.189196,0.525883,0.797981,4.5,Iris-versicolor
1.034539,0.394849,0.10609,4.7,Iris-versicolor
0.551486,0.132781,-1.738953,4.4,Iris-versicolor
-0.293857,0.132781,-0.12454,4.1,Iris-versicolor
-0.414621,0.132781,-1.277692,4,Iris-versicolor
-0.414621,0.001747,-1.047062,4.4,Iris-versicolor
0.309959,0.263815,-0.12454,4.6,Iris-versicolor
-0.052331,0.001747,-1.047062,4,Iris-versicolor
-1.018437,-0.260321,-1.738953,3.3,Iris-versicolor
-0.293857,0.132781,-0.816431,4.2,Iris-versicolor
-0.173094,0.001747,-0.12454,4.2,Iris-versicolor
-0.173094,0.132781,-0.355171,4.2,Iris-versicolor
0.430722,0.132781,-0.355171,4.3,Iris-versicolor
-0.897674,-0.129287,-1.277692,3,Iris-versicolor
-0.173094,0.132781,-0.585801,4.1,Iris-versicolor
0.551486,1.705189,0.567351,6,Iris-virginica
-0.052331,0.918985,-0.816431,5.1,Iris-virginica
1.517592,1.181053,-0.12454,5.9,Iris-virginica
0.551486,0.787951,-0.355171,5.6,Iris-virginica
0.793012,1.312087,-0.12454,5.8,Iris-virginica
2.121409,1.181053,-0.12454,6.6,Iris-virginica
-1.1392,0.656917,-1.277692,4.5,Iris-virginica
1.759119,0.787951,-0.355171,6.3,Iris-virginica
1.034539,0.787951,-1.277692,5.8,Iris-virginica
1.638355,1.705189,1.259242,6.1,Iris-virginica
0.793012,1.050019,0.33672,5.1,Iris-virginica
0.672249,0.918985,-0.816431,5.3,Iris-virginica
1.155302,1.181053,-0.12454,5.5,Iris-virginica
-0.173094,1.050019,-1.277692,5,Iris-virginica
-0.052331,1.574155,-0.585801,5.1,Iris-virginica
0.672249,1.443121,0.33672,5.3,Iris-virginica
0.793012,0.787951,-0.12454,5.5,Iris-virginica
2.242172,1.312087,1.720502,6.7,Iris-virginica
2.242172,1.443121,-1.047062,6.9,Iris-virginica
0.189196,0.394849,-1.969583,5,Iris-virginica
1.276066,1.443121,0.33672,5.7,Iris-virginica
-0.293857,1.050019,-0.585801,4.9,Iris-virginica
2.242172,1.050019,-0.585801,6.7,Iris-virginica
0.551486,0.787951,-0.816431,4.9,Iris-virginica
1.034539,1.181053,0.567351,5.7,Iris-virginica
1.638355,0.787951,0.33672,6,Iris-virginica
0.430722,0.787951,-0.585801,4.8,Iris-virginica
0.309959,0.787951,-0.12454,4.9,Iris-virginica
0.672249,1.181053,-0.585801,5.6,Iris-virginica
1.638355,0.525883,-0.12454,5.8,Iris-virginica
1.879882,0.918985,-0.585801,6.1,Iris-virginica
2.483699,1.050019,1.720502,6.4,Iris-virginica
0.672249,1.312087,-0.585801,5.6,Iris-virginica
0.551486,0.394849,-0.585801,5.1,Iris-virginica
0.309959,0.263815,-1.047062,5.6,Iris-virginica
2.242172,1.443121,-0.12454,6.1,Iris-virginica
0.551486,1.574155,0.797981,5.6,Iris-virginica
0.672249,0.787951,0.10609,5.5,Iris-virginica
0.189196,0.787951,-0.12454,4.8,Iris-virginica
1.276066,1.181053,0.10609,5.4,Iris-virginica
1.034539,1.574155,0.10609,5.6,Iris-virginica
1.276066,1.443121,0.10609,5.1,Iris-virginica
-0.052331,0.918985,-0.816431,5.1,Iris-virginica
1.155302,1.443121,0.33672,5.9,Iris-virginica
1.034539,1.705189,0.567351,5.7,Iris-virginica
1.034539,1.443121,-0.12454,5.2,Iris-virginica
0.551486,0.918985,-1.277692,5,Iris-virginica
0.793012,1.050019,-0.12454,5.2,Iris-virginica
0.430722,1.443121,0.797981,5.4,Iris-virginica
0.068433,0.787951,-0.12454,5.1,Iris-virginica
