@relation iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.263815,-0.12454,6.6,4.4,Iris-versicolor
0.263815,-0.585801,6.8,4.8,Iris-versicolor
0.656917,-0.12454,6.7,5,Iris-versicolor
0.394849,-0.355171,6,4.5,Iris-versicolor
-0.260321,-1.047062,5.7,3.5,Iris-versicolor
-0.129287,-1.508322,5.5,3.8,Iris-versicolor
-0.260321,-1.508322,5.5,3.7,Iris-versicolor
0.001747,-0.816431,5.8,3.9,Iris-versicolor
0.525883,-0.816431,6,5.1,Iris-versicolor
0.394849,-0.12454,5.4,4.5,Iris-versicolor
0.525883,0.797981,6,4.5,Iris-versicolor
0.394849,0.10609,6.7,4.7,Iris-versicolor
0.132781,-1.738953,6.3,4.4,Iris-versicolor
0.132781,-0.12454,5.6,4.1,Iris-versicolor
0.132781,-1.277692,5.5,4,Iris-versicolor
0.001747,-1.047062,5.5,4.4,Iris-versicolor
0.263815,-0.12454,6.1,4.6,Iris-versicolor
0.001747,-1.047062,5.8,4,Iris-versicolor
-0.260321,-1.738953,5,3.3,Iris-versicolor
0.132781,-0.816431,5.6,4.2,Iris-versicolor
0.001747,-0.12454,5.7,4.2,Iris-versicolor
0.132781,-0.355171,5.7,4.2,Iris-versicolor
0.132781,-0.355171,6.2,4.3,Iris-versicolor
-0.129287,-1.277692,5.1,3,Iris-versicolor
0.132781,-0.585801,5.7,4.1,Iris-versicolor
1.705189,0.567351,6.3,6,Iris-virginica
0.918985,-0.816431,5.8,5.1,Iris-virginica
1.181053,-0.12454,7.1,5.9,Iris-virginica
0.787951,-0.355171,6.3,5.6,Iris-virginica
1.312087,-0.12454,6.5,5.8,Iris-virginica
1.181053,-0.12454,7.6,6.6,Iris-virginica
0.656917,-1.277692,4.9,4.5,Iris-virginica
0.787951,-0.355171,7.3,6.3,Iris-virginica
0.787951,-1.277692,6.7,5.8,Iris-virginica
1.705189,1.259242,7.2,6.1,Iris-virginica
1.050019,0.33672,6.5,5.1,Iris-virginica
0.918985,-0.816431,6.4,5.3,Iris-virginica
1.181053,-0.12454,6.8,5.5,Iris-virginica
1.050019,-1.277692,5.7,5,Iris-virginica
1.574155,-0.585801,5.8,5.1,Iris-virginica
1.443121,0.33672,6.4,5.3,Iris-virginica
0.787951,-0.12454,6.5,5.5,Iris-virginica
1.312087,1.720502,7.7,6.7,Iris-virginica
1.443121,-1.047062,7.7,6.9,Iris-virginica
0.394849,-1.969583,6,5,Iris-virginica
1.443121,0.33672,6.9,5.7,Iris-virginica
1.050019,-0.585801,5.6,4.9,Iris-virginica
1.050019,-0.585801,7.7,6.7,Iris-virginica
0.787951,-0.816431,6.3,4.9,Iris-virginica
1.181053,0.567351,6.7,5.7,Iris-virginica
0.787951,0.33672,7.2,6,Iris-virginica
0.787951,-0.585801,6.2,4.8,Iris-virginica
0.787951,-0.12454,6.1,4.9,Iris-virginica
1.181053,-0.585801,6.4,5.6,Iris-virginica
0.525883,-0.12454,7.2,5.8,Iris-virginica
0.918985,-0.585801,7.4,6.1,Iris-virginica
1.050019,1.720502,7.9,6.4,Iris-virginica
1.312087,-0.585801,6.4,5.6,Iris-virginica
0.394849,-0.585801,6.3,5.1,Iris-virginica
0.263815,-1.047062,6.1,5.6,Iris-virginica
1.443121,-0.12454,7.7,6.1,Iris-virginica
1.574155,0.797981,6.3,5.6,Iris-virginica
0.787951,0.10609,6.4,5.5,Iris-virginica
0.787951,-0.12454,6,4.8,Iris-virginica
1.181053,0.10609,6.9,5.4,Iris-virginica
1.574155,0.10609,6.7,5.6,Iris-virginica
1.443121,0.10609,6.9,5.1,Iris-virginica
0.918985,-0.816431,5.8,5.1,Iris-virginica
1.443121,0.33672,6.8,5.9,Iris-virginica
1.705189,0.567351,6.7,5.7,Iris-virginica
1.443121,-0.12454,6.7,5.2,Iris-virginica
0.918985,-1.277692,6.3,5,Iris-virginica
1.050019,-0.12454,6.5,5.2,Iris-virginica
1.443121,0.797981,6.2,5.4,Iris-virginica
0.787951,-0.12454,5.9,5.1,Iris-virginica
