@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.020833]\'','\'(0.020833-0.0625]\'','\'(0.0625-0.1875]\'','\'(0.1875-0.479167]\'','\'(0.479167-0.520833]\'','\'(0.520833-0.604167]\'','\'(0.604167-0.729167]\'','\'(0.729167-0.8125]\'','\'(0.8125-0.895833]\'','\'(0.895833-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.189196,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',4,Iris-versicolor
0.309959,'\'(0.520833-0.604167]\'','\'(2.85-2.95]\'',4.7,Iris-versicolor
-0.293857,'\'(0.479167-0.520833]\'','\'(2.85-2.95]\'',3.6,Iris-versicolor
1.034539,'\'(0.520833-0.604167]\'','\'(3.05-3.15]\'',4.4,Iris-versicolor
-0.293857,'\'(0.520833-0.604167]\'','\'(2.95-3.05]\'',4.5,Iris-versicolor
-0.052331,'\'(0.1875-0.479167]\'','\'(2.55-2.75]\'',4.1,Iris-versicolor
0.430722,'\'(0.520833-0.604167]\'','\'(-inf-2.55]\'',4.5,Iris-versicolor
-0.293857,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',3.9,Iris-versicolor
0.068433,'\'(0.604167-0.729167]\'','\'(3.15-3.25]\'',4.8,Iris-versicolor
0.309959,'\'(0.479167-0.520833]\'','\'(2.75-2.85]\'',4,Iris-versicolor
0.551486,'\'(0.520833-0.604167]\'','\'(-inf-2.55]\'',4.9,Iris-versicolor
0.309959,'\'(0.1875-0.479167]\'','\'(2.75-2.85]\'',4.7,Iris-versicolor
0.672249,'\'(0.479167-0.520833]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
0.913776,'\'(0.520833-0.604167]\'','\'(2.95-3.05]\'',4.4,Iris-versicolor
1.155302,'\'(0.520833-0.604167]\'','\'(2.75-2.85]\'',4.8,Iris-versicolor
1.034539,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',5,Iris-versicolor
0.189196,'\'(0.520833-0.604167]\'','\'(2.85-2.95]\'',4.5,Iris-versicolor
-0.173094,'\'(0.1875-0.479167]\'','\'(2.55-2.75]\'',3.5,Iris-versicolor
-0.414621,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',3.8,Iris-versicolor
-0.414621,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',3.7,Iris-versicolor
-0.052331,'\'(0.1875-0.479167]\'','\'(2.55-2.75]\'',3.9,Iris-versicolor
0.189196,'\'(0.604167-0.729167]\'','\'(2.55-2.75]\'',5.1,Iris-versicolor
-0.535384,'\'(0.520833-0.604167]\'','\'(2.95-3.05]\'',4.5,Iris-versicolor
0.189196,'\'(0.604167-0.729167]\'','\'(3.25-3.45]\'',4.5,Iris-versicolor
1.034539,'\'(0.520833-0.604167]\'','\'(3.05-3.15]\'',4.7,Iris-versicolor
0.551486,'\'(0.479167-0.520833]\'','\'(-inf-2.55]\'',4.4,Iris-versicolor
-0.293857,'\'(0.479167-0.520833]\'','\'(2.95-3.05]\'',4.1,Iris-versicolor
-0.414621,'\'(0.479167-0.520833]\'','\'(-inf-2.55]\'',4,Iris-versicolor
-0.414621,'\'(0.1875-0.479167]\'','\'(2.55-2.75]\'',4.4,Iris-versicolor
0.309959,'\'(0.520833-0.604167]\'','\'(2.95-3.05]\'',4.6,Iris-versicolor
-0.052331,'\'(0.1875-0.479167]\'','\'(2.55-2.75]\'',4,Iris-versicolor
-1.018437,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',3.3,Iris-versicolor
-0.293857,'\'(0.479167-0.520833]\'','\'(2.55-2.75]\'',4.2,Iris-versicolor
-0.173094,'\'(0.1875-0.479167]\'','\'(2.95-3.05]\'',4.2,Iris-versicolor
-0.173094,'\'(0.479167-0.520833]\'','\'(2.85-2.95]\'',4.2,Iris-versicolor
0.430722,'\'(0.479167-0.520833]\'','\'(2.85-2.95]\'',4.3,Iris-versicolor
-0.897674,'\'(0.1875-0.479167]\'','\'(-inf-2.55]\'',3,Iris-versicolor
-0.173094,'\'(0.479167-0.520833]\'','\'(2.75-2.85]\'',4.1,Iris-versicolor
0.551486,'\'(0.895833-inf)\'','\'(3.25-3.45]\'',6,Iris-virginica
-0.052331,'\'(0.729167-0.8125]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
1.517592,'\'(0.8125-0.895833]\'','\'(2.95-3.05]\'',5.9,Iris-virginica
0.551486,'\'(0.604167-0.729167]\'','\'(2.85-2.95]\'',5.6,Iris-virginica
0.793012,'\'(0.8125-0.895833]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
2.121409,'\'(0.8125-0.895833]\'','\'(2.95-3.05]\'',6.6,Iris-virginica
-1.1392,'\'(0.604167-0.729167]\'','\'(-inf-2.55]\'',4.5,Iris-virginica
1.759119,'\'(0.604167-0.729167]\'','\'(2.85-2.95]\'',6.3,Iris-virginica
1.034539,'\'(0.604167-0.729167]\'','\'(-inf-2.55]\'',5.8,Iris-virginica
1.638355,'\'(0.895833-inf)\'','\'(3.45-3.75]\'',6.1,Iris-virginica
0.793012,'\'(0.729167-0.8125]\'','\'(3.15-3.25]\'',5.1,Iris-virginica
0.672249,'\'(0.729167-0.8125]\'','\'(2.55-2.75]\'',5.3,Iris-virginica
1.155302,'\'(0.8125-0.895833]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
-0.173094,'\'(0.729167-0.8125]\'','\'(-inf-2.55]\'',5,Iris-virginica
-0.052331,'\'(0.895833-inf)\'','\'(2.75-2.85]\'',5.1,Iris-virginica
0.672249,'\'(0.895833-inf)\'','\'(3.15-3.25]\'',5.3,Iris-virginica
0.793012,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',5.5,Iris-virginica
2.242172,'\'(0.8125-0.895833]\'','\'(3.75-inf)\'',6.7,Iris-virginica
2.242172,'\'(0.895833-inf)\'','\'(2.55-2.75]\'',6.9,Iris-virginica
0.189196,'\'(0.520833-0.604167]\'','\'(-inf-2.55]\'',5,Iris-virginica
1.276066,'\'(0.895833-inf)\'','\'(3.15-3.25]\'',5.7,Iris-virginica
-0.293857,'\'(0.729167-0.8125]\'','\'(2.75-2.85]\'',4.9,Iris-virginica
2.242172,'\'(0.729167-0.8125]\'','\'(2.75-2.85]\'',6.7,Iris-virginica
0.551486,'\'(0.604167-0.729167]\'','\'(2.55-2.75]\'',4.9,Iris-virginica
1.034539,'\'(0.8125-0.895833]\'','\'(3.25-3.45]\'',5.7,Iris-virginica
1.638355,'\'(0.604167-0.729167]\'','\'(3.15-3.25]\'',6,Iris-virginica
0.430722,'\'(0.604167-0.729167]\'','\'(2.75-2.85]\'',4.8,Iris-virginica
0.309959,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',4.9,Iris-virginica
0.672249,'\'(0.8125-0.895833]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
1.638355,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',5.8,Iris-virginica
1.879882,'\'(0.729167-0.8125]\'','\'(2.75-2.85]\'',6.1,Iris-virginica
2.483699,'\'(0.729167-0.8125]\'','\'(3.75-inf)\'',6.4,Iris-virginica
0.672249,'\'(0.8125-0.895833]\'','\'(2.75-2.85]\'',5.6,Iris-virginica
0.551486,'\'(0.520833-0.604167]\'','\'(2.75-2.85]\'',5.1,Iris-virginica
0.309959,'\'(0.520833-0.604167]\'','\'(2.55-2.75]\'',5.6,Iris-virginica
2.242172,'\'(0.895833-inf)\'','\'(2.95-3.05]\'',6.1,Iris-virginica
0.551486,'\'(0.895833-inf)\'','\'(3.25-3.45]\'',5.6,Iris-virginica
0.672249,'\'(0.604167-0.729167]\'','\'(3.05-3.15]\'',5.5,Iris-virginica
0.189196,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',4.8,Iris-virginica
1.276066,'\'(0.8125-0.895833]\'','\'(3.05-3.15]\'',5.4,Iris-virginica
1.034539,'\'(0.895833-inf)\'','\'(3.05-3.15]\'',5.6,Iris-virginica
1.276066,'\'(0.895833-inf)\'','\'(3.05-3.15]\'',5.1,Iris-virginica
-0.052331,'\'(0.729167-0.8125]\'','\'(2.55-2.75]\'',5.1,Iris-virginica
1.155302,'\'(0.895833-inf)\'','\'(3.15-3.25]\'',5.9,Iris-virginica
1.034539,'\'(0.895833-inf)\'','\'(3.25-3.45]\'',5.7,Iris-virginica
1.034539,'\'(0.895833-inf)\'','\'(2.95-3.05]\'',5.2,Iris-virginica
0.551486,'\'(0.729167-0.8125]\'','\'(-inf-2.55]\'',5,Iris-virginica
0.793012,'\'(0.729167-0.8125]\'','\'(2.95-3.05]\'',5.2,Iris-virginica
0.430722,'\'(0.895833-inf)\'','\'(3.25-3.45]\'',5.4,Iris-virginica
0.068433,'\'(0.604167-0.729167]\'','\'(2.95-3.05]\'',5.1,Iris-virginica
