@relation iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1

@attribute 'filtered-0-filtered-0-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
1.32697,-0.12454,7.7,2.3,Iris-virginica
1.043591,0.797981,6.3,2.4,Iris-virginica
0.986915,0.10609,6.4,1.8,Iris-virginica
0.590184,-0.12454,6,1.8,Iris-virginica
0.930239,0.10609,6.9,2.1,Iris-virginica
1.043591,0.10609,6.7,2.4,Iris-virginica
0.760212,0.10609,6.9,2.3,Iris-virginica
0.760212,-0.816431,5.8,1.9,Iris-virginica
1.213619,0.33672,6.8,2.3,Iris-virginica
1.100267,0.567351,6.7,2.5,Iris-virginica
0.816888,-0.12454,6.7,2.3,Iris-virginica
0.703536,-1.277692,6.3,1.9,Iris-virginica
0.816888,-0.12454,6.5,2,Iris-virginica
0.930239,0.797981,6.2,2.3,Iris-virginica
0.760212,-0.12454,5.9,1.8,Iris-virginica
