@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-1.59]\'',1.489872,5.3,0.2,Iris-setosa
'\'(-inf-1.59]\'',0.567351,5,0.2,Iris-setosa
'\'(4.54-5.13]\'',0.33672,7,1.4,Iris-versicolor
'\'(3.95-4.54]\'',0.33672,6.4,1.5,Iris-versicolor
'\'(4.54-5.13]\'',0.10609,6.9,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-1.738953,5.5,1.3,Iris-versicolor
'\'(4.54-5.13]\'',-0.585801,6.5,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-0.585801,5.7,1.3,Iris-versicolor
'\'(4.54-5.13]\'',0.567351,6.3,1.6,Iris-versicolor
'\'(2.77-3.36]\'',-1.508322,4.9,1,Iris-versicolor
'\'(4.54-5.13]\'',-0.355171,6.6,1.3,Iris-versicolor
'\'(3.36-3.95]\'',-0.816431,5.2,1.4,Iris-versicolor
'\'(3.36-3.95]\'',-2.430844,5,1,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,5.9,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-1.969583,6,1,Iris-versicolor
'\'(4.54-5.13]\'',-0.355171,6.1,1.4,Iris-versicolor
'\'(3.36-3.95]\'',-0.355171,5.6,1.3,Iris-versicolor
'\'(3.95-4.54]\'',0.10609,6.7,1.4,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,5.6,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-0.816431,5.8,1,Iris-versicolor
'\'(3.95-4.54]\'',-1.969583,6.2,1.5,Iris-versicolor
'\'(3.36-3.95]\'',-1.277692,5.6,1.1,Iris-versicolor
'\'(4.54-5.13]\'',0.33672,5.9,1.8,Iris-versicolor
'\'(3.95-4.54]\'',-0.585801,6.1,1.3,Iris-versicolor
'\'(4.54-5.13]\'',-1.277692,6.3,1.5,Iris-versicolor
'\'(4.54-5.13]\'',-0.585801,6.1,1.2,Iris-versicolor
'\'(3.95-4.54]\'',-0.355171,6.4,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,6.6,1.4,Iris-versicolor
'\'(4.54-5.13]\'',-0.585801,6.8,1.4,Iris-versicolor
'\'(4.54-5.13]\'',-0.12454,6.7,1.7,Iris-versicolor
'\'(3.95-4.54]\'',-0.355171,6,1.5,Iris-versicolor
'\'(3.36-3.95]\'',-1.047062,5.7,1,Iris-versicolor
'\'(3.36-3.95]\'',-1.508322,5.5,1.1,Iris-versicolor
'\'(3.36-3.95]\'',-1.508322,5.5,1,Iris-versicolor
'\'(3.36-3.95]\'',-0.816431,5.8,1.2,Iris-versicolor
'\'(4.54-5.13]\'',-0.816431,6,1.6,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,5.4,1.5,Iris-versicolor
'\'(3.95-4.54]\'',0.797981,6,1.6,Iris-versicolor
'\'(4.54-5.13]\'',0.10609,6.7,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-1.738953,6.3,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,5.6,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-1.277692,5.5,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-1.047062,5.5,1.2,Iris-versicolor
'\'(4.54-5.13]\'',-0.12454,6.1,1.4,Iris-versicolor
'\'(3.95-4.54]\'',-1.047062,5.8,1.2,Iris-versicolor
'\'(2.77-3.36]\'',-1.738953,5,1,Iris-versicolor
'\'(3.95-4.54]\'',-0.816431,5.6,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.12454,5.7,1.2,Iris-versicolor
'\'(3.95-4.54]\'',-0.355171,5.7,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.355171,6.2,1.3,Iris-versicolor
'\'(2.77-3.36]\'',-1.277692,5.1,1.1,Iris-versicolor
'\'(3.95-4.54]\'',-0.585801,5.7,1.3,Iris-versicolor
'\'(5.72-6.31]\'',0.567351,6.3,2.5,Iris-virginica
'\'(4.54-5.13]\'',-0.816431,5.8,1.9,Iris-virginica
'\'(5.72-6.31]\'',-0.12454,7.1,2.1,Iris-virginica
'\'(5.13-5.72]\'',-0.355171,6.3,1.8,Iris-virginica
'\'(5.72-6.31]\'',-0.12454,6.5,2.2,Iris-virginica
'\'(6.31-inf)\'',-0.12454,7.6,2.1,Iris-virginica
'\'(3.95-4.54]\'',-1.277692,4.9,1.7,Iris-virginica
'\'(5.72-6.31]\'',-0.355171,7.3,1.8,Iris-virginica
'\'(5.72-6.31]\'',-1.277692,6.7,1.8,Iris-virginica
'\'(5.72-6.31]\'',1.259242,7.2,2.5,Iris-virginica
'\'(4.54-5.13]\'',0.33672,6.5,2,Iris-virginica
'\'(5.13-5.72]\'',-0.816431,6.4,1.9,Iris-virginica
'\'(5.13-5.72]\'',-0.12454,6.8,2.1,Iris-virginica
'\'(4.54-5.13]\'',-1.277692,5.7,2,Iris-virginica
'\'(4.54-5.13]\'',-0.585801,5.8,2.4,Iris-virginica
'\'(5.13-5.72]\'',0.33672,6.4,2.3,Iris-virginica
'\'(5.13-5.72]\'',-0.12454,6.5,1.8,Iris-virginica
'\'(6.31-inf)\'',1.720502,7.7,2.2,Iris-virginica
'\'(6.31-inf)\'',-1.047062,7.7,2.3,Iris-virginica
'\'(4.54-5.13]\'',-1.969583,6,1.5,Iris-virginica
'\'(5.13-5.72]\'',0.33672,6.9,2.3,Iris-virginica
'\'(4.54-5.13]\'',-0.585801,5.6,2,Iris-virginica
'\'(6.31-inf)\'',-0.585801,7.7,2,Iris-virginica
'\'(4.54-5.13]\'',-0.816431,6.3,1.8,Iris-virginica
'\'(5.13-5.72]\'',0.567351,6.7,2.1,Iris-virginica
'\'(5.72-6.31]\'',0.33672,7.2,1.8,Iris-virginica
'\'(4.54-5.13]\'',-0.585801,6.2,1.8,Iris-virginica
'\'(4.54-5.13]\'',-0.12454,6.1,1.8,Iris-virginica
'\'(5.13-5.72]\'',-0.585801,6.4,2.1,Iris-virginica
'\'(5.72-6.31]\'',-0.12454,7.2,1.6,Iris-virginica
'\'(5.72-6.31]\'',-0.585801,7.4,1.9,Iris-virginica
'\'(6.31-inf)\'',1.720502,7.9,2,Iris-virginica
'\'(5.13-5.72]\'',-0.585801,6.4,2.2,Iris-virginica
'\'(4.54-5.13]\'',-0.585801,6.3,1.5,Iris-virginica
'\'(5.13-5.72]\'',-1.047062,6.1,1.4,Iris-virginica
'\'(5.72-6.31]\'',-0.12454,7.7,2.3,Iris-virginica
'\'(5.13-5.72]\'',0.797981,6.3,2.4,Iris-virginica
'\'(5.13-5.72]\'',0.10609,6.4,1.8,Iris-virginica
'\'(4.54-5.13]\'',-0.12454,6,1.8,Iris-virginica
'\'(5.13-5.72]\'',0.10609,6.9,2.1,Iris-virginica
'\'(5.13-5.72]\'',0.10609,6.7,2.4,Iris-virginica
'\'(4.54-5.13]\'',0.10609,6.9,2.3,Iris-virginica
'\'(4.54-5.13]\'',-0.816431,5.8,1.9,Iris-virginica
'\'(5.72-6.31]\'',0.33672,6.8,2.3,Iris-virginica
'\'(5.13-5.72]\'',0.567351,6.7,2.5,Iris-virginica
'\'(5.13-5.72]\'',-0.12454,6.7,2.3,Iris-virginica
'\'(4.54-5.13]\'',-1.277692,6.3,1.9,Iris-virginica
'\'(5.13-5.72]\'',-0.12454,6.5,2,Iris-virginica
'\'(5.13-5.72]\'',0.797981,6.2,2.3,Iris-virginica
'\'(4.54-5.13]\'',-0.12454,5.9,1.8,Iris-virginica
