@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-0.34]\'','\'(3.15-3.25]\'',4.4,1.3,Iris-setosa
'\'(0.58-0.82]\'','\'(3.45-3.75]\'',5,1.6,Iris-setosa
'\'(0.34-0.58]\'','\'(3.75-inf)\'',5.1,1.9,Iris-setosa
'\'(-inf-0.34]\'','\'(2.95-3.05]\'',4.8,1.4,Iris-setosa
'\'(-inf-0.34]\'','\'(3.75-inf)\'',5.1,1.6,Iris-setosa
'\'(-inf-0.34]\'','\'(3.15-3.25]\'',4.6,1.4,Iris-setosa
'\'(-inf-0.34]\'','\'(3.45-3.75]\'',5.3,1.5,Iris-setosa
'\'(-inf-0.34]\'','\'(3.25-3.45]\'',5,1.4,Iris-setosa
'\'(1.3-1.54]\'','\'(3.15-3.25]\'',7,4.7,Iris-versicolor
'\'(1.3-1.54]\'','\'(3.15-3.25]\'',6.4,4.5,Iris-versicolor
'\'(1.3-1.54]\'','\'(3.05-3.15]\'',6.9,4.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',5.5,4,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.75-2.85]\'',6.5,4.6,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.75-2.85]\'',5.7,4.5,Iris-versicolor
'\'(1.54-1.78]\'','\'(3.25-3.45]\'',6.3,4.7,Iris-versicolor
'\'(0.82-1.06]\'','\'(-inf-2.55]\'',4.9,3.3,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.85-2.95]\'',6.6,4.6,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.55-2.75]\'',5.2,3.9,Iris-versicolor
'\'(0.82-1.06]\'','\'(-inf-2.55]\'',5,3.5,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.95-3.05]\'',5.9,4.2,Iris-versicolor
'\'(0.82-1.06]\'','\'(-inf-2.55]\'',6,4,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.85-2.95]\'',6.1,4.7,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.85-2.95]\'',5.6,3.6,Iris-versicolor
'\'(1.3-1.54]\'','\'(3.05-3.15]\'',6.7,4.4,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.95-3.05]\'',5.6,4.5,Iris-versicolor
'\'(0.82-1.06]\'','\'(2.55-2.75]\'',5.8,4.1,Iris-versicolor
'\'(1.3-1.54]\'','\'(-inf-2.55]\'',6.2,4.5,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',5.6,3.9,Iris-versicolor
'\'(1.78-2.02]\'','\'(3.15-3.25]\'',5.9,4.8,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.75-2.85]\'',6.1,4,Iris-versicolor
'\'(1.3-1.54]\'','\'(-inf-2.55]\'',6.3,4.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.75-2.85]\'',6.1,4.7,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.85-2.95]\'',6.4,4.3,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.95-3.05]\'',6.6,4.4,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.75-2.85]\'',6.8,4.8,Iris-versicolor
'\'(1.54-1.78]\'','\'(2.95-3.05]\'',6.7,5,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.85-2.95]\'',6,4.5,Iris-versicolor
'\'(0.82-1.06]\'','\'(2.55-2.75]\'',5.7,3.5,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',5.5,3.8,Iris-versicolor
'\'(0.82-1.06]\'','\'(-inf-2.55]\'',5.5,3.7,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.55-2.75]\'',5.8,3.9,Iris-versicolor
'\'(1.54-1.78]\'','\'(2.55-2.75]\'',6,5.1,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.95-3.05]\'',5.4,4.5,Iris-versicolor
'\'(1.54-1.78]\'','\'(3.25-3.45]\'',6,4.5,Iris-versicolor
'\'(1.3-1.54]\'','\'(3.05-3.15]\'',6.7,4.7,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',6.3,4.4,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.95-3.05]\'',5.6,4.1,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',5.5,4,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.55-2.75]\'',5.5,4.4,Iris-versicolor
'\'(1.3-1.54]\'','\'(2.95-3.05]\'',6.1,4.6,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.55-2.75]\'',5.8,4,Iris-versicolor
'\'(0.82-1.06]\'','\'(-inf-2.55]\'',5,3.3,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.55-2.75]\'',5.6,4.2,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.95-3.05]\'',5.7,4.2,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.85-2.95]\'',5.7,4.2,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.85-2.95]\'',6.2,4.3,Iris-versicolor
'\'(1.06-1.3]\'','\'(-inf-2.55]\'',5.1,3,Iris-versicolor
'\'(1.06-1.3]\'','\'(2.75-2.85]\'',5.7,4.1,Iris-versicolor
'\'(2.26-inf)\'','\'(3.25-3.45]\'',6.3,6,Iris-virginica
'\'(1.78-2.02]\'','\'(2.55-2.75]\'',5.8,5.1,Iris-virginica
'\'(2.02-2.26]\'','\'(2.95-3.05]\'',7.1,5.9,Iris-virginica
'\'(1.78-2.02]\'','\'(2.85-2.95]\'',6.3,5.6,Iris-virginica
'\'(2.02-2.26]\'','\'(2.95-3.05]\'',6.5,5.8,Iris-virginica
'\'(2.02-2.26]\'','\'(2.95-3.05]\'',7.6,6.6,Iris-virginica
'\'(1.54-1.78]\'','\'(-inf-2.55]\'',4.9,4.5,Iris-virginica
'\'(1.78-2.02]\'','\'(2.85-2.95]\'',7.3,6.3,Iris-virginica
'\'(1.78-2.02]\'','\'(-inf-2.55]\'',6.7,5.8,Iris-virginica
'\'(2.26-inf)\'','\'(3.45-3.75]\'',7.2,6.1,Iris-virginica
'\'(1.78-2.02]\'','\'(3.15-3.25]\'',6.5,5.1,Iris-virginica
'\'(1.78-2.02]\'','\'(2.55-2.75]\'',6.4,5.3,Iris-virginica
'\'(2.02-2.26]\'','\'(2.95-3.05]\'',6.8,5.5,Iris-virginica
'\'(1.78-2.02]\'','\'(-inf-2.55]\'',5.7,5,Iris-virginica
'\'(2.26-inf)\'','\'(2.75-2.85]\'',5.8,5.1,Iris-virginica
'\'(2.26-inf)\'','\'(3.15-3.25]\'',6.4,5.3,Iris-virginica
'\'(1.78-2.02]\'','\'(2.95-3.05]\'',6.5,5.5,Iris-virginica
'\'(2.02-2.26]\'','\'(3.75-inf)\'',7.7,6.7,Iris-virginica
'\'(2.26-inf)\'','\'(2.55-2.75]\'',7.7,6.9,Iris-virginica
'\'(1.3-1.54]\'','\'(-inf-2.55]\'',6,5,Iris-virginica
'\'(2.26-inf)\'','\'(3.15-3.25]\'',6.9,5.7,Iris-virginica
'\'(1.78-2.02]\'','\'(2.75-2.85]\'',5.6,4.9,Iris-virginica
'\'(1.78-2.02]\'','\'(2.75-2.85]\'',7.7,6.7,Iris-virginica
'\'(1.78-2.02]\'','\'(2.55-2.75]\'',6.3,4.9,Iris-virginica
'\'(2.02-2.26]\'','\'(3.25-3.45]\'',6.7,5.7,Iris-virginica
'\'(1.78-2.02]\'','\'(3.15-3.25]\'',7.2,6,Iris-virginica
'\'(1.78-2.02]\'','\'(2.75-2.85]\'',6.2,4.8,Iris-virginica
'\'(1.78-2.02]\'','\'(2.95-3.05]\'',6.1,4.9,Iris-virginica
'\'(2.02-2.26]\'','\'(2.75-2.85]\'',6.4,5.6,Iris-virginica
'\'(1.54-1.78]\'','\'(2.95-3.05]\'',7.2,5.8,Iris-virginica
'\'(1.78-2.02]\'','\'(2.75-2.85]\'',7.4,6.1,Iris-virginica
'\'(1.78-2.02]\'','\'(3.75-inf)\'',7.9,6.4,Iris-virginica
'\'(2.02-2.26]\'','\'(2.75-2.85]\'',6.4,5.6,Iris-virginica
'\'(1.3-1.54]\'','\'(2.75-2.85]\'',6.3,5.1,Iris-virginica
'\'(1.3-1.54]\'','\'(2.55-2.75]\'',6.1,5.6,Iris-virginica
'\'(2.26-inf)\'','\'(2.95-3.05]\'',7.7,6.1,Iris-virginica
'\'(2.26-inf)\'','\'(3.25-3.45]\'',6.3,5.6,Iris-virginica
'\'(1.78-2.02]\'','\'(3.05-3.15]\'',6.4,5.5,Iris-virginica
'\'(1.78-2.02]\'','\'(2.95-3.05]\'',6,4.8,Iris-virginica
'\'(2.02-2.26]\'','\'(3.05-3.15]\'',6.9,5.4,Iris-virginica
'\'(2.26-inf)\'','\'(3.05-3.15]\'',6.7,5.6,Iris-virginica
'\'(2.26-inf)\'','\'(3.05-3.15]\'',6.9,5.1,Iris-virginica
'\'(1.78-2.02]\'','\'(2.55-2.75]\'',5.8,5.1,Iris-virginica
'\'(2.26-inf)\'','\'(3.15-3.25]\'',6.8,5.9,Iris-virginica
'\'(2.26-inf)\'','\'(3.25-3.45]\'',6.7,5.7,Iris-virginica
'\'(2.26-inf)\'','\'(2.95-3.05]\'',6.7,5.2,Iris-virginica
'\'(1.78-2.02]\'','\'(-inf-2.55]\'',6.3,5,Iris-virginica
'\'(1.78-2.02]\'','\'(2.95-3.05]\'',6.5,5.2,Iris-virginica
'\'(2.26-inf)\'','\'(3.25-3.45]\'',6.2,5.4,Iris-virginica
'\'(1.78-2.02]\'','\'(2.95-3.05]\'',5.9,5.1,Iris-virginica
