@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-1.59]\'',-0.897674,3.4,0.2,Iris-setosa
'\'(-inf-1.59]\'',-1.018437,3.5,0.3,Iris-setosa
'\'(-inf-1.59]\'',-1.622254,2.3,0.3,Iris-setosa
'\'(-inf-1.59]\'',-1.743017,3.2,0.2,Iris-setosa
'\'(1.59-2.18]\'',-1.018437,3.5,0.6,Iris-setosa
'\'(1.59-2.18]\'',-0.897674,3.8,0.4,Iris-setosa
'\'(-inf-1.59]\'',-1.259964,3,0.3,Iris-setosa
'\'(1.59-2.18]\'',-0.897674,3.8,0.2,Iris-setosa
'\'(-inf-1.59]\'',-1.50149,3.2,0.2,Iris-setosa
'\'(-inf-1.59]\'',-0.656147,3.7,0.2,Iris-setosa
'\'(-inf-1.59]\'',-1.018437,3.3,0.2,Iris-setosa
'\'(4.54-5.13]\'',1.396829,3.2,1.4,Iris-versicolor
'\'(3.95-4.54]\'',0.672249,3.2,1.5,Iris-versicolor
'\'(4.54-5.13]\'',1.276066,3.1,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-0.414621,2.3,1.3,Iris-versicolor
'\'(4.54-5.13]\'',0.793012,2.8,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-0.173094,2.8,1.3,Iris-versicolor
'\'(4.54-5.13]\'',0.551486,3.3,1.6,Iris-versicolor
'\'(2.77-3.36]\'',-1.1392,2.4,1,Iris-versicolor
'\'(4.54-5.13]\'',0.913776,2.9,1.3,Iris-versicolor
'\'(3.36-3.95]\'',-0.776911,2.7,1.4,Iris-versicolor
'\'(3.36-3.95]\'',-1.018437,2,1,Iris-versicolor
'\'(3.95-4.54]\'',0.068433,3,1.5,Iris-versicolor
'\'(3.95-4.54]\'',0.189196,2.2,1,Iris-versicolor
'\'(4.54-5.13]\'',0.309959,2.9,1.4,Iris-versicolor
'\'(3.36-3.95]\'',-0.293857,2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'',1.034539,3.1,1.4,Iris-versicolor
'\'(3.95-4.54]\'',-0.293857,3,1.5,Iris-versicolor
'\'(3.95-4.54]\'',-0.052331,2.7,1,Iris-versicolor
'\'(3.95-4.54]\'',0.430722,2.2,1.5,Iris-versicolor
'\'(3.36-3.95]\'',-0.293857,2.5,1.1,Iris-versicolor
'\'(4.54-5.13]\'',0.068433,3.2,1.8,Iris-versicolor
'\'(3.95-4.54]\'',0.309959,2.8,1.3,Iris-versicolor
'\'(4.54-5.13]\'',0.551486,2.5,1.5,Iris-versicolor
'\'(4.54-5.13]\'',0.309959,2.8,1.2,Iris-versicolor
'\'(3.95-4.54]\'',0.672249,2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'',0.913776,3,1.4,Iris-versicolor
'\'(4.54-5.13]\'',1.155302,2.8,1.4,Iris-versicolor
'\'(4.54-5.13]\'',1.034539,3,1.7,Iris-versicolor
'\'(3.95-4.54]\'',0.189196,2.9,1.5,Iris-versicolor
'\'(3.36-3.95]\'',-0.173094,2.6,1,Iris-versicolor
'\'(3.36-3.95]\'',-0.414621,2.4,1.1,Iris-versicolor
'\'(3.36-3.95]\'',-0.414621,2.4,1,Iris-versicolor
'\'(3.36-3.95]\'',-0.052331,2.7,1.2,Iris-versicolor
'\'(4.54-5.13]\'',0.189196,2.7,1.6,Iris-versicolor
'\'(3.95-4.54]\'',-0.535384,3,1.5,Iris-versicolor
'\'(3.95-4.54]\'',0.189196,3.4,1.6,Iris-versicolor
'\'(4.54-5.13]\'',1.034539,3.1,1.5,Iris-versicolor
'\'(3.95-4.54]\'',0.551486,2.3,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.293857,3,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.414621,2.5,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.414621,2.6,1.2,Iris-versicolor
'\'(4.54-5.13]\'',0.309959,3,1.4,Iris-versicolor
'\'(3.95-4.54]\'',-0.052331,2.6,1.2,Iris-versicolor
'\'(2.77-3.36]\'',-1.018437,2.3,1,Iris-versicolor
'\'(3.95-4.54]\'',-0.293857,2.7,1.3,Iris-versicolor
'\'(3.95-4.54]\'',-0.173094,3,1.2,Iris-versicolor
'\'(3.95-4.54]\'',-0.173094,2.9,1.3,Iris-versicolor
'\'(3.95-4.54]\'',0.430722,2.9,1.3,Iris-versicolor
'\'(2.77-3.36]\'',-0.897674,2.5,1.1,Iris-versicolor
'\'(3.95-4.54]\'',-0.173094,2.8,1.3,Iris-versicolor
'\'(5.72-6.31]\'',0.551486,3.3,2.5,Iris-virginica
'\'(4.54-5.13]\'',-0.052331,2.7,1.9,Iris-virginica
'\'(5.72-6.31]\'',1.517592,3,2.1,Iris-virginica
'\'(5.13-5.72]\'',0.551486,2.9,1.8,Iris-virginica
'\'(5.72-6.31]\'',0.793012,3,2.2,Iris-virginica
'\'(6.31-inf)\'',2.121409,3,2.1,Iris-virginica
'\'(3.95-4.54]\'',-1.1392,2.5,1.7,Iris-virginica
'\'(5.72-6.31]\'',1.759119,2.9,1.8,Iris-virginica
'\'(5.72-6.31]\'',1.034539,2.5,1.8,Iris-virginica
'\'(5.72-6.31]\'',1.638355,3.6,2.5,Iris-virginica
'\'(4.54-5.13]\'',0.793012,3.2,2,Iris-virginica
'\'(5.13-5.72]\'',0.672249,2.7,1.9,Iris-virginica
'\'(5.13-5.72]\'',1.155302,3,2.1,Iris-virginica
'\'(4.54-5.13]\'',-0.173094,2.5,2,Iris-virginica
'\'(4.54-5.13]\'',-0.052331,2.8,2.4,Iris-virginica
'\'(5.13-5.72]\'',0.672249,3.2,2.3,Iris-virginica
'\'(5.13-5.72]\'',0.793012,3,1.8,Iris-virginica
'\'(6.31-inf)\'',2.242172,3.8,2.2,Iris-virginica
'\'(6.31-inf)\'',2.242172,2.6,2.3,Iris-virginica
'\'(4.54-5.13]\'',0.189196,2.2,1.5,Iris-virginica
'\'(5.13-5.72]\'',1.276066,3.2,2.3,Iris-virginica
'\'(4.54-5.13]\'',-0.293857,2.8,2,Iris-virginica
'\'(6.31-inf)\'',2.242172,2.8,2,Iris-virginica
'\'(4.54-5.13]\'',0.551486,2.7,1.8,Iris-virginica
'\'(5.13-5.72]\'',1.034539,3.3,2.1,Iris-virginica
'\'(5.72-6.31]\'',1.638355,3.2,1.8,Iris-virginica
'\'(4.54-5.13]\'',0.430722,2.8,1.8,Iris-virginica
'\'(4.54-5.13]\'',0.309959,3,1.8,Iris-virginica
'\'(5.13-5.72]\'',0.672249,2.8,2.1,Iris-virginica
'\'(5.72-6.31]\'',1.638355,3,1.6,Iris-virginica
'\'(5.72-6.31]\'',1.879882,2.8,1.9,Iris-virginica
'\'(6.31-inf)\'',2.483699,3.8,2,Iris-virginica
'\'(5.13-5.72]\'',0.672249,2.8,2.2,Iris-virginica
'\'(4.54-5.13]\'',0.551486,2.8,1.5,Iris-virginica
'\'(5.13-5.72]\'',0.309959,2.6,1.4,Iris-virginica
'\'(5.72-6.31]\'',2.242172,3,2.3,Iris-virginica
'\'(5.13-5.72]\'',0.551486,3.4,2.4,Iris-virginica
'\'(5.13-5.72]\'',0.672249,3.1,1.8,Iris-virginica
'\'(4.54-5.13]\'',0.189196,3,1.8,Iris-virginica
'\'(5.13-5.72]\'',1.276066,3.1,2.1,Iris-virginica
'\'(5.13-5.72]\'',1.034539,3.1,2.4,Iris-virginica
'\'(4.54-5.13]\'',1.276066,3.1,2.3,Iris-virginica
'\'(4.54-5.13]\'',-0.052331,2.7,1.9,Iris-virginica
'\'(5.72-6.31]\'',1.155302,3.2,2.3,Iris-virginica
'\'(5.13-5.72]\'',1.034539,3.3,2.5,Iris-virginica
'\'(5.13-5.72]\'',1.034539,3,2.3,Iris-virginica
'\'(4.54-5.13]\'',0.551486,2.5,1.9,Iris-virginica
'\'(5.13-5.72]\'',0.793012,3,2,Iris-virginica
'\'(5.13-5.72]\'',0.430722,3.4,2.3,Iris-virginica
'\'(4.54-5.13]\'',0.068433,3,1.8,Iris-virginica
